"ACCOUNT_ID","COA_ID","ACCOUNT_TYPE","IS_ENABLED","IS_PARENT","START_DATE","END_DATE","DESCRIPTION","SEGMENT1","SEGMENT2","SEGMENT3","SEGMENT4","SEGMENT5","SEGMENT6","SEGMENT7","SEGMENT8","SEGMENT9","SEGMENT10","ATTRIBUTE1","ATTRIBUTE2","ATTRIBUTE3","ATTRIBUTE4","ATTRIBUTE5","ATTRIBUTE6","ATTRIBUTE7","ATTRIBUTE8","ATTRIBUTE9","ATTRIBUTE10","REFERENCE1","REFERENCE2","REFERENCE3","REFERENCE4"
15438,101,"A","Y","N",,,"","01","470","1550","0000","000","","","","","","","","","","","","","","","","","","N",""
15316,101,"E","Y","N",,,"","01","530","5210","0000","000","","","","","","","","","","","","","","","","","","N",""
15320,101,"E","Y","N",,,"","01","540","5220","0000","000","","","","","","","","","","","","","","","","","","N",""
15322,101,"E","Y","N",,,"","01","530","5290","0000","000","","","","","","","","","","","","","","","","","","N",""
14915,101,"E","Y","N",,,"","01","520","5220","0000","000","","","","","","","","","","","","","","","","","","N",""
14794,101,"E","Y","N",,,"","01","430","7350","0000","000","","","","","","","","","","","","","","","","","","N",""
14655,101,"E","Y","N",,,"","01","120","7330","0000","000","","","","","","","","","","","","","","","","","","N",""
14659,101,"E","Y","N",,,"","01","520","7320","0000","000","","","","","","","","","","","","","","","","","","N",""
14661,101,"E","Y","N",,,"","01","560","7350","0000","000","","","","","","","","","","","","","","","","","","N",""
14664,101,"A","Y","N",,,"","01","740","1550","0000","000","","","","","","","","","","","","","","","","","","N",""
14665,101,"A","Y","N",,,"","01","740","1510","0000","000","","","","","","","","","","","","","","","","","","N",""
14666,101,"A","Y","N",,,"","01","740","1520","0000","000","","","","","","","","","","","","","","","","","","N",""
14667,101,"A","Y","N",,,"","01","740","1560","0000","000","","","","","","","","","","","","","","","","","","N",""
14668,101,"A","Y","N",,,"","01","740","1540","0000","000","","","","","","","","","","","","","","","","","","N",""
14669,101,"A","Y","N",,,"","01","740","1530","0000","000","","","","","","","","","","","","","","","","","","N",""
14670,101,"A","Y","N",,,"","01","740","1580","0000","000","","","","","","","","","","","","","","","","","","N",""
14671,101,"A","Y","N",,,"","01","740","1590","0000","000","","","","","","","","","","","","","","","","","","N",""
14672,101,"A","Y","N",,,"","01","740","1650","0000","000","","","","","","","","","","","","","","","","","","N",""
14674,101,"A","Y","N",,,"","01","740","1620","0000","000","","","","","","","","","","","","","","","","","","N",""
14632,101,"E","Y","N",,,"","01","410","7350","0000","000","","","","","","","","","","","","","","","","","","N",""
13802,101,"E","Y","N",,,"","01","740","7650","0000","000","","","","","","","","","","","","","","","","","","N",""
13803,101,"E","Y","N",,,"","01","740","7690","0000","000","","","","","","","","","","","","","","","","","","N",""
13804,101,"E","Y","N",,,"","01","740","7450","0000","000","","","","","","","","","","","","","","","","","","N",""
13850,101,"L","Y","N",,,"","01","000","2225","0000","000","","","","","","","","","","","","","","","","","","N",""
13871,101,"E","Y","N",,,"","01","120","7630","0000","000","","","","","","","","","","","","","","","","","","N",""
13874,101,"E","Y","N",,,"","01","402","7630","0000","000","","","","","","","","","","","","","","","","","","N",""
13919,101,"L","Y","N",,,"","01","000","2410","0000","000","","","","","","","","","","","","","","","","","","N",""
13735,101,"E","Y","N",,,"","01","740","7610","0000","000","","","","","","","","","","","","","","","","","","N",""
13736,101,"A","Y","N",,,"","01","740","1570","0000","000","","","","","","","","","","","","","","","","","","N",""
13776,101,"L","Y","N",,,"","01","000","2240","0000","000","","","","","","","","","","","","","","","","","","N",""
13779,101,"L","Y","N",,,"","01","000","2370","0000","000","","","","","","","","","","","","","","","","","","N",""
13780,101,"A","Y","N",,,"","01","000","1810","0000","000","","","","","","","","","","","","","","","","","","N",""
13782,101,"E","Y","N",,,"","01","420","5210","0000","000","","","","","","","","","","","","","","","","","","N",""
13798,101,"E","Y","N",,,"","01","520","7699","0000","000","","","","","","","","","","","","","","","","","","N",""
13605,101,"E","Y","N",,,"","01","404","7670","0000","000","","","","","","","","","","","","","","","","","","N",""
13608,101,"E","Y","N",,,"","01","402","7695","0000","000","","","","","","","","","","","","","","","","","","N",""
13611,101,"E","Y","N",,,"","01","404","7710","0000","000","","","","","","","","","","","","","","","","","","N",""
13613,101,"E","Y","N",,,"","01","404","7730","0000","000","","","","","","","","","","","","","","","","","","N",""
13616,101,"E","Y","N",,,"","01","402","7820","0000","000","","","","","","","","","","","","","","","","","","N",""
13577,101,"E","Y","N",,,"","01","404","7110","0000","000","","","","","","","","","","","","","","","","","","N",""
13580,101,"E","Y","N",,,"","01","402","7210","0000","000","","","","","","","","","","","","","","","","","","N",""
13583,101,"E","Y","N",,,"","01","404","7230","0000","000","","","","","","","","","","","","","","","","","","N",""
13586,101,"E","Y","N",,,"","01","402","7420","0000","000","","","","","","","","","","","","","","","","","","N",""
13587,101,"E","Y","N",,,"","01","404","7420","0000","000","","","","","","","","","","","","","","","","","","N",""
13590,101,"E","Y","N",,,"","01","402","7450","0000","000","","","","","","","","","","","","","","","","","","N",""
13593,101,"E","Y","N",,,"","01","402","7510","0000","000","","","","","","","","","","","","","","","","","","N",""
13596,101,"E","Y","N",,,"","01","402","7620","0000","000","","","","","","","","","","","","","","","","","","N",""
13599,101,"E","Y","N",,,"","01","404","7640","0000","000","","","","","","","","","","","","","","","","","","N",""
13601,101,"E","Y","N",,,"","01","404","7650","0000","000","","","","","","","","","","","","","","","","","","N",""
13573,101,"E","Y","N",,,"","01","404","5300","0000","000","","","","","","","","","","","","","","","","","","N",""
13515,101,"E","Y","N",,,"","01","510","5210","0000","000","","","","","","","","","","","","","","","","","","N",""
13516,101,"A","Y","N",,,"","01","000","1460","0000","000","","","","","","","","","","","","","","","","","","N",""
13518,101,"L","Y","N",,,"","01","000","1335","0000","000","","","","","","","","","","","","","","","","","","N",""
13532,101,"A","Y","N",,,"","01","000","1580","0000","000","","","","","","","","","","","","","","","","","","N",""
13534,101,"R","Y","N",,,"","01","402","4120","0000","000","","","","","","","","","","","","","","","","","","N",""
13537,101,"R","Y","N",,,"","01","404","4130","0000","000","","","","","","","","","","","","","","","","","","N",""
13556,101,"A","Y","N",,,"","01","000","1660","0000","000","","","","","","","","","","","","","","","","","","N",""
13568,101,"A","Y","N",,,"","01","000","1630","0000","000","","","","","","","","","","","","","","","","","","N",""
13571,101,"R","Y","N",,,"","01","410","4150","0000","000","","","","","","","","","","","","","","","","","","N",""
13513,101,"A","Y","N",,,"","01","000","1420","0000","000","","","","","","","","","","","","","","","","","","N",""
13496,101,"A","Y","N",,,"","01","000","1245","0000","000","","","","","","","","","","","","","","","","","","N",""
13497,101,"R","Y","N",,,"","01","410","4170","0000","000","","","","","","","","","","","","","","","","","","N",""
13501,101,"E","Y","N",,,"","01","730","7440","0000","000","","","","","","","","","","","","","","","","","","N",""
13503,101,"E","Y","N",,,"","01","740","7840","0000","000","","","","","","","","","","","","","","","","","","N",""
13508,101,"E","Y","N",,,"","01","750","7420","0000","000","","","","","","","","","","","","","","","","","","N",""
13511,101,"L","Y","N",,,"","01","000","1332","0000","000","","","","","","","","","","","","","","","","","","N",""
13512,101,"A","Y","N",,,"","01","000","1450","0000","000","","","","","","","","","","","","","","","","","","N",""
13397,101,"E","Y","N",,,"","01","740","7870","0000","000","","","","","","","","","","","","","","","","","","N",""
13400,101,"E","Y","N",,,"","01","740","7740","0000","000","","","","","","","","","","","","","","","","","","N",""
13401,101,"A","Y","N",,,"","01","000","1410","0000","000","","","","","","","","","","","","","","","","","","N",""
13369,101,"E","Y","N",,,"","01","550","7740","0000","000","","","","","","","","","","","","","","","","","","N",""
13371,101,"E","Y","N",,,"","01","110","7820","0000","000","","","","","","","","","","","","","","","","","","N",""
13374,101,"E","Y","N",,,"","01","140","7820","0000","000","","","","","","","","","","","","","","","","","","N",""
13377,101,"E","Y","N",,,"","01","430","7820","0000","000","","","","","","","","","","","","","","","","","","N",""
13380,101,"E","Y","N",,,"","01","460","7820","0000","000","","","","","","","","","","","","","","","","","","N",""
13382,101,"E","Y","N",,,"","01","480","7820","0000","000","","","","","","","","","","","","","","","","","","N",""
13385,101,"E","Y","N",,,"","01","530","7820","0000","000","","","","","","","","","","","","","","","","","","N",""
13388,101,"E","Y","N",,,"","01","560","7820","0000","000","","","","","","","","","","","","","","","","","","N",""
13392,101,"E","Y","N",,,"","01","404","7220","0000","000","","","","","","","","","","","","","","","","","","N",""
13393,101,"A","Y","N",,,"","01","000","1222","0000","000","","","","","","","","","","","","","","","","","","N",""
13394,101,"L","Y","N",,,"","01","000","2520","0000","000","","","","","","","","","","","","","","","","","","N",""
13338,101,"E","Y","N",,,"","01","140","7730","0000","000","","","","","","","","","","","","","","","","","","N",""
13341,101,"E","Y","N",,,"","01","430","7730","0000","000","","","","","","","","","","","","","","","","","","N",""
13344,101,"E","Y","N",,,"","01","460","7730","0000","000","","","","","","","","","","","","","","","","","","N",""
13347,101,"E","Y","N",,,"","01","510","7730","0000","000","","","","","","","","","","","","","","","","","","N",""
13350,101,"E","Y","N",,,"","01","540","7730","0000","000","","","","","","","","","","","","","","","","","","N",""
13354,101,"E","Y","N",,,"","01","120","7740","0000","000","","","","","","","","","","","","","","","","","","N",""
13357,101,"E","Y","N",,,"","01","410","7740","0000","000","","","","","","","","","","","","","","","","","","N",""
13360,101,"E","Y","N",,,"","01","440","7740","0000","000","","","","","","","","","","","","","","","","","","N",""
13363,101,"E","Y","N",,,"","01","470","7740","0000","000","","","","","","","","","","","","","","","","","","N",""
13366,101,"E","Y","N",,,"","01","520","7740","0000","000","","","","","","","","","","","","","","","","","","N",""
13308,101,"E","Y","N",,,"","01","460","7695","0000","000","","","","","","","","","","","","","","","","","","N",""
13311,101,"E","Y","N",,,"","01","510","7695","0000","000","","","","","","","","","","","","","","","","","","N",""
13314,101,"E","Y","N",,,"","01","540","7695","0000","000","","","","","","","","","","","","","","","","","","N",""
13318,101,"E","Y","N",,,"","01","120","7710","0000","000","","","","","","","","","","","","","","","","","","N",""
13321,101,"E","Y","N",,,"","01","410","7710","0000","000","","","","","","","","","","","","","","","","","","N",""
13324,101,"E","Y","N",,,"","01","440","7710","0000","000","","","","","","","","","","","","","","","","","","N",""
13327,101,"E","Y","N",,,"","01","470","7710","0000","000","","","","","","","","","","","","","","","","","","N",""
13330,101,"E","Y","N",,,"","01","520","7710","0000","000","","","","","","","","","","","","","","","","","","N",""
13333,101,"E","Y","N",,,"","01","550","7710","0000","000","","","","","","","","","","","","","","","","","","N",""
13336,101,"E","Y","N",,,"","01","120","7730","0000","000","","","","","","","","","","","","","","","","","","N",""
13279,101,"E","Y","N",,,"","01","550","7670","0000","000","","","","","","","","","","","","","","","","","","N",""
13283,101,"E","Y","N",,,"","01","130","7680","0000","000","","","","","","","","","","","","","","","","","","N",""
13286,101,"E","Y","N",,,"","01","420","7680","0000","000","","","","","","","","","","","","","","","","","","N",""
13289,101,"E","Y","N",,,"","01","450","7680","0000","000","","","","","","","","","","","","","","","","","","N",""
13292,101,"E","Y","N",,,"","01","480","7680","0000","000","","","","","","","","","","","","","","","","","","N",""
13295,101,"E","Y","N",,,"","01","530","7680","0000","000","","","","","","","","","","","","","","","","","","N",""
13298,101,"E","Y","N",,,"","01","560","7680","0000","000","","","","","","","","","","","","","","","","","","N",""
13299,101,"E","Y","N",,,"","01","110","7695","0000","000","","","","","","","","","","","","","","","","","","N",""
13302,101,"E","Y","N",,,"","01","140","7695","0000","000","","","","","","","","","","","","","","","","","","N",""
13305,101,"E","Y","N",,,"","01","430","7695","0000","000","","","","","","","","","","","","","","","","","","N",""
13249,101,"E","Y","N",,,"","01","410","7660","0000","000","","","","","","","","","","","","","","","","","","N",""
13252,101,"E","Y","N",,,"","01","440","7660","0000","000","","","","","","","","","","","","","","","","","","N",""
13255,101,"E","Y","N",,,"","01","470","7660","0000","000","","","","","","","","","","","","","","","","","","N",""
13257,101,"E","Y","N",,,"","01","510","7660","0000","000","","","","","","","","","","","","","","","","","","N",""
13260,101,"E","Y","N",,,"","01","540","7660","0000","000","","","","","","","","","","","","","","","","","","N",""
13264,101,"E","Y","N",,,"","01","120","7670","0000","000","","","","","","","","","","","","","","","","","","N",""
13267,101,"E","Y","N",,,"","01","410","7670","0000","000","","","","","","","","","","","","","","","","","","N",""
13247,101,"E","Y","N",,,"","01","130","7660","0000","000","","","","","","","","","","","","","","","","","","N",""
13270,101,"E","Y","N",,,"","01","440","7670","0000","000","","","","","","","","","","","","","","","","","","N",""
13273,101,"E","Y","N",,,"","01","470","7670","0000","000","","","","","","","","","","","","","","","","","","N",""
13276,101,"E","Y","N",,,"","01","520","7670","0000","000","","","","","","","","","","","","","","","","","","N",""
13217,101,"E","Y","N",,,"","01","450","7640","0000","000","","","","","","","","","","","","","","","","","","N",""
13218,101,"E","Y","N",,,"","01","460","7640","0000","000","","","","","","","","","","","","","","","","","","N",""
13219,101,"E","Y","N",,,"","01","470","7640","0000","000","","","","","","","","","","","","","","","","","","N",""
13220,101,"E","Y","N",,,"","01","480","7640","0000","000","","","","","","","","","","","","","","","","","","N",""
13221,101,"E","Y","N",,,"","01","510","7640","0000","000","","","","","","","","","","","","","","","","","","N",""
13222,101,"E","Y","N",,,"","01","520","7640","0000","000","","","","","","","","","","","","","","","","","","N",""
13223,101,"E","Y","N",,,"","01","530","7640","0000","000","","","","","","","","","","","","","","","","","","N",""
13224,101,"E","Y","N",,,"","01","540","7640","0000","000","","","","","","","","","","","","","","","","","","N",""
13225,101,"E","Y","N",,,"","01","550","7640","0000","000","","","","","","","","","","","","","","","","","","N",""
13228,101,"E","Y","N",,,"","01","120","7650","0000","000","","","","","","","","","","","","","","","","","","N",""
13231,101,"E","Y","N",,,"","01","410","7650","0000","000","","","","","","","","","","","","","","","","","","N",""
13234,101,"E","Y","N",,,"","01","440","7650","0000","000","","","","","","","","","","","","","","","","","","N",""
13237,101,"E","Y","N",,,"","01","470","7650","0000","000","","","","","","","","","","","","","","","","","","N",""
13240,101,"E","Y","N",,,"","01","520","7650","0000","000","","","","","","","","","","","","","","","","","","N",""
13243,101,"E","Y","N",,,"","01","550","7650","0000","000","","","","","","","","","","","","","","","","","","N",""
13246,101,"E","Y","N",,,"","01","120","7660","0000","000","","","","","","","","","","","","","","","","","","N",""
13188,101,"E","Y","N",,,"","01","540","7530","0000","000","","","","","","","","","","","","","","","","","","N",""
13190,101,"E","Y","N",,,"","01","560","7530","0000","000","","","","","","","","","","","","","","","","","","N",""
13191,101,"E","Y","N",,,"","01","110","7620","0000","000","","","","","","","","","","","","","","","","","","N",""
13194,101,"E","Y","N",,,"","01","140","7620","0000","000","","","","","","","","","","","","","","","","","","N",""
13197,101,"E","Y","N",,,"","01","430","7620","0000","000","","","","","","","","","","","","","","","","","","N",""
13200,101,"E","Y","N",,,"","01","460","7620","0000","000","","","","","","","","","","","","","","","","","","N",""
13203,101,"E","Y","N",,,"","01","510","7620","0000","000","","","","","","","","","","","","","","","","","","N",""
13206,101,"E","Y","N",,,"","01","540","7620","0000","000","","","","","","","","","","","","","","","","","","N",""
13210,101,"E","Y","N",,,"","01","120","7640","0000","000","","","","","","","","","","","","","","","","","","N",""
13212,101,"E","Y","N",,,"","01","140","7640","0000","000","","","","","","","","","","","","","","","","","","N",""
13215,101,"E","Y","N",,,"","01","430","7640","0000","000","","","","","","","","","","","","","","","","","","N",""
13158,101,"E","Y","N",,,"","01","140","7510","0000","000","","","","","","","","","","","","","","","","","","N",""
13161,101,"E","Y","N",,,"","01","430","7510","0000","000","","","","","","","","","","","","","","","","","","N",""
13164,101,"E","Y","N",,,"","01","460","7510","0000","000","","","","","","","","","","","","","","","","","","N",""
13167,101,"E","Y","N",,,"","01","510","7510","0000","000","","","","","","","","","","","","","","","","","","N",""
13170,101,"E","Y","N",,,"","01","540","7510","0000","000","","","","","","","","","","","","","","","","","","N",""
13175,101,"E","Y","N",,,"","01","130","7530","0000","000","","","","","","","","","","","","","","","","","","N",""
13178,101,"E","Y","N",,,"","01","420","7530","0000","000","","","","","","","","","","","","","","","","","","N",""
13181,101,"E","Y","N",,,"","01","450","7530","0000","000","","","","","","","","","","","","","","","","","","N",""
13184,101,"E","Y","N",,,"","01","480","7530","0000","000","","","","","","","","","","","","","","","","","","N",""
13129,101,"E","Y","N",,,"","01","470","7440","0000","000","","","","","","","","","","","","","","","","","","N",""
13132,101,"E","Y","N",,,"","01","520","7440","0000","000","","","","","","","","","","","","","","","","","","N",""
13135,101,"E","Y","N",,,"","01","550","7440","0000","000","","","","","","","","","","","","","","","","","","N",""
13138,101,"E","Y","N",,,"","01","120","7450","0000","000","","","","","","","","","","","","","","","","","","N",""
13141,101,"E","Y","N",,,"","01","410","7450","0000","000","","","","","","","","","","","","","","","","","","N",""
13144,101,"E","Y","N",,,"","01","440","7450","0000","000","","","","","","","","","","","","","","","","","","N",""
13147,101,"E","Y","N",,,"","01","470","7450","0000","000","","","","","","","","","","","","","","","","","","N",""
13150,101,"E","Y","N",,,"","01","520","7450","0000","000","","","","","","","","","","","","","","","","","","N",""
13153,101,"E","Y","N",,,"","01","550","7450","0000","000","","","","","","","","","","","","","","","","","","N",""
13155,101,"E","Y","N",,,"","01","110","7510","0000","000","","","","","","","","","","","","","","","","","","N",""
13097,101,"E","Y","N",,,"","01","530","7410","0000","000","","","","","","","","","","","","","","","","","","N",""
13098,101,"E","Y","N",,,"","01","540","7410","0000","000","","","","","","","","","","","","","","","","","","N",""
13099,101,"E","Y","N",,,"","01","550","7410","0000","000","","","","","","","","","","","","","","","","","","N",""
13100,101,"E","Y","N",,,"","01","560","7410","0000","000","","","","","","","","","","","","","","","","","","N",""
13101,101,"E","Y","N",,,"","01","110","7420","0000","000","","","","","","","","","","","","","","","","","","N",""
13102,101,"E","Y","N",,,"","01","120","7420","0000","000","","","","","","","","","","","","","","","","","","N",""
13103,101,"E","Y","N",,,"","01","130","7420","0000","000","","","","","","","","","","","","","","","","","","N",""
13106,101,"E","Y","N",,,"","01","420","7420","0000","000","","","","","","","","","","","","","","","","","","N",""
13109,101,"E","Y","N",,,"","01","450","7420","0000","000","","","","","","","","","","","","","","","","","","N",""
13112,101,"E","Y","N",,,"","01","480","7420","0000","000","","","","","","","","","","","","","","","","","","N",""
13115,101,"E","Y","N",,,"","01","530","7420","0000","000","","","","","","","","","","","","","","","","","","N",""
13118,101,"E","Y","N",,,"","01","560","7420","0000","000","","","","","","","","","","","","","","","","","","N",""
13119,101,"E","Y","N",,,"","01","110","7440","0000","000","","","","","","","","","","","","","","","","","","N",""
13122,101,"E","Y","N",,,"","01","140","7440","0000","000","","","","","","","","","","","","","","","","","","N",""
13125,101,"E","Y","N",,,"","01","430","7440","0000","000","","","","","","","","","","","","","","","","","","N",""
13067,101,"E","Y","N",,,"","01","130","7230","0000","000","","","","","","","","","","","","","","","","","","N",""
13068,101,"E","Y","N",,,"","01","140","7230","0000","000","","","","","","","","","","","","","","","","","","N",""
13071,101,"E","Y","N",,,"","01","430","7230","0000","000","","","","","","","","","","","","","","","","","","N",""
13074,101,"E","Y","N",,,"","01","460","7230","0000","000","","","","","","","","","","","","","","","","","","N",""
13077,101,"E","Y","N",,,"","01","510","7230","0000","000","","","","","","","","","","","","","","","","","","N",""
13080,101,"E","Y","N",,,"","01","540","7230","0000","000","","","","","","","","","","","","","","","","","","N",""
13084,101,"E","Y","N",,,"","01","120","7410","0000","000","","","","","","","","","","","","","","","","","","N",""
13087,101,"E","Y","N",,,"","01","410","7410","0000","000","","","","","","","","","","","","","","","","","","N",""
13090,101,"E","Y","N",,,"","01","440","7410","0000","000","","","","","","","","","","","","","","","","","","N",""
13093,101,"E","Y","N",,,"","01","470","7410","0000","000","","","","","","","","","","","","","","","","","","N",""
13096,101,"E","Y","N",,,"","01","520","7410","0000","000","","","","","","","","","","","","","","","","","","N",""
13037,101,"E","Y","N",,,"","01","450","7210","0000","000","","","","","","","","","","","","","","","","","","N",""
13040,101,"E","Y","N",,,"","01","480","7210","0000","000","","","","","","","","","","","","","","","","","","N",""
13043,101,"E","Y","N",,,"","01","530","7210","0000","000","","","","","","","","","","","","","","","","","","N",""
13046,101,"E","Y","N",,,"","01","560","7210","0000","000","","","","","","","","","","","","","","","","","","N",""
13047,101,"E","Y","N",,,"","01","110","7220","0000","000","","","","","","","","","","","","","","","","","","N",""
13050,101,"E","Y","N",,,"","01","140","7220","0000","000","","","","","","","","","","","","","","","","","","N",""
13052,101,"E","Y","N",,,"","01","420","7220","0000","000","","","","","","","","","","","","","","","","","","N",""
13055,101,"E","Y","N",,,"","01","450","7220","0000","000","","","","","","","","","","","","","","","","","","N",""
13058,101,"E","Y","N",,,"","01","480","7220","0000","000","","","","","","","","","","","","","","","","","","N",""
13061,101,"E","Y","N",,,"","01","530","7220","0000","000","","","","","","","","","","","","","","","","","","N",""
13064,101,"E","Y","N",,,"","01","560","7220","0000","000","","","","","","","","","","","","","","","","","","N",""
13065,101,"E","Y","N",,,"","01","110","7230","0000","000","","","","","","","","","","","","","","","","","","N",""
13008,101,"E","Y","N",,,"","01","540","7110","0000","000","","","","","","","","","","","","","","","","","","N",""
13011,101,"E","Y","N",,,"","01","110","7120","0000","000","","","","","","","","","","","","","","","","","","N",""
13014,101,"E","Y","N",,,"","01","140","7120","0000","000","","","","","","","","","","","","","","","","","","N",""
13017,101,"E","Y","N",,,"","01","430","7120","0000","000","","","","","","","","","","","","","","","","","","N",""
13020,101,"E","Y","N",,,"","01","460","7120","0000","000","","","","","","","","","","","","","","","","","","N",""
13023,101,"E","Y","N",,,"","01","510","7120","0000","000","","","","","","","","","","","","","","","","","","N",""
13026,101,"E","Y","N",,,"","01","540","7120","0000","000","","","","","","","","","","","","","","","","","","N",""
13031,101,"E","Y","N",,,"","01","130","7210","0000","000","","","","","","","","","","","","","","","","","","N",""
13034,101,"E","Y","N",,,"","01","420","7210","0000","000","","","","","","","","","","","","","","","","","","N",""
12977,101,"E","Y","N",,,"","01","130","6100","0000","000","","","","","","","","","","","","","","","","","","N",""
12978,101,"E","Y","N",,,"","01","140","6100","0000","000","","","","","","","","","","","","","","","","","","N",""
12979,101,"E","Y","N",,,"","01","410","6100","0000","000","","","","","","","","","","","","","","","","","","N",""
12982,101,"E","Y","N",,,"","01","440","6100","0000","000","","","","","","","","","","","","","","","","","","N",""
12985,101,"E","Y","N",,,"","01","470","6100","0000","000","","","","","","","","","","","","","","","","","","N",""
12988,101,"E","Y","N",,,"","01","520","6100","0000","000","","","","","","","","","","","","","","","","","","N",""
12991,101,"E","Y","N",,,"","01","550","6100","0000","000","","","","","","","","","","","","","","","","","","N",""
12993,101,"E","Y","N",,,"","01","110","7110","0000","000","","","","","","","","","","","","","","","","","","N",""
12996,101,"E","Y","N",,,"","01","140","7110","0000","000","","","","","","","","","","","","","","","","","","N",""
12999,101,"E","Y","N",,,"","01","430","7110","0000","000","","","","","","","","","","","","","","","","","","N",""
13002,101,"E","Y","N",,,"","01","460","7110","0000","000","","","","","","","","","","","","","","","","","","N",""
13004,101,"E","Y","N",,,"","01","480","7110","0000","000","","","","","","","","","","","","","","","","","","N",""
12947,101,"E","Y","N",,,"","01","450","5110","0000","000","","","","","","","","","","","","","","","","","","N",""
12948,101,"E","Y","N",,,"","01","460","5110","0000","000","","","","","","","","","","","","","","","","","","N",""
12949,101,"E","Y","N",,,"","01","470","5110","0000","000","","","","","","","","","","","","","","","","","","N",""
12950,101,"E","Y","N",,,"","01","480","5110","0000","000","","","","","","","","","","","","","","","","","","N",""
12951,101,"E","Y","N",,,"","01","510","5110","0000","000","","","","","","","","","","","","","","","","","","N",""
12952,101,"E","Y","N",,,"","01","520","5110","0000","000","","","","","","","","","","","","","","","","","","N",""
12954,101,"E","Y","N",,,"","01","540","5110","0000","000","","","","","","","","","","","","","","","","","","N",""
12958,101,"E","Y","N",,,"","01","120","5300","0000","000","","","","","","","","","","","","","","","","","","N",""
12961,101,"E","Y","N",,,"","01","410","5300","0000","000","","","","","","","","","","","","","","","","","","N",""
