"PO_ID","PO_NUMBER","LATEST_REVISION","CANCEL_FLAG","PERSON_ID","SUPPLIER_ID","SUPPLIER_SITE_ID","GEOGRAPHY_ID","CURRENCY_CODE","CURRENCY_RATE_TYPE","CURRENCY_EXCHANGE_DATE","CURRENCY_EXCHANGE_RATE","CREATION_DATE","ORIG_APPROVAL_SUBMIT_DATE","ORIG_APPROVED_DATE","LATEST_APPROVED_DATE","TRANSMISSION_METHOD","PAY_ON_CODE","CREATION_METHOD","PAY_TERMS","PAYMENT_TERMS_ID"
82906,"5421",0,"N",59,537,1193,204,"USD","","28-SEP-2013","","28-SEP-2013","28-SEP-2013 11:40","28-SEP-2013 11:40","28-SEP-2013 11:40","NONE","RECEIPT","AUTOCREATE","45 Net (terms date + 45)",10003
82524,"5414",0,"N",59,537,1193,204,"USD","","","","22-SEP-2013","22-SEP-2013 18:20","22-SEP-2013 18:20","22-SEP-2013 18:20","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
83763,"5435",0,"N",25,147,2033,204,"USD","","","","11-OCT-2013","11-OCT-2013 04:08","11-OCT-2013 04:09","11-OCT-2013 04:09","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
84408,"5447",0,"N",25,1078,2651,204,"GBP","Corporate","30-OCT-2013","1.87617260787992495309568480300187617261","30-OCT-2013","30-OCT-2013 17:54","30-OCT-2013 17:55","30-OCT-2013 17:55","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
83313,"5426",0,"N",25,147,2033,204,"USD","","","","03-OCT-2013","03-OCT-2013 04:10","03-OCT-2013 04:10","03-OCT-2013 04:10","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
83963,"5438",0,"N",25,557,1233,204,"USD","","","","17-OCT-2013","17-OCT-2013 04:08","17-OCT-2013 04:08","17-OCT-2013 04:08","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
83603,"5429",0,"N",25,557,1233,204,"USD","","","","09-OCT-2013","09-OCT-2013 05:20","09-OCT-2013 05:20","09-OCT-2013 05:20","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
84589,"5450",0,"N",25,147,2033,204,"USD","","","","03-NOV-2013","03-NOV-2013 04:07","03-NOV-2013 04:07","03-NOV-2013 04:07","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
83312,"5425",0,"N",31,578,1275,204,"USD","","03-OCT-2013","","03-OCT-2013","03-OCT-2013 04:07","03-OCT-2013 04:07","03-OCT-2013 04:07","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
84667,"5452",0,"N",25,557,1233,204,"USD","","","","07-NOV-2013","07-NOV-2013 04:07","07-NOV-2013 04:07","07-NOV-2013 04:07","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
83125,"5422",0,"N",57,5,6,207,"USD","","29-SEP-2013","","29-SEP-2013","29-SEP-2013 13:30","29-SEP-2013 13:30","29-SEP-2013 13:30","MANUAL","RECEIPT","MANUAL","2/10 NET 30",10014
83687,"5434",0,"N",31,147,2033,204,"USD","","10-OCT-2013","","10-OCT-2013","10-OCT-2013 04:06","10-OCT-2013 04:06","10-OCT-2013 04:06","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
83456,"5427",0,"N",25,9,12,204,"USD","","","","05-OCT-2013","05-OCT-2013 04:07","05-OCT-2013 04:07","05-OCT-2013 04:07","MANUAL","RECEIPT","API","30 Net (terms date + 30)",10002
84113,"5442",0,"N",31,5,2034,204,"USD","","20-OCT-2013","","20-OCT-2013","20-OCT-2013 04:06","20-OCT-2013 04:06","20-OCT-2013 04:06","MANUAL","RECEIPT","WORKFLOW","15 Net (terms date + 15)",10013
85630,"5474",0,"N",8924,1221,2895,18168,"USD","","30-NOV-2013","","30-NOV-2013","30-NOV-2013 09:46","30-NOV-2013 09:47","30-NOV-2013 09:47","MANUAL","","MANUAL","45 Net (terms date + 45)",10003
85590,"5472",0,"N",25,415,1087,204,"USD","","28-NOV-2013","","28-NOV-2013","28-NOV-2013 04:10","28-NOV-2013 04:10","28-NOV-2013 04:10","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
85711,"5476",0,"N",59,145,255,204,"USD","","","","01-DEC-2013","01-DEC-2013 15:54","01-DEC-2013 15:54","01-DEC-2013 15:54","MANUAL","RECEIPT","AWARD_SOURCING","45 Net (terms date + 45)",10003
85063,"5462",0,"N",25,557,1233,204,"USD","","","","14-NOV-2013","14-NOV-2013 17:04","14-NOV-2013 17:04","14-NOV-2013 17:04","B2B","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
85541,"5471",0,"N",31,3,2036,204,"USD","","27-NOV-2013","","27-NOV-2013","27-NOV-2013 04:10","27-NOV-2013 04:10","27-NOV-2013 04:10","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
84918,"5459",0,"N",25,147,2033,204,"USD","","","","13-NOV-2013","13-NOV-2013 05:07","13-NOV-2013 05:07","13-NOV-2013 05:07","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
85754,"5479",0,"N",31,578,1275,204,"USD","","04-DEC-2013","","04-DEC-2013","04-DEC-2013 14:56","04-DEC-2013 14:56","04-DEC-2013 14:56","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
86017,"5482",0,"N",25,557,1233,204,"USD","","","","08-DEC-2013","08-DEC-2013 03:56","08-DEC-2013 03:56","08-DEC-2013 03:56","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
85828,"5480",0,"N",25,9,12,204,"USD","","","","06-DEC-2013","06-DEC-2013 05:07","06-DEC-2013 05:07","06-DEC-2013 05:07","MANUAL","RECEIPT","API","30 Net (terms date + 30)",10002
86174,"5487",0,"N",57,21,41,1997,"USD","","11-DEC-2013","","11-DEC-2013","11-DEC-2013 14:49","11-DEC-2013 14:49","11-DEC-2013 14:49","B2B","RECEIPT","MANUAL","2/10 NET 30",10014
85350,"5467",0,"N",25,22,2035,204,"USD","","21-NOV-2013","","21-NOV-2013","21-NOV-2013 04:09","21-NOV-2013 04:09","21-NOV-2013 04:09","MANUAL","RECEIPT","WORKFLOW","4/10, 3/20, 2/30 Net  60",10009
86137,"5485",0,"N",31,147,2033,204,"USD","","11-DEC-2013","","11-DEC-2013","11-DEC-2013 03:55","11-DEC-2013 03:55","11-DEC-2013 03:55","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
86240,"5490",0,"N",25,147,2033,204,"USD","","","","12-DEC-2013","12-DEC-2013 03:56","12-DEC-2013 03:56","12-DEC-2013 03:56","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
87749,"5526",0,"N",25,557,1233,204,"USD","","","","19-JAN-2014","19-JAN-2014 05:07","19-JAN-2014 05:07","19-JAN-2014 05:07","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
87881,"5528",0,"N",57,1159,2835,207,"USD","","","","22-JAN-2014","22-JAN-2014 23:44","22-JAN-2014 23:44","22-JAN-2014 23:44","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
88103,"5534",0,"N",57,11,15,209,"USD","","24-JAN-2014","","24-JAN-2014","24-JAN-2014 09:19","24-JAN-2014 09:19","24-JAN-2014 09:19","MANUAL","RECEIPT","MANUAL","2/10 Net 45",10007
87539,"5514",0,"N",31,578,1275,204,"USD","","17-JAN-2014","","17-JAN-2014","17-JAN-2014 05:05","17-JAN-2014 05:06","17-JAN-2014 05:06","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
87128,"5493",0,"N",59,537,1193,204,"USD","","08-JAN-2014","","08-JAN-2014","08-JAN-2014 12:52","08-JAN-2014 12:52","08-JAN-2014 12:52","NONE","RECEIPT","AUTOCREATE","45 Net (terms date + 45)",10003
87143,"5494",0,"N",25,557,1233,204,"USD","","","","08-JAN-2014","08-JAN-2014 15:07","08-JAN-2014 15:07","08-JAN-2014 15:07","B2B","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
87205,"5495",0,"N",57,21,41,1997,"USD","","09-JAN-2014","","09-JAN-2014","09-JAN-2014 14:06","09-JAN-2014 14:06","09-JAN-2014 14:06","B2B","RECEIPT","MANUAL","2/10 NET 30",10014
87341,"5512",0,"N",59,1555,3738,204,"USD","","","","11-JAN-2014","11-JAN-2014 11:07","11-JAN-2014 11:07","11-JAN-2014 11:07","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
87291,"5502",0,"N",31,415,1087,204,"USD","","11-JAN-2014","","11-JAN-2014","11-JAN-2014 05:03","11-JAN-2014 05:03","11-JAN-2014 05:03","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
87296,"5507",0,"N",25,415,1087,204,"USD","","11-JAN-2014","","11-JAN-2014","11-JAN-2014 05:06","11-JAN-2014 05:06","11-JAN-2014 05:06","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
87297,"5508",0,"N",31,578,1275,204,"USD","","11-JAN-2014","","11-JAN-2014","11-JAN-2014 05:03","11-JAN-2014 05:03","11-JAN-2014 05:03","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
87298,"5509",0,"N",25,557,1233,204,"USD","","11-JAN-2014","","11-JAN-2014","11-JAN-2014 05:06","11-JAN-2014 05:06","11-JAN-2014 05:06","B2B","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
87211,"5497",0,"N",59,537,1193,204,"USD","","","","10-JAN-2014","10-JAN-2014 11:17","10-JAN-2014 11:17","10-JAN-2014 11:17","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
87882,"5529",0,"N",57,1159,2835,207,"USD","","","","22-JAN-2014","22-JAN-2014 23:44","22-JAN-2014 23:44","22-JAN-2014 23:44","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
87981,"5531",0,"N",57,21,1969,207,"USD","","23-JAN-2014","","23-JAN-2014","23-JAN-2014 09:17","23-JAN-2014 09:18","23-JAN-2014 09:18","MANUAL","","MANUAL","Immediate",10001
87744,"5521",0,"N",25,557,1233,204,"USD","","","","19-JAN-2014","19-JAN-2014 05:07","19-JAN-2014 05:07","19-JAN-2014 05:07","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
88431,"5539",0,"N",31,578,1275,204,"USD","","02-FEB-2014","","02-FEB-2014","02-FEB-2014 05:03","02-FEB-2014 05:03","02-FEB-2014 05:03","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
88553,"5541",0,"N",31,415,1087,204,"USD","","05-FEB-2014","","05-FEB-2014","05-FEB-2014 04:05","05-FEB-2014 04:05","05-FEB-2014 04:05","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
88653,"5546",0,"N",57,21,1969,207,"USD","","06-FEB-2014","","06-FEB-2014","06-FEB-2014 07:07","06-FEB-2014 07:07","06-FEB-2014 07:07","MANUAL","","MANUAL","Immediate",10001
89777,"5559",0,"N",25,1,761,204,"USD","","22-FEB-2014","","22-FEB-2014","22-FEB-2014 13:48","22-FEB-2014 13:48","22-FEB-2014 13:48","MANUAL","","MANUAL","30 Net (terms date + 30)",10002
89115,"5554",0,"N",25,557,1233,204,"USD","","","","14-FEB-2014","14-FEB-2014 05:06","14-FEB-2014 05:06","14-FEB-2014 05:06","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
88798,"5547",0,"N",25,557,1233,204,"USD","","08-FEB-2014","","08-FEB-2014","08-FEB-2014 05:06","08-FEB-2014 05:06","08-FEB-2014 05:06","B2B","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
88799,"5548",0,"N",25,147,2033,204,"USD","","","","08-FEB-2014","08-FEB-2014 05:06","08-FEB-2014 05:06","08-FEB-2014 05:06","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
89878,"5560",0,"N",25,415,1087,204,"USD","","23-FEB-2014","","23-FEB-2014","23-FEB-2014 05:04","23-FEB-2014 05:04","23-FEB-2014 05:04","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
88188,"5537",0,"N",57,21,1969,207,"USD","","30-JAN-2014","","30-JAN-2014","30-JAN-2014 09:07","30-JAN-2014 09:08","30-JAN-2014 09:08","MANUAL","","MANUAL","Immediate",10001
89436,"5555",0,"N",31,578,1275,204,"USD","","19-FEB-2014","","19-FEB-2014","19-FEB-2014 05:06","19-FEB-2014 05:06","19-FEB-2014 05:06","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
88974,"5551",0,"N",25,9,12,204,"USD","","","","12-FEB-2014","12-FEB-2014 05:06","12-FEB-2014 05:07","12-FEB-2014 05:07","MANUAL","RECEIPT","API","30 Net (terms date + 30)",10002
88432,"5540",0,"N",25,9,12,204,"USD","","","","02-FEB-2014","02-FEB-2014 05:06","02-FEB-2014 05:06","02-FEB-2014 05:06","MANUAL","RECEIPT","API","30 Net (terms date + 30)",10002
89881,"5562",0,"N",31,578,1275,204,"USD","","28-FEB-2014","","28-FEB-2014","28-FEB-2014 00:42","28-FEB-2014 00:42","28-FEB-2014 00:42","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
90162,"5581",0,"N",25,147,2033,204,"USD","","","","16-MAR-2014","16-MAR-2014 05:43","16-MAR-2014 05:43","16-MAR-2014 05:43","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
90067,"5572",0,"N",25,145,255,207,"USD","","08-MAR-2014","","08-MAR-2014","08-MAR-2014 19:23","16-MAR-2014 03:38","16-MAR-2014 03:38","MANUAL","RECEIPT","MANUAL","45 Net (terms date + 45)",10003
90165,"5584",0,"N",25,557,1233,204,"USD","","","","16-MAR-2014","16-MAR-2014 05:43","16-MAR-2014 05:43","16-MAR-2014 05:43","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
90069,"5574",0,"N",25,145,255,207,"USD","","08-MAR-2014","","08-MAR-2014","07-DEC-2014 02:23","07-DEC-2014 02:23","07-DEC-2014 02:23","MANUAL","RECEIPT","MANUAL","45 Net (terms date + 45)",10003
90045,"5569",0,"N",57,21,1969,207,"USD","","06-MAR-2014","","06-MAR-2014","06-MAR-2014 10:38","06-MAR-2014 10:38","06-MAR-2014 10:38","MANUAL","","MANUAL","Immediate",10001
90065,"5570",0,"N",25,145,255,207,"USD","","08-MAR-2014","","08-MAR-2014","08-MAR-2014 17:40","16-MAR-2014 03:38","16-MAR-2014 03:38","MANUAL","RECEIPT","MANUAL","45 Net (terms date + 45)",10003
90066,"5571",0,"N",25,145,255,207,"USD","","08-MAR-2014","","08-MAR-2014","08-MAR-2014 18:24","16-MAR-2014 03:38","16-MAR-2014 03:38","MANUAL","RECEIPT","MANUAL","45 Net (terms date + 45)",10003
90025,"5568",0,"N",57,21,41,207,"USD","","06-MAR-2014","","06-MAR-2014","06-MAR-2014 08:38","06-MAR-2014 08:38","06-MAR-2014 08:38","B2B","RECEIPT","MANUAL","2/10 NET 30",10014
90669,"5592",0,"N",57,21,1969,207,"USD","","02-APR-2014","","02-APR-2014","02-APR-2014 09:17","02-APR-2014 09:17","02-APR-2014 09:17","MANUAL","","MANUAL","Immediate",10001
90718,"5596",0,"N",25,147,2033,204,"USD","","","","04-APR-2014","04-APR-2014 02:10","04-APR-2014 02:10","04-APR-2014 02:10","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
91382,"5612",0,"N",57,21,41,1997,"USD","","18-APR-2014","","18-APR-2014","18-APR-2014 10:15","18-APR-2014 10:15","18-APR-2014 10:15","B2B","RECEIPT","MANUAL","2/10 NET 30",10014
91401,"5613",0,"N",57,21,1969,207,"USD","","19-APR-2014","","19-APR-2014","19-APR-2014 08:19","19-APR-2014 08:19","19-APR-2014 08:19","MANUAL","","MANUAL","Immediate",10001
91683,"5617",0,"N",31,3,2036,204,"USD","","27-APR-2014","","27-APR-2014","27-APR-2014 02:40","27-APR-2014 02:40","27-APR-2014 02:40","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
90758,"5597",0,"N",25,557,1233,204,"USD","","","","05-APR-2014","05-APR-2014 02:09","05-APR-2014 02:09","05-APR-2014 02:09","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
91242,"5605",0,"N",25,9,12,204,"USD","","","","16-APR-2014","16-APR-2014 02:09","16-APR-2014 02:09","16-APR-2014 02:09","MANUAL","RECEIPT","API","30 Net (terms date + 30)",10002
92017,"5626",0,"N",25,557,1233,204,"USD","","","","07-MAY-2014","07-MAY-2014 02:49","07-MAY-2014 02:49","07-MAY-2014 02:49","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
90536,"5590",0,"N",31,578,1275,204,"USD","","26-MAR-2014","","26-MAR-2014","26-MAR-2014 02:08","26-MAR-2014 02:08","26-MAR-2014 02:08","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
91262,"5610",0,"N",31,578,1275,204,"USD","","17-APR-2014","","17-APR-2014","17-APR-2014 02:09","17-APR-2014 02:09","17-APR-2014 02:09","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
90903,"5598",0,"N",25,557,1233,204,"USD","","09-APR-2014","","09-APR-2014","09-APR-2014 02:08","09-APR-2014 02:08","09-APR-2014 02:08","B2B","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
91601,"5615",0,"N",57,21,1969,207,"USD","","23-APR-2014","","23-APR-2014","23-APR-2014 07:34","23-APR-2014 07:34","23-APR-2014 07:34","MANUAL","","MANUAL","Immediate",10001
92097,"5629",0,"N",25,557,1233,204,"USD","","08-MAY-2014","","08-MAY-2014","08-MAY-2014 02:12","08-MAY-2014 02:12","08-MAY-2014 02:12","B2B","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
90658,"5591",0,"N",31,578,1275,204,"USD","","02-APR-2014","","02-APR-2014","02-APR-2014 02:08","02-APR-2014 02:08","02-APR-2014 02:08","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
90698,"5593",0,"N",31,415,1087,204,"USD","","03-APR-2014","","03-APR-2014","03-APR-2014 09:24","03-APR-2014 09:24","03-APR-2014 09:24","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
91381,"5611",2,"Y",57,21,41,1997,"USD","","18-APR-2014","","18-APR-2014","18-APR-2014 09:49","18-APR-2014 09:49","18-APR-2014 09:59","B2B","RECEIPT","MANUAL","2/10 NET 30",10014
92949,"5646",0,"N",25,147,2033,204,"USD","","","","01-JUN-2014","01-JUN-2014 02:07","01-JUN-2014 02:07","01-JUN-2014 02:07","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
