"PO_BLANKET_ID","PO_RELEASE_ID","PO_NUMBER","LATEST_REVISION","CANCEL_FLAG","PERSON_ID","SUPPLIER_ID","SUPPLIER_SITE_ID","GEOGRAPHY_ID","CURRENCY_CODE","CURRENCY_RATE_TYPE","CURRENCY_EXCHANGE_DATE","CURRENCY_EXCHANGE_RATE","CREATION_DATE","ORIG_APPROVAL_SUBMIT_DATE","ORIG_APPROVED_DATE","LATEST_APPROVED_DATE","TRANSMISSION_METHOD","PAY_ON_CODE","CREATION_METHOD","PAY_TERMS"
3595,11251,"809-36",0,"N",57,21,41,207,"USD","","","","15-OCT-2009","15-OCT-2009 06:49","15-OCT-2009 06:49","15-OCT-2009 06:49","MANUAL","","MANUAL","Immediate"
3595,11644,"809-40",0,"N",57,21,41,207,"USD","","","","23-OCT-2009","23-OCT-2009 09:53","23-OCT-2009 09:53","23-OCT-2009 09:53","MANUAL","","MANUAL","Immediate"
3595,10957,"809-33",1,"N",57,21,41,207,"USD","","","","08-OCT-2009","08-OCT-2009 06:58","08-OCT-2009 06:58","08-OCT-2009 06:58","MANUAL","","MANUAL","Immediate"
3595,11127,"809-35",0,"N",57,21,41,207,"USD","","","","14-OCT-2009","14-OCT-2009 06:56","14-OCT-2009 06:56","14-OCT-2009 06:56","MANUAL","","MANUAL","Immediate"
3595,11929,"809-43",0,"N",57,21,41,207,"USD","","","","28-OCT-2009","28-OCT-2009 06:39","28-OCT-2009 06:39","28-OCT-2009 06:39","MANUAL","","MANUAL","Immediate"
3595,11429,"809-38",0,"N",57,21,41,207,"USD","","","","17-OCT-2009","17-OCT-2009 06:16","17-OCT-2009 06:16","17-OCT-2009 06:16","MANUAL","","MANUAL","Immediate"
3595,11517,"809-39",0,"N",57,21,41,207,"USD","","","","18-OCT-2009","18-OCT-2009 05:43","18-OCT-2009 05:43","18-OCT-2009 05:43","MANUAL","","MANUAL","Immediate"
3595,12109,"809-45",0,"N",57,21,41,207,"USD","","","","30-OCT-2009","30-OCT-2009 07:29","30-OCT-2009 07:29","30-OCT-2009 07:29","MANUAL","","MANUAL","Immediate"
3595,12372,"809-49",0,"N",57,21,41,207,"USD","","","","04-NOV-2009","04-NOV-2009 07:46","04-NOV-2009 07:46","04-NOV-2009 07:46","MANUAL","","MANUAL","Immediate"
3595,12183,"809-46",0,"N",57,21,41,207,"USD","","","","30-OCT-2009","30-OCT-2009 10:26","30-OCT-2009 10:26","30-OCT-2009 10:26","MANUAL","","MANUAL","Immediate"
3595,12293,"809-48",0,"N",57,21,41,207,"USD","","","","01-NOV-2009","01-NOV-2009 05:57","01-NOV-2009 05:57","01-NOV-2009 05:57","MANUAL","","MANUAL","Immediate"
3595,12562,"809-51",1,"N",57,21,41,207,"USD","","","","06-NOV-2009","06-NOV-2009 05:51","06-NOV-2009 05:51","06-NOV-2009 05:51","MANUAL","","MANUAL","Immediate"
3595,11738,"809-41",0,"N",57,21,41,207,"USD","","","","24-OCT-2009","24-OCT-2009 07:07","24-OCT-2009 07:07","24-OCT-2009 07:07","MANUAL","","MANUAL","Immediate"
3595,11835,"809-42",0,"N",57,21,41,207,"USD","","","","25-OCT-2009","25-OCT-2009 06:36","25-OCT-2009 06:36","25-OCT-2009 06:36","MANUAL","","MANUAL","Immediate"
3595,12234,"809-47",0,"N",57,21,41,207,"USD","","","","31-OCT-2009","31-OCT-2009 07:00","31-OCT-2009 07:00","31-OCT-2009 07:00","MANUAL","","MANUAL","Immediate"
3595,12473,"809-50",0,"N",57,21,41,207,"USD","","","","05-NOV-2009","05-NOV-2009 06:10","05-NOV-2009 06:10","05-NOV-2009 06:10","MANUAL","","MANUAL","Immediate"
3595,12774,"809-52",2,"N",57,21,41,207,"USD","","","","08-NOV-2009","08-NOV-2009 05:18","08-NOV-2009 05:18","08-NOV-2009 05:18","MANUAL","","MANUAL","Immediate"
3595,12007,"809-44",0,"N",57,21,41,207,"USD","","","","29-OCT-2009","29-OCT-2009 07:20","29-OCT-2009 07:20","29-OCT-2009 07:20","MANUAL","","MANUAL","Immediate"
3595,12863,"809-53",3,"N",57,21,41,207,"USD","","","","11-NOV-2009","11-NOV-2009 06:46","11-NOV-2009 06:46","11-NOV-2009 06:46","MANUAL","","MANUAL","Immediate"
3595,12979,"809-54",4,"N",57,21,41,207,"USD","","","","12-NOV-2009","12-NOV-2009 07:18","12-NOV-2009 07:18","12-NOV-2009 07:18","MANUAL","","MANUAL","Immediate"
3595,14094,"809-55",0,"N",57,21,41,207,"USD","","","","26-DEC-2009","26-DEC-2009 07:00","26-DEC-2009 07:00","26-DEC-2009 07:00","MANUAL","","MANUAL","Immediate"
3595,17898,"809-58",0,"N",57,21,41,207,"USD","","","","11-MAR-2010","11-MAR-2010 08:10","11-MAR-2010 08:10","11-MAR-2010 08:10","MANUAL","","MANUAL","Immediate"
3595,17867,"809-56",0,"N",57,21,41,207,"USD","","","","11-MAR-2010","11-MAR-2010 08:00","11-MAR-2010 08:00","11-MAR-2010 08:00","MANUAL","","MANUAL","Immediate"
3595,18096,"809-60",0,"N",57,21,41,207,"USD","","","","13-MAR-2010","13-MAR-2010 11:23","13-MAR-2010 11:23","13-MAR-2010 11:23","MANUAL","","MANUAL","Immediate"
3595,17897,"809-57",0,"N",57,21,41,207,"USD","","","","11-MAR-2010","15-JUL-2011 09:16","11-MAR-2010 08:09","15-JUL-2011 09:16","MANUAL","","MANUAL","Immediate"
3595,17954,"809-59",0,"N",57,21,41,207,"USD","","","","12-MAR-2010","12-MAR-2010 01:55","12-MAR-2010 01:55","12-MAR-2010 01:55","MANUAL","","MANUAL","Immediate"
3595,18322,"809-62",0,"N",57,21,41,207,"USD","","","","17-MAR-2010","17-MAR-2010 07:33","17-MAR-2010 07:33","17-MAR-2010 07:33","MANUAL","","MANUAL","Immediate"
3595,18223,"809-61",0,"N",57,21,41,207,"USD","","","","14-MAR-2010","14-MAR-2010 14:12","14-MAR-2010 14:12","14-MAR-2010 14:12","MANUAL","","MANUAL","Immediate"
3595,20261,"809-63",0,"N",57,21,41,207,"USD","","","","05-MAY-2010","05-MAY-2010 14:47","05-MAY-2010 14:47","05-MAY-2010 14:47","MANUAL","","MANUAL","Immediate"
3595,20364,"809-64",0,"N",57,21,41,207,"USD","","","","06-MAY-2010","06-MAY-2010 07:48","06-MAY-2010 07:48","06-MAY-2010 07:48","MANUAL","","MANUAL","Immediate"
3595,20509,"809-65",0,"N",57,21,41,207,"USD","","","","07-MAY-2010","07-MAY-2010 09:38","07-MAY-2010 09:38","07-MAY-2010 09:38","MANUAL","","MANUAL","Immediate"
3595,20526,"809-66",0,"N",57,21,41,207,"USD","","","","07-MAY-2010","07-MAY-2010 11:35","07-MAY-2010 11:35","07-MAY-2010 11:35","MANUAL","","MANUAL","Immediate"
3595,20649,"809-67",0,"N",57,21,41,207,"USD","","","","09-MAY-2010","09-MAY-2010 08:19","09-MAY-2010 08:19","09-MAY-2010 08:19","MANUAL","","MANUAL","Immediate"
3595,20700,"809-68",0,"N",57,21,41,207,"USD","","","","12-MAY-2010","12-MAY-2010 06:06","12-MAY-2010 06:06","12-MAY-2010 06:06","MANUAL","","MANUAL","Immediate"
3595,20789,"809-69",0,"N",57,21,41,207,"USD","","","","13-MAY-2010","13-MAY-2010 05:27","13-MAY-2010 05:27","13-MAY-2010 05:27","MANUAL","","MANUAL","Immediate"
3595,20947,"809-71",0,"N",57,21,41,207,"USD","","","","15-MAY-2010","15-MAY-2010 05:46","15-MAY-2010 05:46","15-MAY-2010 05:46","MANUAL","","MANUAL","Immediate"
3595,21051,"809-73",0,"N",57,21,41,207,"USD","","","","19-MAY-2010","19-MAY-2010 05:55","19-MAY-2010 05:55","19-MAY-2010 05:55","MANUAL","","MANUAL","Immediate"
3595,20873,"809-70",0,"N",57,21,41,207,"USD","","","","14-MAY-2010","14-MAY-2010 05:45","14-MAY-2010 05:45","14-MAY-2010 05:45","MANUAL","","MANUAL","Immediate"
3595,21010,"809-72",0,"N",57,21,41,207,"USD","","","","16-MAY-2010","16-MAY-2010 10:02","16-MAY-2010 10:02","16-MAY-2010 10:02","MANUAL","","MANUAL","Immediate"
3595,21139,"809-74",0,"N",57,21,41,207,"USD","","","","20-MAY-2010","20-MAY-2010 05:46","20-MAY-2010 05:46","20-MAY-2010 05:46","MANUAL","","MANUAL","Immediate"
3595,21408,"809-77",0,"N",57,21,41,207,"USD","","","","23-MAY-2010","23-MAY-2010 06:36","23-MAY-2010 06:36","23-MAY-2010 06:36","MANUAL","","MANUAL","Immediate"
3595,21349,"809-76",0,"N",57,21,41,207,"USD","","","","22-MAY-2010","22-MAY-2010 05:43","22-MAY-2010 05:43","22-MAY-2010 05:43","MANUAL","","MANUAL","Immediate"
3595,21533,"809-79",0,"N",57,21,41,207,"USD","","","","27-MAY-2010","27-MAY-2010 06:20","27-MAY-2010 06:20","27-MAY-2010 06:20","MANUAL","","MANUAL","Immediate"
3595,21265,"809-75",0,"N",57,21,41,207,"USD","","","","21-MAY-2010","21-MAY-2010 07:17","21-MAY-2010 07:17","21-MAY-2010 07:17","MANUAL","","MANUAL","Immediate"
3595,21469,"809-78",0,"N",57,21,41,207,"USD","","","","26-MAY-2010","26-MAY-2010 06:19","26-MAY-2010 06:19","26-MAY-2010 06:19","MANUAL","","MANUAL","Immediate"
3595,21649,"809-80",0,"N",57,21,41,207,"USD","","","","28-MAY-2010","28-MAY-2010 06:07","28-MAY-2010 06:07","28-MAY-2010 06:07","MANUAL","","MANUAL","Immediate"
3595,21801,"809-82",0,"N",57,21,41,207,"USD","","","","05-JUN-2010","05-JUN-2010 06:15","05-JUN-2010 06:15","05-JUN-2010 06:15","MANUAL","","MANUAL","Immediate"
3595,21710,"809-81",0,"N",57,21,41,207,"USD","","","","29-MAY-2010","29-MAY-2010 07:12","29-MAY-2010 07:12","29-MAY-2010 07:12","MANUAL","","MANUAL","Immediate"
3595,21953,"809-83",0,"N",57,21,41,207,"USD","","","","06-JUN-2010","06-JUN-2010 05:20","06-JUN-2010 05:20","06-JUN-2010 05:20","MANUAL","","MANUAL","Immediate"
3595,22023,"809-84",0,"N",57,21,41,207,"USD","","","","09-JUN-2010","09-JUN-2010 06:20","09-JUN-2010 06:20","09-JUN-2010 06:20","MANUAL","","MANUAL","Immediate"
3595,22260,"809-87",0,"N",57,21,41,207,"USD","","","","11-JUN-2010","11-JUN-2010 05:47","11-JUN-2010 05:47","11-JUN-2010 05:47","MANUAL","","MANUAL","Immediate"
3595,22141,"809-85",0,"N",57,21,41,207,"USD","","","","10-JUN-2010","10-JUN-2010 06:08","10-JUN-2010 06:08","10-JUN-2010 06:08","MANUAL","","MANUAL","Immediate"
3595,22216,"809-86",0,"N",57,21,41,207,"USD","","","","11-JUN-2010","11-JUN-2010 04:33","11-JUN-2010 04:33","11-JUN-2010 04:33","MANUAL","","MANUAL","Immediate"
3595,22575,"809-88",0,"N",57,21,41,207,"USD","","","","16-JUN-2010","16-JUN-2010 05:40","16-JUN-2010 05:40","16-JUN-2010 05:40","MANUAL","","MANUAL","Immediate"
3595,22644,"809-89",0,"N",57,21,41,207,"USD","","","","17-JUN-2010","17-JUN-2010 05:32","17-JUN-2010 05:32","17-JUN-2010 05:32","MANUAL","","MANUAL","Immediate"
3595,22760,"809-90",0,"N",57,21,41,207,"USD","","","","18-JUN-2010","18-JUN-2010 05:52","18-JUN-2010 05:52","18-JUN-2010 05:52","MANUAL","","MANUAL","Immediate"
3595,23203,"809-91",0,"N",57,21,41,207,"USD","","","","24-JUN-2010","24-JUN-2010 16:40","24-JUN-2010 16:40","24-JUN-2010 16:40","MANUAL","","MANUAL","Immediate"
3595,23310,"809-92",0,"N",57,21,41,207,"USD","","","","25-JUN-2010","25-JUN-2010 06:10","25-JUN-2010 06:10","25-JUN-2010 06:10","MANUAL","","MANUAL","Immediate"
3595,24026,"809-94",0,"N",57,21,41,207,"USD","","","","09-JUL-2010","09-JUL-2010 11:16","09-JUL-2010 11:16","09-JUL-2010 11:16","MANUAL","","MANUAL","Immediate"
3595,24150,"809-95",0,"N",57,21,41,207,"USD","","","","10-JUL-2010","10-JUL-2010 04:36","10-JUL-2010 04:36","10-JUL-2010 04:36","MANUAL","","MANUAL","Immediate"
3595,23836,"809-93",0,"N",57,21,41,207,"USD","","","","08-JUL-2010","08-JUL-2010 06:30","08-JUL-2010 06:30","08-JUL-2010 06:30","MANUAL","","MANUAL","Immediate"
3595,24421,"809-96",0,"N",57,21,41,207,"USD","","","","14-JUL-2010","14-JUL-2010 10:35","14-JUL-2010 10:35","14-JUL-2010 10:35","MANUAL","","MANUAL","Immediate"
3595,24478,"809-97",0,"N",57,21,41,207,"USD","","","","14-JUL-2010","14-JUL-2010 12:38","14-JUL-2010 12:38","14-JUL-2010 12:38","MANUAL","","MANUAL","Immediate"
3595,24949,"809-98",0,"N",57,21,41,207,"USD","","","","21-JUL-2010","21-JUL-2010 05:23","21-JUL-2010 05:23","21-JUL-2010 05:23","MANUAL","","MANUAL","Immediate"
3595,26022,"809-104",0,"N",57,21,41,207,"USD","","","","05-AUG-2010","05-AUG-2010 06:08","05-AUG-2010 06:08","05-AUG-2010 06:08","MANUAL","","MANUAL","Immediate"
3595,25561,"809-102",0,"N",57,21,41,207,"USD","","","","29-JUL-2010","29-JUL-2010 12:03","29-JUL-2010 12:03","29-JUL-2010 12:03","MANUAL","","MANUAL","Immediate"
3595,26193,"809-105",0,"N",57,21,41,207,"USD","","","","06-AUG-2010","06-AUG-2010 06:13","06-AUG-2010 06:13","06-AUG-2010 06:13","MANUAL","","MANUAL","Immediate"
3595,26558,"809-106",0,"N",57,21,41,207,"USD","","","","12-AUG-2010","12-AUG-2010 07:59","12-AUG-2010 07:59","12-AUG-2010 07:59","MANUAL","","MANUAL","Immediate"
3595,25456,"809-101",0,"N",57,21,41,207,"USD","","","","28-JUL-2010","28-JUL-2010 10:46","28-JUL-2010 10:46","28-JUL-2010 10:46","MANUAL","","MANUAL","Immediate"
3595,25889,"809-103",0,"N",57,21,41,207,"USD","","","","04-AUG-2010","04-AUG-2010 06:14","04-AUG-2010 06:14","04-AUG-2010 06:14","MANUAL","","MANUAL","Immediate"
3595,25241,"809-100",0,"N",57,21,41,207,"USD","","","","23-JUL-2010","23-JUL-2010 11:16","23-JUL-2010 11:16","23-JUL-2010 11:16","MANUAL","","MANUAL","Immediate"
3595,25062,"809-99",0,"N",57,21,41,207,"USD","","","","22-JUL-2010","22-JUL-2010 05:51","22-JUL-2010 05:51","22-JUL-2010 05:51","MANUAL","","MANUAL","Immediate"
3595,27253,"809-113",0,"N",57,21,41,207,"USD","","","","20-AUG-2010","20-AUG-2010 15:20","20-AUG-2010 15:20","20-AUG-2010 15:20","MANUAL","","MANUAL","Immediate"
3595,27614,"809-115",0,"N",57,21,41,207,"USD","","","","02-SEP-2010","02-SEP-2010 06:17","02-SEP-2010 06:17","02-SEP-2010 06:17","MANUAL","","MANUAL","Immediate"
3595,27130,"809-111",0,"N",57,21,41,207,"USD","","","","19-AUG-2010","19-AUG-2010 08:44","19-AUG-2010 08:44","19-AUG-2010 08:44","MANUAL","","MANUAL","Immediate"
3595,27372,"809-114",0,"N",57,21,41,207,"USD","","","","21-AUG-2010","21-AUG-2010 14:45","21-AUG-2010 14:45","21-AUG-2010 14:45","MANUAL","","MANUAL","Immediate"
3595,26892,"809-109",0,"N",57,21,41,207,"USD","","","","15-AUG-2010","15-AUG-2010 07:28","15-AUG-2010 07:28","15-AUG-2010 07:28","MANUAL","","MANUAL","Immediate"
3595,26785,"809-108",0,"N",57,21,41,207,"USD","","","","14-AUG-2010","14-AUG-2010 14:02","14-AUG-2010 14:02","14-AUG-2010 14:02","MANUAL","","MANUAL","Immediate"
3595,27709,"809-116",0,"N",57,21,41,207,"USD","","","","03-SEP-2010","03-SEP-2010 05:57","03-SEP-2010 05:57","03-SEP-2010 05:57","MANUAL","","MANUAL","Immediate"
3595,27193,"809-112",0,"N",57,21,41,207,"USD","","","","20-AUG-2010","20-AUG-2010 07:49","20-AUG-2010 07:49","20-AUG-2010 07:49","MANUAL","","MANUAL","Immediate"
3595,26995,"809-110",0,"N",57,21,41,207,"USD","","","","18-AUG-2010","18-AUG-2010 12:33","18-AUG-2010 12:33","18-AUG-2010 12:33","MANUAL","","MANUAL","Immediate"
3595,27809,"809-117",0,"N",57,21,41,207,"USD","","","","04-SEP-2010","04-SEP-2010 05:54","04-SEP-2010 05:54","04-SEP-2010 05:54","MANUAL","","MANUAL","Immediate"
3595,26667,"809-107",0,"N",57,21,41,207,"USD","","","","13-AUG-2010","13-AUG-2010 08:44","13-AUG-2010 08:44","13-AUG-2010 08:44","MANUAL","","MANUAL","Immediate"
3595,28187,"809-118",0,"N",57,21,41,207,"USD","","","","09-SEP-2010","09-SEP-2010 05:55","09-SEP-2010 05:55","09-SEP-2010 05:55","MANUAL","","MANUAL","Immediate"
3595,28780,"809-121",0,"N",57,21,41,207,"USD","","","","17-SEP-2010","17-SEP-2010 08:14","17-SEP-2010 08:14","17-SEP-2010 08:14","MANUAL","","MANUAL","Immediate"
3595,28289,"809-119",0,"N",57,21,41,207,"USD","","","","10-SEP-2010","10-SEP-2010 05:54","10-SEP-2010 05:54","10-SEP-2010 05:54","MANUAL","","MANUAL","Immediate"
3595,28508,"809-120",0,"N",57,21,41,207,"USD","","","","12-SEP-2010","12-SEP-2010 06:00","12-SEP-2010 06:00","12-SEP-2010 06:00","MANUAL","","MANUAL","Immediate"
3595,32746,"809-129",0,"N",57,21,41,207,"USD","","","","22-OCT-2010","22-OCT-2010 05:50","22-OCT-2010 05:50","22-OCT-2010 05:50","MANUAL","","MANUAL","Immediate"
3595,33023,"809-130",0,"N",57,21,41,207,"USD","","","","27-OCT-2010","27-OCT-2010 06:36","27-OCT-2010 06:36","27-OCT-2010 06:36","MANUAL","","MANUAL","Immediate"
3595,32525,"809-127",0,"N",57,21,41,207,"USD","","","","20-OCT-2010","20-OCT-2010 06:43","20-OCT-2010 06:43","20-OCT-2010 06:43","MANUAL","","MANUAL","Immediate"
3595,32285,"809-125",0,"N",57,21,41,207,"USD","","","","16-OCT-2010","16-OCT-2010 09:26","16-OCT-2010 09:26","16-OCT-2010 09:26","MANUAL","","MANUAL","Immediate"
3595,32625,"809-128",0,"N",57,21,41,207,"USD","","","","21-OCT-2010","21-OCT-2010 06:03","21-OCT-2010 06:03","21-OCT-2010 06:03","MANUAL","","MANUAL","Immediate"
3595,32365,"809-126",0,"N",57,21,41,207,"USD","","","","17-OCT-2010","17-OCT-2010 05:52","17-OCT-2010 05:52","17-OCT-2010 05:52","MANUAL","","MANUAL","Immediate"
3595,30480,"809-122",0,"N",57,21,41,207,"USD","","","","14-OCT-2010","14-OCT-2010 10:41","14-OCT-2010 10:41","14-OCT-2010 10:41","MANUAL","","MANUAL","Immediate"
3595,30572,"809-123",0,"N",57,21,41,207,"USD","","","","14-OCT-2010","14-OCT-2010 10:46","14-OCT-2010 10:46","14-OCT-2010 10:46","MANUAL","","MANUAL","Immediate"
3595,32244,"809-124",0,"N",57,21,41,207,"USD","","","","16-OCT-2010","16-OCT-2010 06:30","16-OCT-2010 06:30","16-OCT-2010 06:30","MANUAL","","MANUAL","Immediate"
3595,33897,"809-135",0,"N",57,21,41,207,"USD","","","","04-NOV-2010","04-NOV-2010 05:46","04-NOV-2010 05:46","04-NOV-2010 05:46","MANUAL","","MANUAL","Immediate"
3595,33490,"809-132",0,"N",57,21,41,207,"USD","","","","29-OCT-2010","29-OCT-2010 05:24","29-OCT-2010 05:24","29-OCT-2010 05:24","MANUAL","","MANUAL","Immediate"
3595,34180,"809-137",0,"N",57,21,41,207,"USD","","","","06-NOV-2010","06-NOV-2010 06:49","06-NOV-2010 06:49","06-NOV-2010 06:49","MANUAL","","MANUAL","Immediate"
3595,33747,"809-134",1,"N",57,21,41,207,"USD","","","","03-NOV-2010","03-NOV-2010 10:01","03-NOV-2010 07:50","03-NOV-2010 10:01","MANUAL","","MANUAL","Immediate"
3595,34060,"809-136",0,"N",57,21,41,207,"USD","","","","05-NOV-2010","05-NOV-2010 05:55","05-NOV-2010 05:55","05-NOV-2010 05:55","MANUAL","","MANUAL","Immediate"
3595,33183,"809-131",0,"N",57,21,41,207,"USD","","","","28-OCT-2010","28-OCT-2010 06:56","28-OCT-2010 06:56","28-OCT-2010 06:56","MANUAL","","MANUAL","Immediate"
3595,34288,"809-138",0,"N",57,21,41,207,"USD","","","","07-NOV-2010","07-NOV-2010 04:36","07-NOV-2010 04:36","07-NOV-2010 04:36","MANUAL","","MANUAL","Immediate"
