RECORD_TYPE:PURCHASE_ORDER_SHIPMENTS,PO_ID,LINE_ID,SHIPMENT_ID,CATEGORY_ID,CANCEL_FLAG,UOM,AMOUNT,QTY,GEOGRAPHY_ID,CONTRACT_ID,CONTRACT_LINE_ID,CONTRACT_PRICE_BREAK,ORIGINAL_DUE_DATE,LATEST_DUE_DATE,SHIPMENT_LINE
PURCHASE_ORDER_SHIPMENTS,79665,99873,190536,1354,N,Week,390000,15.6,20795,,,,8-Jul-06,8-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,79714,99958,190621,1,N,Each,249.5,10,1996,,,,10-Jul-06,10-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,79714,99959,190622,1,N,Each,247.5,50,1996,,,,10-Jul-06,10-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,79714,99960,190623,1,N,Each,497.5,50,1996,,,,10-Jul-06,10-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,79714,99961,190624,1,N,Each,199,20,1996,,,,10-Jul-06,10-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,79714,99962,190625,1,N,Each,249.5,10,1997,,,,10-Jul-06,10-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,79714,99963,190626,1,N,Each,247.5,50,1997,,,,10-Jul-06,10-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,79714,99964,190627,1,N,Each,497.5,50,1997,,,,10-Jul-06,10-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,79714,99965,190628,1,N,Each,199,20,1997,,,,10-Jul-06,10-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,79798,100064,190727,1,N,EA,871,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,79874,100138,190821,1,N,Dollars,2,2,204,,,,12-Jul-06,12-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,79875,100139,190822,1,N,Dollars,3,3,204,,,,12-Jul-06,12-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,80134,100498,191545,2757,N,Each,15000,100,207,,,,17-Jul-06,17-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,80179,100563,191630,1354,N,Week,507000,19.5,20795,,,,18-Jul-06,18-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,80116,100495,191541,1,N,Each,2982,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,80327,100713,192091,36,N,Each,13750,275,20795,,,,21-Jul-06,21-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,80266,100650,191988,36,N,Each,23030,47,20795,,,,20-Jul-06,20-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,80605,101129,192607,30,N,Each,52195,55,20795,,,,27-Jul-06,27-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,80566,101090,192511,1354,N,Week,304200,11.7,20795,,,,26-Jul-06,26-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,80604,101128,192606,1353,N,HRS,98100,218,20795,,,,27-Jul-06,27-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,80831,101455,193375,1354,N,Week,101400,3.9,20795,,,,3-Aug-06,3-Aug-06,1
PURCHASE_ORDER_SHIPMENTS,80891,101535,193476,1,N,EA,820,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,80709,101273,193066,1,N,Each,1500,1,207,,,,1-Aug-06,1-Aug-06,1
PURCHASE_ORDER_SHIPMENTS,80793,101417,193253,1,N,Each,35912,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,81196,101942,194002,21,N,Each,39000,26,20795,,,,10-Aug-06,10-Aug-06,1
PURCHASE_ORDER_SHIPMENTS,81054,101758,193718,1353,N,HRS,62400,156,20795,,,,8-Aug-06,8-Aug-06,1
PURCHASE_ORDER_SHIPMENTS,81055,101759,193719,1353,N,HRS,498400,1424,20795,,,,8-Aug-06,8-Aug-06,1
PURCHASE_ORDER_SHIPMENTS,81059,101764,193724,1,N,Each,2524,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,81155,101901,193861,1354,N,Week,390000,15.6,20795,,,,9-Aug-06,9-Aug-06,1
PURCHASE_ORDER_SHIPMENTS,81197,101943,194003,1,N,Each,34724,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,80983,101651,193611,1,N,Each,3050,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,81195,101941,194001,21,N,Each,92500,37,20795,,,,10-Aug-06,10-Aug-06,1
PURCHASE_ORDER_SHIPMENTS,79539,99647,190290,1353,N,HRS,62800,157,20795,,,,7-Jul-06,7-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,79666,99874,190537,21,N,Each,92500,37,20795,,,,8-Jul-06,8-Jul-06,1
PURCHASE_ORDER_SHIPMENTS,80038,100304,191327,1,N,Each,483,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,81346,104143,194520,3124,N,Each,10000,20,10545,,,,23-Aug-06,23-Aug-06,1
PURCHASE_ORDER_SHIPMENTS,81346,104144,194521,3124,N,Each,6500,20,10545,,,,23-Aug-06,23-Aug-06,1
PURCHASE_ORDER_SHIPMENTS,81399,104214,194779,2757,N,Each,15000,100,207,,,,24-Aug-06,24-Aug-06,1
PURCHASE_ORDER_SHIPMENTS,81478,104336,195214,36,N,Each,129.14,1,204,,,,1-Sep-06,1-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,81475,104333,195210,36,N,EA,643,1,204,81314,103030,,1-Sep-06,1-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,81476,104334,195211,36,N,EA,643,1,204,81314,103030,,1-Sep-06,1-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,81477,104335,195212,36,N,EA,643,1,204,81314,103030,,1-Sep-06,1-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,81919,105042,196661,3117,N,Currency,1000,1,204,,,,,,0
PURCHASE_ORDER_SHIPMENTS,81919,105042,196662,3117,N,Currency,2000,1,204,,,,11-Oct-06,11-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,81919,105042,196663,3117,N,Day,4000,10,204,,,,11-Oct-06,11-Oct-06,2
PURCHASE_ORDER_SHIPMENTS,81919,105042,196664,3117,N,Currency,4000,1,204,,,,11-Oct-06,11-Oct-06,3
PURCHASE_ORDER_SHIPMENTS,81859,104982,196521,1,N,Each,500,1,204,,,,11-Oct-06,11-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,81859,104984,196523,36,N,Each,30,1,204,,,,11-Oct-06,11-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,81840,104963,196483,36,N,EA,1286,2,1737,81314,103030,,11-Oct-06,11-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,82059,105202,196861,3117,N,Currency,1000,1,204,,,,,,0
PURCHASE_ORDER_SHIPMENTS,82059,105202,196862,3117,N,Currency,2000,1,204,,,,11-Oct-06,11-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,82059,105202,196863,3117,N,Day,4000,10,204,,,,11-Oct-06,11-Oct-06,2
PURCHASE_ORDER_SHIPMENTS,82059,105202,196864,3117,N,Currency,4000,1,204,,,,11-Oct-06,11-Oct-06,3
PURCHASE_ORDER_SHIPMENTS,82079,105222,196881,1,N,Each,1164,24,2402,,,,14-Sep-06,14-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82046,105180,196839,1354,N,Week,507000,19.5,20795,,,,18-Aug-06,18-Aug-06,1
PURCHASE_ORDER_SHIPMENTS,82046,105181,196840,1354,N,Week,304200,11.7,20795,,,,26-Aug-06,26-Aug-06,1
PURCHASE_ORDER_SHIPMENTS,82046,105182,196841,1354,N,Week,119600,4.6,20795,,,,2-Sep-06,2-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82047,105183,196842,30,N,Each,52195,55,20795,,,,25-Aug-06,25-Aug-06,1
PURCHASE_ORDER_SHIPMENTS,82049,105185,196844,21,N,Each,95000,38,20795,,,,9-Sep-06,9-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82050,105186,196845,36,N,Each,23030,47,20795,,,,19-Aug-06,19-Aug-06,1
PURCHASE_ORDER_SHIPMENTS,82051,105187,196846,36,N,Each,13600,272,20795,,,,22-Aug-06,16-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82052,105188,196847,21,N,Each,40500,27,20795,,,,9-Sep-06,9-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82053,105189,196848,1353,N,HRS,72800,182,20795,,,,9-Sep-06,9-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82054,105190,196849,1353,N,HRS,582400,1664,20795,,,,9-Sep-06,9-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,81839,104962,196481,36,N,EA,1286,2,204,81314,103030,,14-Sep-06,14-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,81842,104964,196484,1,N,Each,17870.85,25,207,,,,18-Sep-06,18-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82269,105483,197223,1354,N,Week,598000,23,20795,,,,19-Sep-06,19-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82293,105519,197260,37,N,EA,26685,300,207,81315,103828,,26-Sep-06,26-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82356,105601,197401,113,N,Currency,10000,1,207,,,,25-Oct-06,25-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,82356,105601,197402,113,N,Currency,2000,1,207,,,,27-Sep-06,27-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82356,105601,197421,113,N,Currency,1000,1,207,,,,,,0
PURCHASE_ORDER_SHIPMENTS,82356,105601,197422,113,N,Day,3000,10,207,,,,27-Sep-06,27-Sep-06,2
PURCHASE_ORDER_SHIPMENTS,82356,105601,197423,113,N,Currency,1000,1,207,,,,27-Sep-06,27-Sep-06,3
PURCHASE_ORDER_SHIPMENTS,82271,105497,197237,3097,N,Each,12500,500,207,,,,19-Sep-06,19-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82271,105498,197238,3097,N,Each,10500,500,207,,,,19-Sep-06,19-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82271,105499,197239,3097,N,Each,33000,500,207,,,,19-Sep-06,19-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82271,105500,197240,3097,N,Each,20000,500,207,,,,19-Sep-06,19-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82271,105501,197241,3097,N,Each,19500,500,207,,,,19-Sep-06,19-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82334,105577,197377,36,N,Each,26950,55,20795,,,,20-Sep-06,20-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82375,105621,197441,36,N,Each,15900,318,20795,,,,21-Sep-06,21-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82291,105517,197257,36,N,EA,643,1,204,81314,103030,,22-Sep-06,22-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82292,105518,197259,37,N,EA,66.15,1,204,81315,103829,,22-Sep-06,22-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82747,128688,198135,1,N,Each,1164,24,2402,,,,27-Sep-06,27-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82746,128678,198124,1,N,Each,17870.85,25,207,,,,29-Sep-06,29-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82605,110517,197819,1,N,Each,270,10,1996,,,,25-Sep-06,25-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82605,110518,197820,1,N,Each,300,50,1996,,,,25-Sep-06,25-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82605,110519,197821,1,N,Each,600,50,1996,,,,25-Sep-06,25-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82605,110520,197822,1,N,Each,240,20,1996,,,,25-Sep-06,25-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82605,110521,197823,1,N,Each,270,10,1997,,,,25-Sep-06,25-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82605,110522,197824,1,N,Each,300,50,1997,,,,25-Sep-06,25-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82605,110523,197825,1,N,Each,600,50,1997,,,,25-Sep-06,25-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82605,110524,197826,1,N,Each,360,30,1997,,,,25-Sep-06,25-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82665,128573,197915,1354,N,Week,358800,13.8,20795,,,,26-Sep-06,26-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82785,128718,198164,1,N,Each,106.25,25,207,,,,29-Sep-06,29-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82785,128719,198165,1,N,Each,7148.34,10,207,,,,29-Sep-06,29-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82523,105811,197672,30,N,Each,574.2,4,207,82522,105810,,25-Sep-06,25-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82524,105812,197673,36,N,EA,1799,20,204,81314,102625,,22-Oct-06,22-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,82606,110525,197827,36,N,EA,399.95,5,204,81314,102620,,25-Oct-06,25-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,83456,133031,201417,1,N,EA,839,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,83312,131727,201233,1354,N,Week,109200,4.2,20795,,,,3-Oct-06,3-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,83125,131418,200864,30,N,Each,19424,4856,207,,,,29-Sep-06,29-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,83125,131419,200865,32,N,Each,25670,5134,207,,,,29-Sep-06,29-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,83125,131420,200866,35,N,POUND,6900,10000,207,,,,29-Sep-06,29-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,83125,131421,200867,35,N,Pounds,5720.52,10036,207,,,,29-Sep-06,29-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,83125,131422,200868,35,N,Pounds,5733.06,10058,207,,,,29-Sep-06,29-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,83125,131423,200869,35,N,Pounds,8487,12300,207,,,,29-Sep-06,29-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,83313,131728,201234,1,N,Each,36714,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,83225,131518,201004,30,N,Each,60736,64,20795,,,,29-Sep-06,29-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,82906,129639,199085,1,N,Each,500,1,204,,,,28-Oct-06,28-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,82906,129640,199086,36,N,Each,30,1,204,,,,28-Oct-06,28-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,83205,131498,200984,1353,N,HRS,112500,250,20795,,,,29-Sep-06,29-Sep-06,1
PURCHASE_ORDER_SHIPMENTS,83602,133261,201781,1354,N,Week,420000,16.8,20795,,,,7-Oct-06,7-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,83603,133262,201782,1,N,Each,3118,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,83604,133263,201783,1,N,Each,2580,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,83763,133524,202064,1,N,Each,35499,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,83684,133345,201867,1353,N,HRS,540400,1544,20795,,,,10-Oct-06,10-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,83685,133346,201868,1353,N,HRS,67600,169,20795,,,,10-Oct-06,10-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,83686,133347,201869,21,N,Each,95000,38,20795,,,,10-Oct-06,10-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,83687,133348,201870,21,N,Each,40500,27,20795,,,,10-Oct-06,10-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,83989,135066,202607,36,N,EA,49,50,204,83988,133957,,16-Nov-06,16-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,84113,135296,202983,36,N,Each,24990,51,20795,,,,20-Oct-06,20-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,83963,133864,202527,1,N,Each,3053,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,83829,133672,202293,1,N,EA,892,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,83903,133784,202447,1,N,Each,495,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,84023,135164,202704,1354,N,Week,546000,21,20795,,,,18-Oct-06,18-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,84146,135415,203116,36,N,Each,14800,296,20795,,,,21-Oct-06,21-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,84289,135527,203280,30,N,Each,55991,59,20795,,,,25-Oct-06,25-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,84315,135557,203337,1353,N,HRS,104400,232,20795,,,,26-Oct-06,26-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,84314,135556,203336,1354,N,Week,327600,12.6,20795,,,,26-Oct-06,26-Oct-06,1
PURCHASE_ORDER_SHIPMENTS,84408,135646,203459,36,N,Each,25,1,204,,,,29-Nov-06,29-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,84408,135647,203460,36,N,Each,554,1,204,,,,29-Nov-06,29-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,84629,136058,204039,1,N,EA,800,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,84554,135919,203791,1,N,EA,20,20,204,81215,101980,,5-Nov-06,5-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,84588,135985,203899,1354,N,Week,101400,3.9,20795,,,,3-Nov-06,3-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,84589,135986,203900,1,N,Each,35019,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,84667,136153,204187,1,N,Each,2974,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,84915,137683,204810,1353,N,HRS,62000,155,20795,,,,11-Nov-06,11-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,84916,137684,204811,1353,N,HRS,495600,1416,20795,,,,11-Nov-06,11-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,84779,136330,204478,1354,N,Week,390000,15.6,20795,,,,9-Nov-06,9-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,84780,136331,204479,1,N,Each,2461,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,84918,137696,204823,1,N,Each,33860,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,84919,137697,204824,1,N,EA,851,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,84835,136413,204633,21,N,Each,90000,36,20795,,,,10-Nov-06,10-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,84836,136414,204634,21,N,Each,39000,26,20795,,,,10-Nov-06,10-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,85285,138233,205513,1354,N,Week,507000,19.5,20795,,,,18-Nov-06,18-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,85287,138240,205520,36,N,Each,23030,47,20795,,,,18-Nov-06,18-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,82240,105430,197147,1,N,Each,3061,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,82044,105178,196837,1,N,Each,496,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,81901,105024,196641,1,N,EA,895,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,81780,104903,196442,1,N,Each,35588,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,81779,104902,196441,1,N,Each,2587,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,81627,104641,196072,1,N,Each,3125,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,81626,104640,196071,1,N,EA,841,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,81625,104639,196070,1,N,Each,36805,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,81259,102091,194251,1,N,Each,2987,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,81258,102090,194250,1,N,Each,484,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,81257,102089,194249,1,N,EA,873,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,85063,137823,204960,36,N,EA,159.5,50,204,81215,101977,,17-Nov-06,17-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,85124,137884,205061,1,N,Each,472,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,85242,138146,205416,1,N,Each,2912,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,85023,137783,204940,1,N,Each,237.5,10,1996,,,,14-Nov-06,14-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,85023,137784,204941,1,N,Each,175,20,1996,,,,14-Nov-06,14-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,85023,137785,204942,1,N,Each,187.5,50,1996,,,,14-Nov-06,14-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,85023,137786,204943,1,N,Each,437.5,50,1996,,,,14-Nov-06,14-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,85023,137787,204944,1,N,Each,237.5,10,1997,,,,14-Nov-06,14-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,85023,137788,204945,1,N,Each,175,20,1997,,,,14-Nov-06,14-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,85023,137789,204946,1,N,Each,187.5,50,1997,,,,14-Nov-06,14-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,85023,137790,204947,1,N,Each,437.5,50,1997,,,,14-Nov-06,14-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,85405,138345,205668,2757,N,Each,15000,100,207,,,,22-Nov-06,22-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,85406,138346,205669,2757,N,Each,15000,100,207,,,,22-Nov-06,22-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,85350,138301,205578,36,N,Each,13550,271,20795,,,,21-Nov-06,21-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,85650,138707,206164,114,N,Each,1875,500,207,,,,28-Feb-07,28-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,85711,138808,206345,31,N,Each,4300,100,204,,,,31-Dec-06,31-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,85711,138809,206346,31,N,Each,5000,100,204,,,,31-Dec-06,31-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,85712,138810,206347,114,N,Each,3800,100,204,,,,31-Dec-06,31-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,85712,138811,206348,114,N,Each,4200,100,204,,,,31-Dec-06,31-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,85540,138588,205936,1354,N,Week,304200,11.7,20795,,,,25-Nov-06,25-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,85541,138589,205937,30,N,Each,51246,54,20795,,,,27-Nov-06,27-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,85754,138891,206468,1354,N,Week,106600,4.1,20795,,,,3-Dec-06,3-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,85630,138687,206144,3124,N,Each,1250,50,18168,,,,1-Dec-06,1-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,85630,138687,206145,3124,N,Each,1250,50,10619,,,,1-Dec-06,1-Dec-06,2
PURCHASE_ORDER_SHIPMENTS,85609,138666,206043,36,N,EA,159.5,50,204,81215,101977,,1-Dec-06,1-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,85590,138647,206031,1353,N,HRS,94500,210,20795,,,,28-Nov-06,28-Nov-06,1
PURCHASE_ORDER_SHIPMENTS,85833,139084,206823,36,N,EA,79.75,25,204,81215,101977,,9-Dec-06,9-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,85828,139067,206786,1,N,EA,828,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,85751,138888,206465,1,N,Each,36266,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,86238,139678,207555,1353,N,HRS,529200,1512,20795,,,,12-Dec-06,12-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,86239,139679,207556,1353,N,HRS,66400,166,20795,,,,12-Dec-06,12-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,86335,139773,207733,1,N,EA,881,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,86174,139565,207405,1,N,Each,260,10,1996,,,,11-Dec-06,11-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,86174,139566,207406,1,N,Each,300,50,1996,,,,11-Dec-06,11-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,86174,139567,207407,1,N,Each,550,50,1996,,,,11-Dec-06,11-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,86174,139568,207408,1,N,Each,110,10,1996,,,,11-Dec-06,11-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,86174,139569,207409,1,N,Each,260,10,1997,,,,11-Dec-06,11-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,86174,139570,207410,1,N,Each,300,50,1997,,,,11-Dec-06,11-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,86174,139571,207411,1,N,Each,550,50,1997,,,,11-Dec-06,11-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,86174,139572,207412,1,N,Each,110,10,1997,,,,11-Dec-06,11-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,86136,139487,207331,1354,N,Week,410000,16.4,20795,,,,9-Dec-06,9-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,86138,139489,207333,1,N,Each,2549,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,86135,139486,207330,21,N,Each,40500,27,20795,,,,9-Dec-06,9-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,86137,139488,207332,21,N,Each,92500,37,20795,,,,9-Dec-06,9-Dec-06,1
