"CONTRACT_ID","CONTRACT_LINE_ID","LINE_TYPE","CONTRACT_LINE_NUM","ITEM_ID","CATEGORY_ID","CONTRACT_LINE_DESCRIPTION","UOM","QTY_LIMIT","UNIT_PRICE","SUPPLIER_ITEM_REF","CANCEL_FLAG"
81314,102338,"Goods",21,,36,"Soft-Feel Wide-Body Ball Pen, Medium, Red","EA","",1.15,"BIC13370","N"
81314,102339,"Goods",22,,36,"Soft Feel Stic Pen, Fine, Red","EA","",0.65,"BIC13201","N"
81314,102340,"Goods",23,,36,"Soft Feel Stic Pen, Fine, Black","EA","",0.65,"BIC13202","N"
81314,102341,"Goods",24,,36,"Roller Ball Pen, Medium Point, Black","EA","",0.98,"BIC69321","N"
81314,102342,"Goods",25,,36,"Roller Ball Pen, Medium Point, Blue","EA","",0.98,"BIC69320","N"
81314,102343,"Goods",26,,36,"Roller Ball Pen, Fine Point, Red","EA","",0.98,"BIC63626","N"
81314,102344,"Goods",27,,36,"Metal Point Roller, 0.4 mm, Blue Ink","EA","",1.39,"BIC90201","N"
81314,102345,"Goods",28,,36,"Townsend Collection, Rollerball, Two-Tone Metal","EA","",90,"CRO00195","N"
81314,102346,"Goods",29,,36,"Solo Classic Rollerball Pen, Forest","EA","",32.5,"CRO00693","N"
81314,102347,"Goods",30,,36,"Townsend Collection, Rollerball, Black Lacquer","EA","",95,"CRO00263","N"
81314,102348,"Goods",31,,36,"Round Stic Grip Ballpoint Pen, Medium Point, Black","EA","",3.6,"BIC13726","N"
81314,102349,"Goods",32,,36,"Round Stic Grip Ballpoint Pen, Medium Point, Blue","EA","",3.6,"BIC13725","N"
81314,102350,"Goods",33,,36,"Cross Century II Ballpoint Pen, Lustrous Chrome","EA","",35,"CRO02981","N"
81314,102351,"Goods",34,,36,"Cross Century II Ballpoint Pen, Black","EA","",55,"CRO03006","N"
81314,102352,"Goods",35,,36,"Solo Classic Ballpoint Pen, Ebony","EA","",27.5,"CRO00683","N"
81314,102353,"Goods",36,,36,"10 Karat Ball Pen and Pencil, 10 Karat Gold-Filled","EA","",84,"CRO00007","N"
81314,102354,"Goods",37,,36,"10 Karat Ball Pen, 10 Karat Gold-Filled","EA","",42,"CRO04502","N"
81314,102355,"Goods",38,,36,"Classic Ball Point Pen, Black","EA","",27,"CRO02502","N"
81314,102356,"Goods",39,,36,"Exact Tip Roller Ball Pen, Micro Fine, Red","EA","",1.59,"BIC30925","N"
81314,102357,"Goods",40,,36,"Exact Tip Roller Ball Pen, Micro Fine, Blue","EA","",1.59,"BIC30924","N"
81314,102358,"Goods",41,,36,"Exact Tip Roller Ball Pen, Micro Fine, Black","EA","",1.59,"BIC30923","N"
81314,102359,"Goods",42,,36,"Cross Century II Rollerball Pen, Lustours Chrome","EA","",45,"CRO01522","N"
81314,102360,"Goods",43,,36,"Soft Feel Stic Pen, Fine, Red","EA","",0.65,"BIC13203","N"
81314,102361,"Goods",44,,36,"Soft Feel Stic Pen, Medium, Blue","EA","",0.65,"BIC13101","N"
81314,102362,"Goods",45,,36,"Soft Feel Stic Pen, Medium, Black","EA","",0.65,"BIC13102","N"
81314,102363,"Goods",46,,36,"Soft Feel Stic Pen, Medium, Red","EA","",0.65,"BIC13103","N"
81314,102364,"Goods",47,,36,"Medalist Ball Pen","EA","",28,"CRO00154","N"
81314,102365,"Goods",48,,36,"Lustrous Selectip Ball Pen","EA","",20,"CRO03502","N"
81314,102366,"Goods",49,,36,"Solo Classic Ball Point Pen, Burgundy","EA","",27.5,"CRO00695","N"
81314,102367,"Goods",50,,36,"Solo Classic Ball Point Pen, Forest","EA","",27.5,"CRO00691","N"
81314,102368,"Goods",51,,36,"Solo Classic Ball Point Pen, Blue Lacquer","EA","",27.5,"CRO06871","N"
81314,102369,"Goods",52,,36,"14 Kt. Gold-Filled Ball Pen","EA","",65,"CRO01502","N"
81314,102370,"Goods",53,,36,"Burgundy Ball Pen","EA","",27,"CRO00125","N"
81314,102371,"Goods",54,,36,"Cross Blue Ball Pen, Blue","EA","",27,"CRO00162","N"
81314,102372,"Goods",55,,36,"Townsend Collection, Ball Point, Two-Tone Metal","EA","",65,"CRO00379","N"
81314,102373,"Goods",56,,36,"Townsend Collection, Ball Point, Black Lacquer","EA","",70,"CRO00381","N"
81314,102374,"Goods",57,,36,"Townsend Collection, Ball Point, Titanium","EA","",80,"CRO00383","N"
81314,102375,"Goods",58,,36,"Soft Feel Bold Cushion Ball Pen, Black","EA","",1.39,"BIC30624","N"
81314,102376,"Goods",59,,36,"Soft Feel Bold Cushion Ball Pen, Red","EA","",1.39,"BIC30625","N"
81314,102377,"Goods",60,,36,"Soft Feel Bold Cushion Ball Pen, Blue","EA","",1.39,"BIC30623","N"
81314,102378,"Goods",61,,36,"Roller Ball Pen, Medium Point, Red","EA","",0.98,"BIC69322","N"
81314,102379,"Goods",62,,36,"Roller Ball Pen, Fine Point, Blue","EA","",0.98,"BIC63624","N"
81314,102380,"Goods",63,,36,"Micro-Metal Point Roller, 0.2 mm, Red","EA","",1.39,"BIC90488","N"
81314,102381,"Goods",64,,36,"Micro-Metal Point Roller, 0.2 mm, Black","EA","",1.39,"BIC90487","N"
81314,102382,"Goods",65,,36,"Micro-Metal Point Roller, 0.2 mm, Blue","EA","",1.39,"BIC90486","N"
81314,102383,"Goods",66,,36,"Metal Point Roller, 0.4 mm, Red Ink","EA","",1.39,"BIC90203","N"
81314,102384,"Goods",67,,36,"Metal Point Roller, 0.4 mm, Black Ink","EA","",1.39,"BIC90202","N"
81314,102385,"Goods",68,,36,"Image 1500 Series Desk Accessories, Stapler, Ebony","EA","",29.95,"ELD15681","N"
81314,102386,"Goods",69,,36,"Image 1500 Series Desk Accessories, Stapler, Burgundy","EA","",29.95,"ELD15682","N"
81314,102387,"Goods",70,,36,"Jani-Bag, 9 Pocket, 22 inch x 19-1/2 inch, Yellow","EA","",30.8,"CMC01063","N"
81314,102388,"Goods",71,,36,"14 kt Gold-Filled Ball Pen and Pencil Set, Refillable","SET","",130,"CRO00009","N"
81314,102389,"Goods",72,,36,"Lustrous Chrome Pen and Pencil Set","EA","",40,"CRO00001","N"
81314,102390,"Goods",73,,36,"Self-Adhesive Business Card Holder, 2 inch x 3-1/2 inch","EA","",3.9,"CLI70238","N"
81314,102391,"Goods",74,,36,"Microfiche Source Paper Cassette","EA","",59.95,"ANA60236","N"
81314,102392,"Goods",75,,36,"Microfiche COM Paper Cassette","EA","",59.95,"ANA60238","N"
81314,102393,"Goods",76,,36,"Genuine Walnut Desk Tray, Brass Supports, Set of Four","SET","",5.25,"CVR07256","N"
81314,102394,"Goods",77,,36,"Adhesive Bandage, 3/4 inch x 3 inch","BX","",7.75,"ACM40600","N"
81314,102395,"Goods",78,,36,"Elastic Bandage, Tan, 3 inch","EA","",4.95,"BEI04030","N"
81314,102396,"Goods",79,,36,"Carrying Case, Mdv2c&3, Gray/Black","EA","",65,"DTV51676","N"
81314,102397,"Goods",80,,36,"Intercom Speakerphone, Graphite, Model 954, 4 Line","EA","",199.95,"ATT21073","N"
81314,102398,"Goods",81,,36,"Ajax Expert Carpet and Upholstery Spot and Stain Remover, 32 ounces","EA","",7.79,"CPM04185","N"
81314,102399,"Goods",82,,36,"Carpet Science Spot and Stain Remover, 32 ounce","EA","",9.79,"DRA94350","N"
81314,102400,"Goods",83,,36,"Brass Swivel Arm Floor Lamp, 60 inch","EA","",149.95,"ARS31380","N"
81314,102401,"Goods",84,,36,"Canon Ink Cartridge Replacement for Canon BJI 201 for BJC 600, 600E, 610, 620, 600 Page Capacity, Black","EA","",14.25,"CAN72088","N"
81314,102402,"Goods",85,,36,"Brother Ink Cartridge Replacement for Brother MFC 7150C and 7160C, 400 Page Capacity, Yellow","EA","",8.99,"BRT56375","N"
81314,102403,"Goods",86,,36,"Brother Ink Cartridge Replacement for Brother MFC 7150C and 7160C, 400 Page Capacity, Magenta","EA","",8.99,"BRT56374","N"
81314,102404,"Goods",87,,36,"Brother Ink Cartridge Replacement for Brother MFC 7150C and 7160C, 400 Page Capacity, Cyan","EA","",8.99,"BRT56373","N"
81314,102405,"Goods",88,,36,"Inkjet Black Cartridge","PACK","",16,"DEC10090","N"
81314,102406,"Goods",89,,36,"BubbleJet BCI-11 Printer Cartridge for BJC - 50/70/80, 60 Page Capacity, Black","PACK","",11.95,"CAN72085","N"
81314,102407,"Goods",90,,36,"BubbleJet BCI-10 Printer Cartridge for BJC 50/70/80, 170 Page Capacity, Black","PACK","",17,"CAN72083","N"
81314,102408,"Goods",91,,36,"Canon BubbleJet BC-21E Printer Cartridge for BJC-4000 Series, BJC-5000, Multipass C2500, 3000, 5000, 80 Page Capacity, Color","EA","",21.95,"CAN72086","N"
81314,102409,"Goods",92,,36,"Apple Universal Stylewriter I/II Portable 1200 Ink Cartridge, Black","EA","",33,"ASD14447","N"
81314,102410,"Goods",93,,36,"Inkjet Print Head and 2 Black Cartridge for use with DW500, LJ100, LJ110, LJ500, LJ520","EA","",39,"DEC10089","N"
81314,102411,"Goods",94,,36,"Inkjet Color Print Head and Cartridge for use with DW500, LJ100, LJ110, LJ500, LJ520","EA","",46,"DEC10078","N"
81314,102412,"Goods",95,,36,"Canon Ink Cartridge Replacement for Canon BJI 201 for BJC 600, 600E, 610, 620, 420 Page Capacity, Magenta","EA","",8.5,"CAN72003","N"
81314,102413,"Goods",96,,36,"Canon BubbleJet Printer Cartridge, BCI-21, for BJC-4000 Series, BJC-5000, Multipass C2500/3000/5000, 200 Page Capacity, Color","EA","",21.95,"CAN72081","N"
81314,102414,"Goods",97,,36,"Canon Ink Cartridge Replacement for Canon BJI 201 for BJC 600, 600E, 610, 620, 420 Page Capacity, Yellow","EA","",8.5,"CAN72004","N"
81314,102415,"Goods",98,,36,"Canon BubbleJet BCI-21 Printer Cartridge for BJC-4000 Series, BJC-5000, Multipass C2500/3000/5000, 200 Page Capacity, Black","EA","",8.25,"CAN72080","N"
81314,102416,"Goods",99,,36,"Canon Ink Cartridge Replacement for Canon BJI 201 for BJC 600, 600E, 610, 620, 420 Page Capacity, Cyan","EA","",8.5,"CAN72002","N"
81314,102417,"Goods",100,,36,"Inkjet Cartridge, Fax, Printer, BJC5/10, Black","EA","",30,"CAN40999","N"
81314,102418,"Goods",101,,36,"Cartridge, Ink, Fax, Brother MFC-7150C/7160, Black","EA","",16.99,"BRT56372","N"
81314,102419,"Goods",102,,36,"Canon Bubblejet Cartridge, BCI-3Y, BJC6000, Yellow","EA","",11.95,"CAN72427","N"
81314,102420,"Goods",103,,36,"Canon Bubblejet Cartridge, BCI-3P, BJC6000, Magenta Photo","EA","",11.95,"CAN72429","N"
81314,102421,"Goods",104,,36,"Canon Bubblejet Cartridge, BCI-3P, BJC6000, Black Photo","EA","",11.95,"CAN72430","N"
81314,102422,"Goods",105,,36,"Canon Bubblejet Cartridge, BC31, BJC6000, Cyan","EA","",11.95,"CAN72425","N"
81314,102423,"Goods",106,,36,"Canon Bubblejet Cartridge, BC30, BJC6000, Black","EA","",13.95,"CAN72424","N"
81314,102424,"Goods",107,,36,"Canon Inkjet Cartridge, BC-31, Bubblejet BJC6000, Color","EA","",42.95,"CAN72420","N"
81314,102425,"Goods",108,,36,"Canon Inkjet Cartridge, BC-32, Bubblejet BJC6000, Photo","EA","",42.95,"CAN72421","N"
81314,102426,"Goods",109,,36,"Canon Bubblejet Cartridge, BCI-3P, BJC6000, Cyan Photo","EA","",11.95,"CAN72428","N"
81314,102427,"Goods",110,,36,"Canon Bubblejet Cartridge, BCI-3M, BJC6000, Magenta","EA","",11.95,"CAN72426","N"
81314,102428,"Goods",111,,36,"Cross Radiance Ballpoint Pen, Blue","EA","",27.5,"CRO03216","N"
81314,102429,"Goods",112,,36,"Bic Soft Touch Rollerball Pen, Grip, Black, 07 mm","EA","",2.49,"BIC30847","N"
81314,102430,"Goods",113,,36,"Cross Radiance Rollerball Pen, Blue","EA","",32.5,"CRO03219","N"
81314,102431,"Goods",114,,36,"Bic Soft Touch Rollerball Pen, Grip, Blue, 07 mm","EA","",2.49,"BIC30846","N"
81314,102432,"Goods",115,,36,"PT-15 Electronic Labeling System","EA","",239.95,"BRT52297","N"
81314,102433,"Goods",116,,36,"PT-85 Home and Hobby Labeling System","EA","",149.95,"BRT52473","N"
81314,102434,"Goods",117,,36,"P-Touch Extra Electronic Labeling System","EA","",429.95,"BRT52482","N"
81314,102435,"Goods",118,,36,"P-Touch XL Professional Labeling System","EA","",699.95,"BRT52256","N"
81314,102436,"Goods",119,,36,"P-Touch Professional Labelmaker","EA","",999.99,"BRT52540","N"
81314,102437,"Goods",120,,36,"Dust Pan","EA","",2.78,"CMC06175","N"
81314,102438,"Goods",121,,36,"Dust Pan with Handle","EA","",15,"CMC06178","N"
81314,102439,"Goods",122,,36,"Rhinolin Desk Pad, 20 inch x 36 inch, Teal Green","EA","",32.5,"ARZ00663","N"
81314,102440,"Goods",123,,36,"Rhinolin Desk Pad, 20 inch x 36 inch, Blue","EA","",32.5,"ARZ00066","N"
81314,102441,"Goods",124,,36,"Rhinolin Desk Pad, 20 inch x 36 inch, Black","EA","",32.5,"ARZ00061","N"
81314,102442,"Goods",125,,36,"Rhinolin Select Desk Pad, 19 inch x 24 inch, Burgundy","EA","",25.5,"ARZ12470","N"
81314,102443,"Goods",126,,36,"Plain Doodle Pad with Filler, 17 inch x 21 inch","POUND","",9.95,"CLI17212","N"
81314,102444,"Goods",127,,36,"Rhinolin Desk Pad, 19 inch x 24 inch, Teal Green","EA","",22.5,"ARZ00043","N"
81314,102445,"Goods",128,,36,"Rhinolin Desk Pad, 19 inch x 24 inch, Blue","EA","",22.5,"ARZ00046","N"
81314,102446,"Goods",129,,36,"Rhinolin Desk Pad, 19 inch x 24 inch, Burgundy","EA","",22.5,"ARZ00047","N"
81314,102447,"Goods",130,,36,"Rhinolin Select Desk Pad, 19 inch x 24 inch, Black","EA","",25.5,"ARZ12410","N"
81314,102448,"Goods",131,,36,"Logo Desk Pad Organizer, Black, 20 inch Width x 31 inch Length","EA","",37.75,"ARZ41200","N"
81314,102449,"Goods",132,,36,"Desk Accessories, Desk Pad, Ebony","EA","",41.95,"ELD15711","N"
81314,102450,"Goods",133,,36,"Rhinolin Inlaid Desk Pad, Green/Gray, 19 inch x 24 inch","EA","",26.75,"ARZ15430","N"
81314,102451,"Goods",134,,36,"Europad Writing Surface, Burgundy, 19 inch x 24 inch","EA","",15.75,"ARZ68770","N"
81314,102452,"Goods",135,,36,"Wood-Paneled Desk Pad, Walnut, 38 inch x 21 inch","EA","",78.75,"ARZ30042","N"
81314,102453,"Goods",136,,36,"Wood-Paneled Desk Pad, Mahogany, 38 inch x 21 inch","EA","",78.75,"ARZ30043","N"
81314,102454,"Goods",137,,36,"Krystal View Desk Pad Organizer, Clear, 19 inch x 24 inch","EA","",21.95,"ARZ06040","N"
81314,102455,"Goods",138,,36,"Rhinolin Desk Pad, Burgundy, 20 inch x 36 inch","EA","",34.25,"ARZ00067","N"
81314,102456,"Goods",139,,36,"Euro Desk Pad, 17 inch x 22 inch, Burgundy","EA","",12.95,"ARZ68270","N"
81314,102457,"Goods",140,,36,"Rhinolin Inlaid Desk Pad, 19 inch x 24 inch, Burgundy/Gray","EA","",25.5,"ARZ15470","N"
81314,102458,"Goods",141,,36,"Logo Desk Pad Organizer, 17 inch x 22 inch, Burgundy","EA","",24.95,"ARZ41770","N"
81314,102459,"Goods",142,,36,"Logo Desk Pad Organizer, 19 inch x 24 inch, Black","EA","",27.95,"ARZ41000","N"
81314,102460,"Goods",143,,36,"Logo Desk Pad Organizer, 19 inch x 24 inch, Burgundy","EA","",27.95,"ARZ47000","N"
81314,102461,"Goods",144,,36,"Euro Desk Pad, 17 inch x 22 inch, Black","EA","",12.95,"ARZ68210","N"
81314,102462,"Goods",145,,36,"Krystal View Desk Pad Organizer, 20 inch x 36 inch, Clear","EA","",30.95,"ARZ06060","N"
81314,102463,"Goods",146,,36,"Krystal View Desk Pad Organizer, 20 inch x 36 inch, Smoke","EA","",30.95,"ARZ06061","N"
81314,102464,"Goods",147,,36,"Logo Desk Pad Organizer, 20 inch x 31 inch, Burgundy","EA","",35.95,"ARZ47700","N"
81314,102465,"Goods",148,,36,"Logo Desk Pad Organizer, 17 inch x 22 inch, Black","EA","",24.95,"ARZ41700","N"
81314,102466,"Goods",149,,36,"Rhinolin Desk Pad, 19 inch x 24 inch, Black","EA","",22.5,"ARZ00041","N"
81314,102467,"Goods",150,,36,"At-A-Glance Plastic Base for Desk Calendar Refill, Black","EA","",11.79,"AAG10478","N"
81314,102468,"Goods",151,,36,"At-A-Glance Desk Calendar Base and Organizer, Black","EA","",18.49,"AAG44691","N"
81314,102469,"Goods",152,,36,"At-A-Glance Desk Calendar Base, Black","EA","",14.79,"AAG10768","N"
81314,102470,"Goods",153,,36,"At-A-Glance Compact Desk Calendar Base, Black","EA","",9.79,"AAG10528","N"
81314,102471,"Goods",154,,36,"Image 1500 Series Desk Accessories, Calendar Holder, Ebony","EA","",10.5,"ELD15741","N"
81314,102472,"Goods",155,,36,"Image 1500 Series Desk Accessories, Calendar Holder, Burgundy","EA","",10.5,"ELD15742","N"
81314,102473,"Goods",156,,36,"Tear-Off Desk Calendar Base, Black, 5 inch x 8 inch","EA","",14.49,"AAG10938","N"
81314,102474,"Goods",157,,36,"Basic Binder Only, 1-1/2 inch Ring Size, Zipper Closure, Madison Leather, 5-1/2 inch x 11 inch, Burgundy","EA","",99,"DTM35063","N"
81314,102475,"Goods",158,,36,"Basic Binder Only, 1-1/2 inch Ring Size, Zipper Closure, Madison Leather, 5-1/2 inch x 11 inch, Black","EA","",99,"DTM35061","N"
81314,102476,"Goods",159,,36,"Franklin Covey Monarch Size Binder, Leather, Full-Zipper Closure, Outside Pocket, 8-1/2 inch x 11 inch, Black","EA","",158.79,"AAG18747","N"
81314,102477,"Goods",160,,36,"Desk-Size Binder and Loose-Leaf Starter Set, 1 inch Ring Size, Leatherlike Vinyl, 5-1/2 inch x 11 inch, Black","EA","",57,"DTM82631","N"
81314,102478,"Goods",161,,36,"Portable-Size Binder Only, 1 inch Six-Ring Loose Leaf, Zipper Closure, Distressed Cowhide, 3-3/4 inch x 6-3/4 inch, Dark Tan","EA","",119,"DTM83844","N"
81314,102479,"Goods",162,,36,"Day-Timer Wallet Starter Set, Zippered Closure, Rugged Cowhide, 3-1/2 inch x 6-1/2 inch, Tan","EA","",55,"DTM88844","N"
81314,102480,"Goods",163,,36,"Organizer, Binder, Zip, Folio, Black","EA","",76,"DTM35031","N"
81314,102481,"Goods",164,,36,"Organizer, Binder, Verona, Zipper, Leather, Black","EA","",141,"DTM83151","N"
81314,102482,"Goods",165,,36,"Organizer, Binder, Zipper, Leather, Burgundy","EA","",141,"DTM83153","N"
81314,102483,"Goods",166,,36,"Day-Timer Organizer, Binder, Zipper, Wallet, Burgundy","EA","",62,"DTM81703","N"
81314,102484,"Goods",167,,36,"Day-Timer Organizer, Binder, Regent, Zipper, Leather, Brown","EA","",139,"DTM81502","N"
81314,102485,"Goods",168,,36,"Day-Timer Organizer, Binder, Rgnt, Zipper, Leather, Burgundy","EA","",139,"DTM81503","N"
81314,102486,"Goods",169,,36,"Day-Timer Organizer, Binder, Regency, Zipper, Burgundy","EA","",103,"DTM81603","N"
81314,102487,"Goods",170,,36,"Day-Timer Organizer, Binder, Regent, Zipper, Leather, Black","EA","",139,"DTM81501","N"
81314,102488,"Goods",171,,36,"Franklin Storage Binder, Vinyl, Burgundy, Classic","EA","",10.49,"AAG19079","N"
81314,102489,"Goods",172,,36,"Day-Timer Organizer, Binder, Regency, Zipper, Black","EA","",103,"DTM81601","N"
81314,102490,"Goods",173,,36,"Organizer Binder, Regency, Zipper, Wallet, Black","EA","",62,"DTM81701","N"
81314,102491,"Goods",174,,36,"Organizer Binder, Trimline, Zipper, Black","EA","",61,"DTM81511","N"
81314,102492,"Goods",175,,36,"Storage Binder, Vinyl, Burgundy, Compact","EA","",8.29,"AAG19078","N"
81314,102493,"Goods",176,,36,"Organizer, Leather, Starter Set, Folio, Black","EA","",88,"DTM83141","N"
81314,102494,"Goods",177,,36,"Organizer, Leather, Starter Set, Portable, Black","EA","",59,"DTM84141","N"
81314,102495,"Goods",178,,36,"Organizer, Leather, Starter Set, Desk, Snap, Black","EA","",73,"DTM82141","N"
81314,102496,"Goods",179,,36,"Pocket-Size Wallet Only, Madison Leather, Zippered, 3-1/2 inch x 6-1/2 inch, Burgundy","EA","",64,"DTM35223","N"
81314,102497,"Goods",180,,36,"Pocket-Size Wallet Only, Distressed Leather, Open, 3-1/2 inch x 6-1/2 inch, Dark Tan","EA","",44,"DTM35234","N"
81314,102498,"Goods",181,,36,"Folio-Size Binder, Redondo Simulated Leather, Zipper Closure, 8-1/2 inch x 11 inch, Black","EA","",119,"DTM86871","N"
81314,102499,"Goods",182,,36,"Folio-Size Binder and Loose-Leaf Starter Set, 1 inch Ring Size, Snap Tab, Vinyl, 8-1/2 inch x 11 inch, Black","EA","",70,"DTM84031","N"
81314,102500,"Goods",183,,36,"Portable-Size Binder Only, Madison Leather, Zipper Closure, 3-3/4 inch x 6-3/4 inch, Black","EA","",60,"DTM35161","N"
81314,102501,"Goods",184,,36,"Pocket-Size Wallet Only, Leatherlike Vinyl, Open, 3-1/2 inch x 6-1/2 inch, Black","EA","",16,"DTM35251","N"
81314,102502,"Goods",185,,36,"Desk-Size Binder and Loose-Leaf Starter Set, 1 inch Ring Size, Zipper Closure, Montana Leather, 5-1/2 inch x 11 inch, Black/Brown","EA","",129,"DTM40851","N"
81314,102503,"Goods",186,,36,"Desk-Size Binder and Loose-Leaf Starter Set, 1 inch Ring Size, Zipper Closure, Montana Leather, 5-1/2 inch x 11 inch, Green/Brown","EA","",129,"DTM40855","N"
81314,102504,"Goods",187,,36,"Desk-Size Binder and Loose-Leaf Starter Set, 1 inch Ring Size, Leatherlike Vinyl, 5-1/2 inch x 11 inch, Burgundy","EA","",57,"DTM82633","N"
81314,102505,"Goods",188,,36,"Basic Binder Only, 1 inch Ring Size, Zipper Closure, Leatherlike Vinyl, 5-1/2 inch x 11 inch, Black","EA","",46,"DTM35121","N"
81314,102506,"Goods",189,,36,"Portable-Size Binder Only, Montana Cowhide Leather, Zipper Closure, 3-3/4 inch x 6-3/4 inch, Green/Brown","EA","",119,"DTM49185","N"
81314,102507,"Goods",190,,36,"Pocket-Size Wallet Only, Madison Leather, Zippered, 3-1/2 inch x 6-1/2 inch, Black","EA","",64,"DTM35221","N"
81314,102508,"Goods",191,,36,"Portable-Size Binder Only, Madison Leather, Zipper Closure, 3-3/4 inch x 6-3/4 inch, Burgundy","EA","",60,"DTM35163","N"
81314,102509,"Goods",192,,36,"Folio-Size Binder, Redondo Simulated Leather, Tabbed Closure, 8-1/2 inch x 11 inch, Burgundy","EA","",99,"DTM86893","N"
81314,102510,"Goods",193,,36,"Portable-Size Binder Only, Montana Cowhide Leather, Zipper Closure, 3-3/4 inch x 6-3/4 inch, Black/Brown","EA","",119,"DTM49181","N"
81314,102511,"Goods",194,,36,"Basic Binder Only, 1 inch Ring Size, Zipper Closure, Madison Leather, 5-1/2 inch x 11 inch, Burgundy","EA","",86,"DTM35093","N"
81314,102512,"Goods",195,,36,"Desk-Size Binder and Loose-Leaf Starter Set, 1 inch Ring Size, Zipper Closure, Distressed Leather, 5-1/2 inch x 11 inch, Dark Tan","EA","",129,"DTM80844","N"
81314,102513,"Goods",196,,36,"Desk-Size Binder and Loose-Leaf Starter Set, 1 inch Ring Size, Zipper Closure, Redondo Simulated Leather, 5-1/2 inch x 11 inch, Burgundy","EA","",79,"DTM80873","N"
81314,102514,"Goods",197,,36,"Basic Binder Only, 1 inch Ring Size, Zipper Closure, Madison Leather, 5-1/2 inch x 11 inch, Black","EA","",86,"DTM35091","N"
81314,102515,"Goods",198,,36,"Franklin Covey Planning System, Snap Tab, Champion, Page Size 5-1/2 inch x 8-1/2 inch, Black","EA","",59.99,"AAG56703","N"
81314,102516,"Goods",199,,36,"Franklin Covey Compact Size Binder, Leather, Full-Zipper Closure, 4-1/4 inch x 6-3/4 inch, Black","EA","",77.29,"AAG18731","N"
81314,102517,"Goods",200,,36,"Basic Binder Only, 1 inch Ring Size, Zipper Closure, Distressed Leather, 5-1/2 inch x 11 inch, Dark Tan","EA","",97,"DTM35054","N"
81314,102518,"Goods",201,,36,"Franklin Covey Classic Size Binder, Leather, Full-Zipper Closure, 5-1/2 inch x 8-1/2 inch, Burgundy","EA","",117.49,"AAG18739","N"
81314,102519,"Goods",202,,36,"Franklin Covey Compact Size Binder, Simulated Leather, Full-Zipper Closure, 4-1/4 inch x 6-3/4 inch, Black","EA","",44.49,"AAG18692","N"
81314,102520,"Goods",203,,36,"Folio-Size Basic Binder Only, 1-1/2 inch Ring Size, Zipper Closure, Madison Leather, 8-1/2 inch x 11 inch, Black","EA","",128.5,"DTM35011","N"
81314,102521,"Goods",204,,36,"Franklin Covey Classic Size Binder, Simulated Leather, Snap-Tab Closure, 5-1/2 inch x 8-1/2 inch, Black","EA","",48.49,"AAG18686","N"
