"PO_BLANKET_ID","PO_RELEASE_ID","LINE_ID","LINE_TYPE","ITEM_ID","CATEGORY_ID","LINE_DESCRIPTION","CANCEL_FLAG","UOM","AMOUNT","QTY","GEOGRAPHY_ID","CONTRACT_ID","CONTRACT_LINE_ID"
3595,33490,66560,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",27280,155,414,3595,3515
3595,33023,65865,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",27984,159,414,3595,3515
3595,33183,66145,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",37840,215,414,3595,3515
3595,33183,66144,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",4224,24,414,3595,3515
3595,32625,65174,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",37840,215,414,3595,3515
3595,32625,65173,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",8624,49,414,3595,3515
3595,32625,65172,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",5632,32,414,3595,3515
3595,32746,65436,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",11968,68,414,3595,3515
3595,32525,65013,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",37840,215,414,3595,3515
3595,32525,65012,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",6688,38,414,3595,3515
3595,32244,64502,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",70400,400,414,3595,3515
3595,32244,64501,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",33440,190,414,3595,3515
3595,32365,64694,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",25344,144,414,3595,3515
3595,32285,64594,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",45936,261,414,3595,3515
3595,30572,61550,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",57200,325,414,3595,3515
3595,30480,61378,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",37840,215,414,3595,3515
3595,30480,61377,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",58960,335,414,3595,3515
3595,30480,61375,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",37840,215,414,3595,3515
3595,30572,61549,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",18480,105,414,3595,3515
3595,30572,61548,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",233376,1326,414,3595,3515
3595,28508,58571,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",38544,219,414,3595,3515
3595,28780,58943,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",1760,10,414,3595,3515
3595,28289,58241,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",18304,104,414,3595,3515
3595,28187,58105,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",9152,52,414,3595,3515
3595,27809,57666,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",27984,159,414,3595,3515
3595,27614,57341,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",46288,263,414,3595,3515
3595,27709,57508,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",46288,263,414,3595,3515
3595,27709,57507,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",12496,71,414,3595,3515
3595,27193,56681,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",19008,108,414,3595,3515
3595,27372,56939,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",13200,75,414,3595,3515
3595,26558,55579,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",20240,115,414,3595,3515
3595,26667,55793,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",31680,180,414,3595,3515
3595,27253,56760,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",17248,98,414,3595,3515
3595,26995,56337,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",22000,125,414,3595,3515
3595,26995,56336,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",9504,54,414,3595,3515
3595,26785,56040,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",5280,30,414,3595,3515
3595,26892,56188,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",23408,133,414,3595,3515
3595,27130,56521,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",19360,110,414,3595,3515
3595,26667,55792,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",2816,16,414,3595,3515
3595,26558,55578,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",54912,312,414,3595,3515
3595,26558,55577,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",26752,152,414,3595,3515
3595,26022,54790,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",19712,112,414,3595,3515
3595,26193,55010,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",39600,225,414,3595,3515
3595,25889,54558,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",53152,302,414,3595,3515
3595,25889,54557,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",4928,28,414,3595,3515
3595,25561,53987,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",13904,79,414,3595,3515
3595,25241,53510,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",53152,302,414,3595,3515
3595,25241,53509,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",3344,19,414,3595,3515
3595,25456,53820,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",41536,236,414,3595,3515
3595,24949,53151,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",5104,29,414,3595,3515
3595,25062,53288,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",10208,58,414,3595,3515
3595,24478,52435,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",46992,267,414,3595,3515
3595,24421,52378,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",46992,267,414,3595,3515
3595,24150,51952,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",8800,50,414,3595,3515
3595,23836,51530,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",25696,146,414,3595,3515
3595,24026,51766,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",5280,30,414,3595,3515
3595,23310,50772,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",32560,185,414,3595,3515
3595,23203,50617,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",25168,143,414,3595,3515
3595,22760,50083,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",37488,213,414,3595,3515
3595,22760,50082,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",5808,33,414,3595,3515
3595,22644,49926,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",14784,84,414,3595,3515
3595,22575,49805,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",4048,23,414,3595,3515
3595,22260,49370,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",34848,198,414,3595,3515
3595,22260,49369,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",27808,158,414,3595,3515
3595,22216,49290,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",34848,198,414,3595,3515
3595,22216,49289,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",14080,80,414,3595,3515
3595,22141,49155,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",24992,142,414,3595,3515
3595,22023,49014,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",10032,57,414,3595,3515
3595,21953,48898,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",7040,40,414,3595,3515
3595,21801,48619,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",18128,103,414,3595,3515
3595,21710,48466,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",17248,98,414,3595,3515
3595,21649,48358,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",12320,70,414,3595,3515
3595,21533,48186,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",46992,267,414,3595,3515
3595,21469,48132,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",16192,92,414,3595,3515
3595,21349,47956,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",1760,10,414,3595,3515
3595,21408,48039,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",1936,11,414,3595,3515
3595,21408,48038,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",17600,100,414,3595,3515
3595,21265,47822,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",19360,110,414,3595,3515
3595,21265,47821,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",5984,34,414,3595,3515
3595,21051,47536,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",7392,42,414,3595,3515
3595,21139,47653,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",19360,110,414,3595,3515
3595,21139,47652,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",2640,15,414,3595,3515
3595,21010,47439,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",17600,100,414,3595,3515
3595,20873,47211,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",15840,90,414,3595,3515
3595,20947,47327,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",24640,140,414,3595,3515
3595,20700,46936,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",8272,47,414,3595,3515
3595,20789,47080,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",20240,115,414,3595,3515
3595,20789,47079,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",12496,71,414,3595,3515
3595,20789,47078,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",11440,65,414,3595,3515
3595,20649,46827,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",41184,234,414,3595,3515
3595,20526,46602,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",7040,40,414,3595,3515
3595,20509,46580,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",10560,60,414,3595,3515
3595,20364,46400,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",11440,65,414,3595,3515
3595,20261,46246,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",53152,302,414,3595,3515
3595,20261,46245,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",880,5,414,3595,3515
3595,20261,46244,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",13552,77,414,3595,3515
3595,18322,43008,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",22352,127,414,3595,3515
3595,18223,42884,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",16368,93,414,3595,3515
3595,18223,42883,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",24640,140,414,3595,3515
3595,18223,42882,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",200992,1142,414,3595,3515
3595,18096,42682,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",85008,483,414,3595,3515
3595,17954,42416,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",34848,198,414,3595,3515
3595,17898,42307,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",35200,200,414,3595,3515
3595,17897,42306,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",46288,263,414,3595,3515
3595,17897,42305,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",481536,2736,414,3595,3515
3595,17867,42223,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",738144,4194,414,3595,3515
3595,14094,35048,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",37136,211,414,3595,3515
3595,14094,35047,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",7568,43,414,3595,3515
3595,12863,32884,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",15840,90,414,3595,3515
3595,12863,32883,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",704,4,414,3595,3515
3595,12863,32882,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",5632,32,414,3595,3515
3595,12979,33077,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",71808,408,414,3595,3515
3595,12979,33076,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",11968,68,414,3595,3515
3595,12979,33075,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",704,4,414,3595,3515
3595,12979,33074,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",5632,32,414,3595,3515
3595,12774,32671,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",23584,134,414,3595,3515
3595,12774,32670,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",21120,120,414,3595,3515
3595,12562,32350,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",26752,152,414,3595,3515
3595,12562,32349,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",704,4,414,3595,3515
3595,12562,32348,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",9856,56,414,3595,3515
3595,12372,32060,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",704,4,414,3595,3515
3595,12372,32059,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",11968,68,414,3595,3515
3595,12473,32202,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",704,4,414,3595,3515
3595,12473,32201,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",18832,107,414,3595,3515
3595,12293,31878,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",2112,12,414,3595,3515
3595,12293,31877,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",21296,121,414,3595,3515
3595,12007,31499,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",24112,137,414,3595,3515
3595,12007,31498,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",704,4,414,3595,3515
3595,12007,31497,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",20416,116,414,3595,3515
3595,12234,31794,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",6160,35,414,3595,3515
3595,12183,31731,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",8800,50,414,3595,3515
3595,11929,31390,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",704,4,414,3595,3515
3595,11929,31389,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",11968,68,414,3595,3515
3595,11835,31235,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",2112,12,414,3595,3515
3595,11835,31234,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",16720,95,414,3595,3515
3595,11738,31096,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",23408,133,414,3595,3515
3595,12109,31640,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",11440,65,414,3595,3515
3595,11644,30919,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",14608,83,414,3595,3515
3595,11644,30918,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",704,4,414,3595,3515
3595,11517,30752,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",2112,12,414,3595,3515
3595,11517,30751,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",14960,85,414,3595,3515
3595,11429,30636,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",22176,126,414,3595,3515
3595,11365,30505,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",5456,31,414,3595,3515
3595,11365,30504,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",704,4,414,3595,3515
3595,11365,30503,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",4576,26,414,3595,3515
3595,11251,30346,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",704,4,414,3595,3515
3595,11251,30345,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",10560,60,414,3595,3515
3595,11127,30119,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",21472,122,414,3595,3515
3595,10957,29864,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",4224,24,414,3595,3515
3595,11071,30014,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",5280,30,414,3595,3515
3595,10886,29690,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",19184,109,414,3595,3515
3595,10886,29689,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",6336,36,414,3595,3515
3595,10886,29688,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",4576,26,414,3595,3515
3595,10699,29385,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",21296,121,414,3595,3515
3595,10803,29570,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",6336,36,414,3595,3515
3595,10543,29109,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",37488,213,414,3595,3515
3595,10543,29108,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",8096,46,414,3595,3515
3595,10475,28985,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",24992,142,414,3595,3515
3595,10475,28984,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",37488,213,414,3595,3515
3595,10475,28983,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",19184,109,414,3595,3515
3595,10641,29287,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",8800,50,414,3595,3515
3595,9974,28151,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",2640,15,414,3595,3515
3595,9913,28086,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",7392,42,414,3595,3515
3595,8824,25814,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",7392,42,414,3595,3515
3595,8765,25623,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",7392,42,414,3595,3515
3595,8687,25467,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",1408,8,414,3595,3515
3595,8426,25046,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",60544,344,414,3595,3515
3595,8518,25227,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",28336,161,414,3595,3515
3595,8518,25226,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",176,1,414,3595,3515
3595,8260,24461,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",31856,181,414,3595,3515
3595,8260,24460,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",19888,113,414,3595,3515
3595,8260,24459,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",54384,309,414,3595,3515
3595,8223,24323,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",42240,240,414,3595,3515
3595,8223,24322,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",17952,102,414,3595,3515
3595,9844,27946,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",5808,33,414,3595,3515
3595,7082,22267,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",45584,259,414,3595,3515
3595,7123,22330,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",29920,170,414,3595,3515
3595,6884,21699,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",46464,264,414,3595,3515
3595,6884,21698,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",64416,366,414,3595,3515
3595,6884,21697,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",36960,210,414,3595,3515
3595,6758,21427,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",28336,161,414,3595,3515
3595,6640,21062,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",19888,113,414,3595,3515
3595,6640,21061,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",12144,69,414,3595,3515
3595,6590,20943,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",36960,210,414,3595,3515
3595,6590,20942,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",49632,282,414,3595,3515
3595,6590,20941,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",9504,54,414,3595,3515
3595,6446,20622,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",35200,200,414,3595,3515
3595,6557,20881,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",36960,210,414,3595,3515
3595,6557,20880,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",35200,200,414,3595,3515
3595,6557,20879,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",23936,136,414,3595,3515
3595,6336,20474,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",21296,121,414,3595,3515
3595,6015,19913,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",6864,39,414,3595,3515
3595,5931,19770,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",51040,290,414,3595,3515
3595,5817,19562,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",83600,475,414,3595,3515
3595,5817,19561,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",22880,130,414,3595,3515
3595,9785,27815,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",19008,108,414,3595,3515
3595,9626,27519,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",36784,209,414,3595,3515
3595,9626,27518,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",28336,161,414,3595,3515
3595,9626,27517,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",60544,344,414,3595,3515
3595,9710,27678,"Goods",241,31,"HARD DRIVE 1.2 GB","Y","Each",35376,201,414,3595,3515
3595,9710,27676,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",28336,161,414,3595,3515
3595,9549,27414,"Goods",241,31,"HARD DRIVE 1.2 GB","N","Each",42592,242,414,3595,3515
7917,100102,211380,"Goods",2850,1,"LCD Display","N","Each",1400,35,207,7917,7964
8068,108873,226859,"Goods",3097,36,"Business Cards, Box of 250","N","BOX",175,5,204,8068,8115
8068,99147,209542,"Goods",3097,36,"Business Cards, Box of 250","N","BOX",35,1,204,8068,8115
8300,94610,198134,"Goods",,3124,"Stop-Step 2-Step Ladder, 36 inch Top Step, 21 inch x 19-3/4 inch x 22-3/4 inch","N","EA",2450,7,204,8300,8365
8300,94267,197258,"Goods",,3124,"Stop-Step 2-Step Ladder, 36 inch Top Step, 21 inch x 19-3/4 inch x 22-3/4 inch","N","EA",350,1,204,8300,8365
8300,93922,196482,"Goods",,3124,"Stop-Step 2-Step Ladder, 36 inch Top Step, 21 inch x 19-3/4 inch x 22-3/4 inch","N","EA",700,2,204,8300,8365
9029,121270,248858,"Goods",157,35,"Plastic Stock - White","N","Pounds",10.26,18,207,9029,9132
10818,121271,248859,"Goods",209,1,"Packing Material","N","Each",15000,10000,207,10818,10967
16948,108874,226860,"Goods",8323,36,"New Employee Packet, includes company coffee mug, t-shirt, cap and mouse pad.","N","Each",125,5,204,16948,19820
16948,99148,209543,"Goods",8323,36,"New Employee Packet, includes company coffee mug, t-shirt, cap and mouse pad.","N","Each",25,1,204,16948,19820
16775,99902,211077,"Goods",8275,1,"Micro 64k","N","Each",25000,10000,207,16775,19579
16775,99902,211078,"Goods",8277,1,"Resistor SMT 1.0 k Ohm 0604","N","Each",330,5500,207,16775,19580
28030,98786,208872,"Outside processing",11023,1,"Contracted Plumbing Services","N","Each",300,6,18168,28030,32683
32984,146479,289734,"Goods",12017,91,"Gamepak1","N","Each",1138.2,542,209,32984,38529
32984,146479,289733,"Goods",12017,91,"Gamepak1","N","Each",136.5,65,209,32984,38529
32984,146479,289732,"Goods",12017,91,"Gamepak1","N","Each",136.5,65,209,32984,38529
