RECORD_TYPE:PURCHASE_ORDER_RECEIPTS,RECEIPT_ID,SUPPLIER_ID,SUPPLIER_ADDRESS_ID,SUPPLIER_SHIPMENT_NUMBER,RECEIPT_REFERENCE,SHIP_TO_GEOGRAPHY_ID,BILL_OF_LADING,WAYBILL,PACK_SLIP_REFERENCE,FREIGHT_CODE,SCHEDULED_RECEIPT_DATE,RECEIVED_BY_PERSON_ID,RECEIPT_DATE,RECEIPT_DATE_1,RECEIPT_NOTES
PURCHASE_ORDER_RECEIPTS,2451188,22,2228,,8047,,,,,,6-Jul-06,384,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2451189,21,,,8048,,,,,,6-Jul-06,384,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2451190,3,2227,,8049,,,,,,6-Jul-06,384,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2451191,21,,,8050,,,,,,6-Jul-06,384,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2451192,22,2228,,8051,,,,,,6-Jul-06,384,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2451193,2,2233,,8052,,,,,,6-Jul-06,384,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2465187,21,1969,,23274,,,,,,,57,7-Jul-06,7-Jul-13,
PURCHASE_ORDER_RECEIPTS,2465192,21,,,8068,,,,,,10-Jul-06,384,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2465193,3,2227,,8069,,,,,,12-Jul-06,384,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2465195,2,2695,,4182,,,,,,11-Jul-06,1850,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2465196,22,2698,,4183,,,,,,11-Jul-06,1850,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2465197,2,2695,,4184,,,,,,11-Jul-06,1850,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2465199,1355,3219,,30249,839,,,,,10-Jul-06,10313,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2465200,1,2326,,8071,,,,,,10-Jul-06,384,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2466188,21,,,9355,535,,,,,12-Jul-06,1313,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2466189,22,415,,9356,535,,,,,12-Jul-06,1313,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2466194,478,1887,,9357,535,,,,,10-Jul-06,1603,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2466195,22,2236,,7248,,,,,,10-Jul-06,4758,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2466196,147,628,,7249,,,,,,10-Jul-06,4758,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2463188,11,,,5527,,,,,,7-Jul-06,2985,7-Jul-06,7-Jul-13,
PURCHASE_ORDER_RECEIPTS,2463189,515,,,5528,,,,,,7-Jul-06,2985,7-Jul-06,7-Jul-13,
PURCHASE_ORDER_RECEIPTS,2463190,517,4993,,5529,,,,,,7-Jul-06,2983,7-Jul-06,7-Jul-13,
PURCHASE_ORDER_RECEIPTS,2467188,478,2343,,7250,,,,,,10-Jul-06,4758,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2467189,1,1007,,4516,695,,,,,10-Jul-06,1874,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2467190,334,2713,,4517,695,,,,,10-Jul-06,1874,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2467191,478,2686,,4518,695,,,,,10-Jul-06,1875,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2470188,622,5129,,20397,,,,,,,7878,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2470189,557,5133,,20398,,,,,,,7878,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2470190,600,5107,,20399,,,,,,,7878,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2470191,6134,5300,,20400,,,,,,,7878,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2470192,7132,5319,,20401,,,,,,,7878,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2470193,7129,5315,,20402,,,,,,,7878,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2470194,6130,5295,,20403,,,,,,,7878,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2470195,6131,5296,,20404,,,,,,,7878,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2470196,7134,5323,,20405,,,,,,,7878,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2470197,6131,5296,,20406,,,,,,,7878,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2470198,6134,5300,,20407,,,,,,,7878,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2470199,6128,5293,,20408,,,,,,,7878,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2470200,7131,5318,,20409,,,,,,,7878,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2470201,7136,5325,,20410,,,,,,,7878,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2470206,660,5131,,20415,,,,,,,7878,10-Jul-06,10-Jul-13,
PURCHASE_ORDER_RECEIPTS,2472190,3,2227,,8072,,,,,,13-Jul-06,384,11-Jul-06,11-Jul-13,
PURCHASE_ORDER_RECEIPTS,2472191,334,2754,,4186,,,,,,11-Jul-06,1850,11-Jul-06,11-Jul-13,
PURCHASE_ORDER_RECEIPTS,2472192,478,2753,,4187,,,,,,11-Jul-06,4821,11-Jul-06,11-Jul-13,
PURCHASE_ORDER_RECEIPTS,2472193,537,1548,,4188,,,,,,11-Jul-06,4611,11-Jul-06,11-Jul-13,
PURCHASE_ORDER_RECEIPTS,2472194,22,2228,,8073,,,,,,13-Jul-06,384,11-Jul-06,11-Jul-13,
PURCHASE_ORDER_RECEIPTS,2472195,2,2233,,8074,,,,,,11-Jul-06,384,11-Jul-06,11-Jul-13,
PURCHASE_ORDER_RECEIPTS,2472196,3,2227,,8075,,,,,,11-Jul-06,384,11-Jul-06,11-Jul-13,
PURCHASE_ORDER_RECEIPTS,2472197,22,2228,,8076,,,,,,11-Jul-06,384,11-Jul-06,11-Jul-13,
PURCHASE_ORDER_RECEIPTS,2472198,21,2232,,8077,,,,,,11-Jul-06,384,11-Jul-06,11-Jul-13,
PURCHASE_ORDER_RECEIPTS,2473197,21,2675,,4519,695,,,,,18-Jul-06,1851,11-Jul-06,11-Jul-13,
PURCHASE_ORDER_RECEIPTS,2473198,22,2673,,4520,695,,,,,13-Jul-06,1851,11-Jul-06,11-Jul-13,
PURCHASE_ORDER_RECEIPTS,2474191,537,1525,,527,2100,,,,,11-Jul-06,4155,11-Jul-06,11-Jul-13,
PURCHASE_ORDER_RECEIPTS,2474192,557,1233,,8036,,,,,,8-Jul-06,25,11-Jul-06,11-Jul-13,
PURCHASE_ORDER_RECEIPTS,2474193,577,4782,,5532,,,,,,9-Jul-06,2983,11-Jul-06,11-Jul-13,
PURCHASE_ORDER_RECEIPTS,2474194,355,4974,,5533,,,,,,11-Jul-06,2985,11-Jul-06,11-Jul-13,
PURCHASE_ORDER_RECEIPTS,2475192,9,12,,8037,,,,,,12-Jul-06,25,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481190,21,,,23276,,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481191,21,,,23277,,,,,,6-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481192,21,,,11746,209,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481193,21,,,11747,209,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481194,21,,,23278,,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481195,11,,,23279,,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481196,147,,,23280,,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481197,21,,,23281,,,,,,5-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481198,21,,,23282,,,,,,5-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481199,21,,,23283,,,,,,5-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481200,11,,,23284,,,,,,5-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481201,147,,,23285,,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481202,147,,,23286,,,,,,5-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481203,147,,,23287,,,,,,5-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481204,22,,,23288,,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481205,22,,,23289,,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481206,22,,,23290,,,,,,5-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481207,22,,,23291,,,,,,5-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481208,5,,,23292,,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481209,5,,,23293,,,,,,5-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481210,5,,,23294,,,,,,5-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481211,21,,,23295,,,,,,10-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481212,21,,,23296,,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481213,11,,,23297,,,,,,10-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481214,147,,,23298,,,,,,10-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481215,147,,,23299,,,,,,30-Jun-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481216,147,,,23300,,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481217,147,,,23301,,,,,,30-Jun-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481218,147,,,23302,,,,,,5-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481219,21,,,23303,,,,,,30-Jun-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481220,21,,,23304,,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481221,21,,,23305,,,,,,30-Jun-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481222,21,,,23306,,,,,,5-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481223,21,,,23307,,,,,,30-Jun-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481224,21,,,23308,,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481225,21,,,23309,,,,,,30-Jun-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2455188,22,2236,,7232,,,,,,6-Jul-06,4758,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2455189,5,1597,,7233,,,,,,6-Jul-06,4758,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2455190,22,2236,,7234,,,,,,6-Jul-06,4758,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2455191,21,627,,7235,,,,,,10-Jul-06,4758,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2455192,2,1866,,7236,,,,,,10-Jul-06,4758,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2455193,22,2236,,7237,,,,,,10-Jul-06,4758,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2455194,2,1866,,7238,,,,,,10-Jul-06,4758,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2455195,21,,,8195,,,,,,6-Jul-06,1783,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2455196,22,2199,,8196,,,,,,6-Jul-06,1783,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2455197,2,,,8197,,,,,,6-Jul-06,1783,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2455198,22,2199,,8198,,,,,,6-Jul-06,1783,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2456185,334,942,,8199,,,,,,6-Jul-06,1314,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2457188,557,1233,,8031,,,,,,6-Jul-06,25,6-Jul-06,6-Jul-13,
PURCHASE_ORDER_RECEIPTS,2478190,1355,3219,,30251,839,,,,,12-Jul-06,10313,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2478193,41,,,8218,,,,,,19-Jul-06,1783,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2478194,22,2199,,8219,,,,,,12-Jul-06,1783,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2478195,41,2200,,8220,,,,,,12-Jul-06,1783,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2478196,334,942,,8221,,,,,,12-Jul-06,1314,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481226,21,,,23310,,,,,,5-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481227,21,,,23311,,,,,,30-Jun-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481228,21,,,23312,,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481229,21,,,23313,,,,,,30-Jun-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481230,21,,,23314,,,,,,5-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481231,11,,,23315,,,,,,30-Jun-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481232,11,,,23316,,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481233,11,,,23317,,,,,,30-Jun-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481234,11,,,23318,,,,,,5-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481235,11,,,23319,,,,,,30-Jun-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481236,11,,,23320,,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481237,11,,,23321,,,,,,30-Jun-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481238,11,,,23322,,,,,,5-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481239,11,,,23323,,,,,,30-Jun-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481240,11,,,23324,,,,,,3-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481241,11,,,23325,,,,,,30-Jun-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481242,11,,,23326,,,,,,5-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481243,21,,,23327,,,,,,10-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481244,21,,,11748,209,,,,,30-Jun-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481245,21,,,11749,209,,,,,30-Jun-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2481246,21,,,11750,209,,,,,6-Jul-06,57,12-Jul-06,12-Jul-13,
PURCHASE_ORDER_RECEIPTS,2444189,1353,3216,,30245,839,,,,,4-Jul-06,10417,4-Jul-06,4-Jul-13,
PURCHASE_ORDER_RECEIPTS,2444190,1355,3219,,30246,839,,,,,4-Jul-06,10313,4-Jul-06,4-Jul-13,
