RECORD_TYPE:PURCHASE_ORDERS,PO_BLANKET_ID,PO_RELEASE_ID,PO_NUMBER,LATEST_REVISION,CANCEL_FLAG,PERSON_ID,SUPPLIER_ID,SUPPLIER_SITE_ID,GEOGRAPHY_ID,CURRENCY_CODE,CURRENCY_RATE_TYPE,CURRENCY_EXCHANGE_DATE,CURRENCY_EXCHANGE_RATE,CREATION_DATE,ORIG_APPROVAL_SUBMIT_DATE,ORIG_APPROVED_DATE,LATEST_APPROVED_DATE,TRANSMISSION_METHOD,PAY_ON_CODE,CREATION_METHOD,PAY_TERMS
PURCHASE_ORDERS,3595,12863,809-53,3,N,57,21,41,207,USD,,,,11-Nov-09,11/11/09 6:46,11/11/09 6:46,11/11/09 6:46,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,12979,809-54,4,N,57,21,41,207,USD,,,,12-Nov-09,12/11/09 7:18,12/11/09 7:18,12/11/09 7:18,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,14094,809-55,0,N,57,21,41,207,USD,,,,26-Dec-09,26/12/09 7:00,26/12/09 7:00,26/12/09 7:00,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,17898,809-58,0,N,57,21,41,207,USD,,,,11-Mar-10,11/03/10 8:10,11/03/10 8:10,11/03/10 8:10,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,17867,809-56,0,N,57,21,41,207,USD,,,,11-Mar-10,11/03/10 8:00,11/03/10 8:00,11/03/10 8:00,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,18096,809-60,0,N,57,21,41,207,USD,,,,13-Mar-10,13/03/10 11:23,13/03/10 11:23,13/03/10 11:23,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,17897,809-57,0,N,57,21,41,207,USD,,,,11-Mar-10,15/07/11 9:16,11/03/10 8:09,15/07/11 9:16,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,17954,809-59,0,N,57,21,41,207,USD,,,,12-Mar-10,12/03/10 1:55,12/03/10 1:55,12/03/10 1:55,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,18322,809-62,0,N,57,21,41,207,USD,,,,17-Mar-10,17/03/10 7:33,17/03/10 7:33,17/03/10 7:33,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,18223,809-61,0,N,57,21,41,207,USD,,,,14-Mar-10,14/03/10 14:12,14/03/10 14:12,14/03/10 14:12,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,20261,809-63,0,N,57,21,41,207,USD,,,,5-May-10,5/05/10 14:47,5/05/10 14:47,5/05/10 14:47,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,20364,809-64,0,N,57,21,41,207,USD,,,,6-May-10,6/05/10 7:48,6/05/10 7:48,6/05/10 7:48,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,20509,809-65,0,N,57,21,41,207,USD,,,,7-May-10,7/05/10 9:38,7/05/10 9:38,7/05/10 9:38,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,20526,809-66,0,N,57,21,41,207,USD,,,,7-May-10,7/05/10 11:35,7/05/10 11:35,7/05/10 11:35,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,20649,809-67,0,N,57,21,41,207,USD,,,,9-May-10,9/05/10 8:19,9/05/10 8:19,9/05/10 8:19,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,20700,809-68,0,N,57,21,41,207,USD,,,,12-May-10,12/05/10 6:06,12/05/10 6:06,12/05/10 6:06,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,20789,809-69,0,N,57,21,41,207,USD,,,,13-May-10,13/05/10 5:27,13/05/10 5:27,13/05/10 5:27,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,20947,809-71,0,N,57,21,41,207,USD,,,,15-May-10,15/05/10 5:46,15/05/10 5:46,15/05/10 5:46,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,21051,809-73,0,N,57,21,41,207,USD,,,,19-May-10,19/05/10 5:55,19/05/10 5:55,19/05/10 5:55,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,20873,809-70,0,N,57,21,41,207,USD,,,,14-May-10,14/05/10 5:45,14/05/10 5:45,14/05/10 5:45,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,21010,809-72,0,N,57,21,41,207,USD,,,,16-May-10,16/05/10 10:02,16/05/10 10:02,16/05/10 10:02,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,21139,809-74,0,N,57,21,41,207,USD,,,,20-May-10,20/05/10 5:46,20/05/10 5:46,20/05/10 5:46,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,21408,809-77,0,N,57,21,41,207,USD,,,,23-May-10,23/05/10 6:36,23/05/10 6:36,23/05/10 6:36,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,21349,809-76,0,N,57,21,41,207,USD,,,,22-May-10,22/05/10 5:43,22/05/10 5:43,22/05/10 5:43,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,21533,809-79,0,N,57,21,41,207,USD,,,,27-May-10,27/05/10 6:20,27/05/10 6:20,27/05/10 6:20,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,21265,809-75,0,N,57,21,41,207,USD,,,,21-May-10,21/05/10 7:17,21/05/10 7:17,21/05/10 7:17,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,21469,809-78,0,N,57,21,41,207,USD,,,,26-May-10,26/05/10 6:19,26/05/10 6:19,26/05/10 6:19,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,21649,809-80,0,N,57,21,41,207,USD,,,,28-May-10,28/05/10 6:07,28/05/10 6:07,28/05/10 6:07,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,21801,809-82,0,N,57,21,41,207,USD,,,,5-Jun-10,5/06/10 6:15,5/06/10 6:15,5/06/10 6:15,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,21710,809-81,0,N,57,21,41,207,USD,,,,29-May-10,29/05/10 7:12,29/05/10 7:12,29/05/10 7:12,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,21953,809-83,0,N,57,21,41,207,USD,,,,6-Jun-10,6/06/10 5:20,6/06/10 5:20,6/06/10 5:20,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,22023,809-84,0,N,57,21,41,207,USD,,,,9-Jun-10,9/06/10 6:20,9/06/10 6:20,9/06/10 6:20,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,22260,809-87,0,N,57,21,41,207,USD,,,,11-Jun-10,11/06/10 5:47,11/06/10 5:47,11/06/10 5:47,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,22141,809-85,0,N,57,21,41,207,USD,,,,10-Jun-10,10/06/10 6:08,10/06/10 6:08,10/06/10 6:08,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,22216,809-86,0,N,57,21,41,207,USD,,,,11-Jun-10,11/06/10 4:33,11/06/10 4:33,11/06/10 4:33,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,22575,809-88,0,N,57,21,41,207,USD,,,,16-Jun-10,16/06/10 5:40,16/06/10 5:40,16/06/10 5:40,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,22644,809-89,0,N,57,21,41,207,USD,,,,17-Jun-10,17/06/10 5:32,17/06/10 5:32,17/06/10 5:32,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,22760,809-90,0,N,57,21,41,207,USD,,,,18-Jun-10,18/06/10 5:52,18/06/10 5:52,18/06/10 5:52,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,23203,809-91,0,N,57,21,41,207,USD,,,,24-Jun-10,24/06/10 16:40,24/06/10 16:40,24/06/10 16:40,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,23310,809-92,0,N,57,21,41,207,USD,,,,25-Jun-10,25/06/10 6:10,25/06/10 6:10,25/06/10 6:10,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,24026,809-94,0,N,57,21,41,207,USD,,,,9-Jul-10,9/07/10 11:16,9/07/10 11:16,9/07/10 11:16,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,24150,809-95,0,N,57,21,41,207,USD,,,,10-Jul-10,10/07/10 4:36,10/07/10 4:36,10/07/10 4:36,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,23836,809-93,0,N,57,21,41,207,USD,,,,8-Jul-10,8/07/10 6:30,8/07/10 6:30,8/07/10 6:30,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,24421,809-96,0,N,57,21,41,207,USD,,,,14-Jul-10,14/07/10 10:35,14/07/10 10:35,14/07/10 10:35,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,24478,809-97,0,N,57,21,41,207,USD,,,,14-Jul-10,14/07/10 12:38,14/07/10 12:38,14/07/10 12:38,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,24949,809-98,0,N,57,21,41,207,USD,,,,21-Jul-10,21/07/10 5:23,21/07/10 5:23,21/07/10 5:23,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,26022,809-104,0,N,57,21,41,207,USD,,,,5-Aug-10,5/08/10 6:08,5/08/10 6:08,5/08/10 6:08,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,25561,809-102,0,N,57,21,41,207,USD,,,,29-Jul-10,29/07/10 12:03,29/07/10 12:03,29/07/10 12:03,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,26193,809-105,0,N,57,21,41,207,USD,,,,6-Aug-10,6/08/10 6:13,6/08/10 6:13,6/08/10 6:13,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,26558,809-106,0,N,57,21,41,207,USD,,,,12-Aug-10,12/08/10 7:59,12/08/10 7:59,12/08/10 7:59,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,25456,809-101,0,N,57,21,41,207,USD,,,,28-Jul-10,28/07/10 10:46,28/07/10 10:46,28/07/10 10:46,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,25889,809-103,0,N,57,21,41,207,USD,,,,4-Aug-10,4/08/10 6:14,4/08/10 6:14,4/08/10 6:14,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,25241,809-100,0,N,57,21,41,207,USD,,,,23-Jul-10,23/07/10 11:16,23/07/10 11:16,23/07/10 11:16,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,25062,809-99,0,N,57,21,41,207,USD,,,,22-Jul-10,22/07/10 5:51,22/07/10 5:51,22/07/10 5:51,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,27253,809-113,0,N,57,21,41,207,USD,,,,20-Aug-10,20/08/10 15:20,20/08/10 15:20,20/08/10 15:20,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,27614,809-115,0,N,57,21,41,207,USD,,,,2-Sep-10,2/09/10 6:17,2/09/10 6:17,2/09/10 6:17,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,27130,809-111,0,N,57,21,41,207,USD,,,,19-Aug-10,19/08/10 8:44,19/08/10 8:44,19/08/10 8:44,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,27372,809-114,0,N,57,21,41,207,USD,,,,21-Aug-10,21/08/10 14:45,21/08/10 14:45,21/08/10 14:45,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,26892,809-109,0,N,57,21,41,207,USD,,,,15-Aug-10,15/08/10 7:28,15/08/10 7:28,15/08/10 7:28,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,26785,809-108,0,N,57,21,41,207,USD,,,,14-Aug-10,14/08/10 14:02,14/08/10 14:02,14/08/10 14:02,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,27709,809-116,0,N,57,21,41,207,USD,,,,3-Sep-10,3/09/10 5:57,3/09/10 5:57,3/09/10 5:57,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,27193,809-112,0,N,57,21,41,207,USD,,,,20-Aug-10,20/08/10 7:49,20/08/10 7:49,20/08/10 7:49,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,26995,809-110,0,N,57,21,41,207,USD,,,,18-Aug-10,18/08/10 12:33,18/08/10 12:33,18/08/10 12:33,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,27809,809-117,0,N,57,21,41,207,USD,,,,4-Sep-10,4/09/10 5:54,4/09/10 5:54,4/09/10 5:54,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,26667,809-107,0,N,57,21,41,207,USD,,,,13-Aug-10,13/08/10 8:44,13/08/10 8:44,13/08/10 8:44,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,28187,809-118,0,N,57,21,41,207,USD,,,,9-Sep-10,9/09/10 5:55,9/09/10 5:55,9/09/10 5:55,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,28780,809-121,0,N,57,21,41,207,USD,,,,17-Sep-10,17/09/10 8:14,17/09/10 8:14,17/09/10 8:14,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,28289,809-119,0,N,57,21,41,207,USD,,,,10-Sep-10,10/09/10 5:54,10/09/10 5:54,10/09/10 5:54,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,28508,809-120,0,N,57,21,41,207,USD,,,,12-Sep-10,12/09/10 6:00,12/09/10 6:00,12/09/10 6:00,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,32746,809-129,0,N,57,21,41,207,USD,,,,22-Oct-10,22/10/10 5:50,22/10/10 5:50,22/10/10 5:50,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,33023,809-130,0,N,57,21,41,207,USD,,,,27-Oct-10,27/10/10 6:36,27/10/10 6:36,27/10/10 6:36,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,32525,809-127,0,N,57,21,41,207,USD,,,,20-Oct-10,20/10/10 6:43,20/10/10 6:43,20/10/10 6:43,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,32285,809-125,0,N,57,21,41,207,USD,,,,16-Oct-10,16/10/10 9:26,16/10/10 9:26,16/10/10 9:26,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,32625,809-128,0,N,57,21,41,207,USD,,,,21-Oct-10,21/10/10 6:03,21/10/10 6:03,21/10/10 6:03,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,32365,809-126,0,N,57,21,41,207,USD,,,,17-Oct-10,17/10/10 5:52,17/10/10 5:52,17/10/10 5:52,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,30480,809-122,0,N,57,21,41,207,USD,,,,14-Oct-10,14/10/10 10:41,14/10/10 10:41,14/10/10 10:41,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,30572,809-123,0,N,57,21,41,207,USD,,,,14-Oct-10,14/10/10 10:46,14/10/10 10:46,14/10/10 10:46,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,32244,809-124,0,N,57,21,41,207,USD,,,,16-Oct-10,16/10/10 6:30,16/10/10 6:30,16/10/10 6:30,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,33897,809-135,0,N,57,21,41,207,USD,,,,4-Nov-10,4/11/10 5:46,4/11/10 5:46,4/11/10 5:46,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,33490,809-132,0,N,57,21,41,207,USD,,,,29-Oct-10,29/10/10 5:24,29/10/10 5:24,29/10/10 5:24,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,34180,809-137,0,N,57,21,41,207,USD,,,,6-Nov-10,6/11/10 6:49,6/11/10 6:49,6/11/10 6:49,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,33747,809-134,1,N,57,21,41,207,USD,,,,3-Nov-10,3/11/10 10:01,3/11/10 7:50,3/11/10 10:01,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,34060,809-136,0,N,57,21,41,207,USD,,,,5-Nov-10,5/11/10 5:55,5/11/10 5:55,5/11/10 5:55,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,33183,809-131,0,N,57,21,41,207,USD,,,,28-Oct-10,28/10/10 6:56,28/10/10 6:56,28/10/10 6:56,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,34288,809-138,0,N,57,21,41,207,USD,,,,7-Nov-10,7/11/10 4:36,7/11/10 4:36,7/11/10 4:36,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,33664,809-133,0,N,57,21,41,207,USD,,,,31-Oct-10,31/10/10 4:16,31/10/10 4:16,31/10/10 4:16,MANUAL,,MANUAL,Immediate
PURCHASE_ORDERS,3595,36019,809-151,0,N,57,21,41,207,USD,,,,8-Dec-10,8/12/10 16:48,8/12/10 16:48,8/12/10 16:48,MANUAL,,MANUAL,Immediate
