RECORD_TYPE:PURCHASE_ORDER_ACCOUNTING,PO_ACCOUNTING_LINE_ID,PO_SHIPMENT_ID,ACCOUNTING_LINE_NUM,COA_ID,CHARGE_ACCOUNT_ID,QTY,CHARGE_AMOUNT,REQUISITION_REF,DELIVER_TO_GEOGRAPHY_ID,DELIVER_TO_PERSON_ID,EXCHANGE_RATE_DATE,EXCHANGE_RATE,DESTINATION_TYPE,PROJECT_ID,EXPENDITURE_TYPE
PURCHASE_ORDER_ACCOUNTING,22816,21698,1,1,13401,366,64416,15572,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,29100,27946,1,1,13401,33,0,,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,23385,22267,1,1,13401,259,45584,15977,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,23448,22330,1,1,13401,170,29920,16017,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,29309,28151,1,1,13401,15,0,,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,25447,24322,1,1,13401,102,17952,17716,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,25448,24323,1,1,13401,240,42240,17717,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,25546,24459,1,1,13401,309,54384,18129,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,25547,24460,1,1,13401,113,19888,18130,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,25548,24461,1,1,13401,181,31856,18131,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,26343,25226,1,1,13401,1,176,18608,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,26344,25227,1,1,13401,161,28336,18607,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,26183,25046,1,1,13401,344,60544,18408,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,26952,25814,1,1,13401,42,7392,19159,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,26584,25467,1,1,13401,8,1408,18789,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,26740,25623,1,1,13401,42,7392,18968,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,26741,25624,1,1,13401,209,36784,18969,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,28675,27517,1,1,13401,344,60544,20494,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,28676,27518,1,1,13401,161,28336,20495,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,28677,27519,1,1,13401,209,0,,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,30146,28983,1,1,13401,109,19184,21988,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,30147,28984,1,1,13401,213,37488,21989,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,30148,28985,1,1,13401,142,24992,21990,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,30470,29287,1,1,13401,50,8800,22254,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,30568,29385,1,1,13401,121,21296,22382,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,30753,29570,1,1,13401,36,6336,22534,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,30271,29108,1,1,13401,46,8096,22119,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,30272,29109,1,1,13401,213,37488,22120,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,31205,30014,1,1,13401,30,0,,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,30871,29688,1,1,13401,26,4576,22665,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,30872,29689,1,1,13401,36,6336,22666,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,30873,29690,1,1,13401,109,0,,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,31047,29864,1,1,13401,24,0,,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,31310,30119,1,1,13401,122,21472,23083,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,31534,30345,1,1,13401,60,10560,23292,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,31535,30346,1,1,13401,4,704,23293,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,31825,30636,1,1,13401,126,22176,23538,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,31941,30751,1,1,13401,85,14960,23659,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,31942,30752,1,1,13401,12,2112,23660,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,31692,30503,1,1,13401,26,4576,23428,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,31693,30504,1,1,13401,4,704,23429,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,31694,30505,1,1,13401,31,5456,23430,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,32108,30918,1,1,13401,4,704,23842,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,32109,30919,1,1,13401,83,14608,23843,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,32286,31096,1,1,13401,133,23408,23972,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,32444,31234,1,1,13401,95,16720,24147,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,32445,31235,1,1,13401,12,2112,24148,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,32599,31389,1,1,13401,68,11968,24310,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,32600,31390,1,1,13401,4,704,24311,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,32715,31497,1,1,13401,116,20416,24487,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,32716,31498,1,1,13401,4,704,24488,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,32717,31499,1,1,13401,137,24112,24489,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,33096,31877,1,1,13401,121,21296,24887,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,33097,31878,1,1,13401,12,2112,24888,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,32858,31640,1,1,13401,65,11440,24612,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,33282,32059,1,1,13401,68,11968,25026,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,33283,32060,1,1,13401,4,704,25027,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,33613,32348,1,1,13401,56,9856,25408,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,33614,32349,1,1,13401,4,704,25409,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,33615,32350,1,1,13401,152,0,,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,33424,32201,1,1,13401,107,18832,25198,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,33425,32202,1,1,13401,4,704,25199,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,34147,32882,1,1,13401,32,0,,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,34148,32883,1,1,13401,4,0,,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,34149,32884,1,1,13401,90,0,,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,33935,32670,1,1,13401,120,0,,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,33936,32671,1,1,13401,134,0,,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,34339,33074,1,1,13401,32,0,,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,34340,33075,1,1,13401,4,0,,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,34341,33076,1,1,13401,68,0,,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,34342,33077,1,1,13401,408,0,,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,36312,35047,1,1,13401,43,7568,27736,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,36313,35048,1,1,13401,211,37136,27737,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,43616,42223,1,1,13401,4194,738144,34486,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,43702,42305,1,1,13401,225,39600,32225,414,57,11-Mar-03,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,43703,42305,2,1,13401,414,72864,32348,414,57,11-Mar-03,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,43704,42305,3,1,13401,93,16368,32596,414,57,11-Mar-03,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,43705,42305,4,1,13401,72,12672,32784,414,57,11-Mar-03,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,43706,42305,5,1,13401,198,34848,33521,414,57,11-Mar-03,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,43708,42305,7,1,13401,263,46288,34267,414,57,11-Mar-03,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,43709,42305,8,1,13401,200,35200,34082,414,57,11-Mar-03,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,43710,42305,9,1,13401,200,35200,34266,414,57,11-Mar-03,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,43711,42305,10,1,13401,263,46288,34081,414,57,11-Mar-03,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,43712,42305,11,1,13401,64,11264,33584,414,57,11-Mar-03,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,43713,42305,12,1,13401,200,35200,33804,414,57,11-Mar-03,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,43714,42305,13,1,13401,263,46288,33805,414,57,11-Mar-03,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,43715,42305,14,1,13401,263,46288,33928,414,57,11-Mar-03,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,43716,42306,1,1,13401,263,46288,34393,414,57,11-Mar-03,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,43717,42307,1,1,13401,200,35200,33929,414,57,11-Mar-03,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,43837,42416,1,1,13401,198,34848,34648,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,44103,42682,1,1,13401,483,85008,34925,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,44303,42882,1,1,13401,1142,200992,35137,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,44304,42883,1,1,13401,140,24640,35138,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,44305,42884,1,1,13401,93,16368,35139,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,44429,43008,1,1,13401,127,22352,35309,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,47791,46244,1,1,13401,77,13552,38410,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,47792,46245,1,1,13401,5,880,38411,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,47793,46246,1,1,13401,302,53152,38412,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,48127,46580,1,1,13401,60,10560,38766,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,48149,46602,1,1,13401,40,7040,38788,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,48625,47078,1,1,13401,65,11440,39170,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,48626,47079,1,1,13401,71,12496,39171,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,48627,47080,1,1,13401,115,20240,39172,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,47947,46400,1,1,13401,65,11440,38571,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,48374,46827,1,1,13401,234,41184,38985,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,48483,46936,1,1,13401,47,8272,39029,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,48874,47327,1,1,13401,140,24640,39426,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,48986,47439,1,1,13401,100,17600,39567,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,49103,47536,1,1,13401,42,7392,39640,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,49238,47652,1,1,13401,15,2640,39778,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,49239,47653,1,1,13401,110,19360,39779,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,49408,47821,1,1,13401,34,5984,39961,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,49409,47822,1,1,13401,110,19360,39962,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,49543,47956,1,1,13401,10,1760,40047,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,49625,48038,1,1,13401,100,17600,40128,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,49626,48039,1,1,13401,11,1936,40129,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,49780,48186,1,1,13401,267,46992,40296,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,48758,47211,1,1,13401,90,15840,39323,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,49960,48358,1,1,13401,70,12320,40480,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,50068,48466,1,1,13401,98,17248,40591,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,50221,48619,1,1,13401,103,18128,40803,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,50500,48898,1,1,13401,40,7040,41026,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,50757,49155,1,1,13401,142,24992,41323,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,50616,49014,1,1,13401,57,10032,41176,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,50891,49289,1,1,13401,80,14080,41490,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,50892,49290,1,1,13401,198,34848,41491,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,50971,49369,1,1,13401,158,27808,41555,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,50972,49370,1,1,13401,198,34848,41556,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,51407,49805,1,1,13401,23,4048,41938,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,51528,49926,1,1,13401,84,14784,42095,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,51684,50082,1,1,13401,33,5808,42250,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,51685,50083,1,1,13401,213,37488,42251,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,52219,50617,1,1,13401,143,25168,42746,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,52374,50772,1,1,13401,185,32560,42887,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,53152,51530,1,1,13401,146,25696,43548,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,53534,51952,1,1,13401,50,8800,43904,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,53388,51766,1,1,13401,30,5280,43756,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,54115,52378,1,1,13401,267,46992,44420,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,54868,53151,1,1,13401,29,5104,45058,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,54172,52435,1,1,13401,267,46992,44500,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,55226,53509,1,1,13401,19,3344,45437,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,55227,53510,1,1,13401,302,53152,45438,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,55005,53288,1,1,13401,58,10208,45227,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,55537,53820,1,1,13401,236,41536,45641,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,55704,53987,1,1,13401,79,13904,45764,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,56274,54557,1,1,13401,28,4928,46263,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,56275,54558,1,1,13401,302,53152,46264,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,57241,55577,1,1,13401,152,26752,47116,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,57242,55578,1,1,13401,312,54912,47117,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,57243,55579,1,1,13401,115,20240,47118,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,56467,54790,1,1,13401,112,19712,46448,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,57852,56188,1,1,13401,133,23408,47738,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,58000,56336,1,1,13401,54,9504,47851,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,58001,56337,1,1,13401,125,22000,47853,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,57704,56040,1,1,13401,30,5280,47555,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,57456,55792,1,1,13401,16,2816,47353,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,58424,56760,1,1,13401,98,17248,48251,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,57457,55793,1,1,13401,180,31680,47354,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,58184,56520,1,1,13401,117,20592,48009,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,58185,56521,1,1,13401,110,19360,48010,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,58603,56939,1,1,13401,75,13200,48369,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,58345,56681,1,1,13401,108,19008,48173,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,56687,55010,1,1,13401,225,39600,46626,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,59025,57341,1,1,13401,263,46288,48637,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,59350,57666,1,1,13401,159,27984,48955,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,59191,57507,1,1,13401,71,12496,48807,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,59789,58105,1,1,13401,52,9152,49335,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,59925,58241,1,1,13401,104,18304,49488,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,59192,57508,1,1,13401,263,46288,48808,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,60275,58571,1,1,13401,219,38544,49758,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,60647,58943,1,1,13401,10,1760,50117,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,63117,61375,1,1,13401,215,37840,52222,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,63118,61376,1,1,13401,125,22000,52223,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,63119,61377,1,1,13401,335,58960,52224,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,63120,61378,1,1,13401,215,37840,52225,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,63290,61548,1,1,13401,1326,233376,52306,414,20,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,63291,61549,1,1,13401,105,18480,52307,414,20,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,66436,64694,1,1,13401,144,25344,54026,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,66243,64501,1,1,13401,190,33440,53847,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,66244,64502,1,1,13401,400,70400,53848,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,66754,65012,1,1,13401,38,6688,54212,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,67189,65436,1,1,13401,68,11968,54538,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,67190,65437,1,1,13401,215,37840,54539,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,66914,65172,1,1,13401,32,5632,54407,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,66915,65173,1,1,13401,49,8624,54408,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,67895,66144,1,1,13401,24,4224,55087,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,67896,66145,1,1,13401,215,37840,55088,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,67616,65865,1,1,13401,159,27984,54861,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,68330,66560,1,1,13401,155,27280,55355,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,69075,67305,1,1,13401,75,13200,55919,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,66916,65174,1,1,13401,215,37840,54409,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,68786,67016,1,1,13401,249,43824,55733,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,69743,67919,1,1,13401,482,84832,56526,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,69531,67707,1,1,13401,130,22880,56332,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,69902,68078,1,1,13401,145,25520,56687,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,70467,68642,1,1,13401,610,107360,57120,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,68665,66895,1,1,13401,783,137808,55632,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,70226,68401,1,1,13401,255,44880,56939,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,70227,68402,1,1,13401,212,37312,56940,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,70332,68507,1,1,13401,390,68640,57039,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,70723,68918,1,1,13401,95,16720,57400,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,71136,69331,1,1,13401,60,10560,57665,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,71842,70037,1,1,13401,230,40480,57913,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,70466,68641,1,1,13401,82,14432,57119,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,72247,70442,1,1,13401,160,28160,58154,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,72433,70628,1,1,13401,137,24112,58290,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,70882,69077,1,1,13401,80,14080,57518,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,70623,68818,1,1,13401,110,19360,57269,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,72804,70999,1,1,13401,335,58960,58591,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,73092,71268,1,1,13401,6,1056,58785,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,73217,71393,1,1,13401,282,49632,58891,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,73336,71512,1,1,13401,344,60544,59026,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,73337,71513,1,1,13401,365,64240,59027,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,72044,70239,1,1,13401,431,75856,58042,414,57,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,73726,71902,1,1,13401,37,6512,59348,414,57,,,INVENTORY,,
