,CSI062008,N,Paper -  office supply item,,Immediate,10001,20-Jun-15,20-Jun-15,USD,,,,16600.56,USD,16600.56,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,230234,17-Nov-15,5,2034,ERS-8489-179857,N,Receipt Invoice automatically created on 17-NOV-08,,15 Net (terms date + 15),10013,17-Nov-15,17-Nov-15,USD,17-Nov-08,1,,29240.76,USD,29240.76,ERS,STANDARD,ERS,N,,STANDARD,17/11/15 0:00
INVOICES,230474,19-Nov-15,578,1275,ERS-8491-180057,N,Receipt Invoice automatically created on 17-NOV-08,,45 Net (terms date + 45),10003,17-Nov-15,17-Nov-15,USD,17-Nov-08,1,,129766,USD,129766,ERS,STANDARD,ERS,N,,SIZZLE,17/11/15 0:00
INVOICES,230357,18-Nov-15,22,1971,OPS200839405,N,,,Immediate,10001,18-Nov-15,18-Nov-15,USD,,,,4650.15,USD,4650.15,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,230958,25-Nov-15,22,1971,OPS200839412,N,,,Immediate,10001,25-Nov-15,25-Nov-15,USD,,,,4650.15,USD,4650.15,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,231174,27-Nov-15,22,2035,ERS-8503-180662,N,Receipt Invoice automatically created on 20-NOV-08,,"4/10, 3/20, 2/30 Net  60",10009,20-Nov-15,20-Nov-15,USD,20-Nov-08,1,,4177.26,USD,4177.26,ERS,STANDARD,ERS,N,,STANDARD,20/11/15 0:00
INVOICES,230854,24-Nov-15,415,1087,ERS-8499-180397,N,Receipt Invoice automatically created on 20-NOV-08,,45 Net (terms date + 45),10003,20-Nov-15,20-Nov-15,USD,20-Nov-08,1,,11229.76,USD,11229.76,ERS,STANDARD,ERS,N,,STANDARD,20/11/15 0:00
INVOICES,230858,24-Nov-15,578,1275,ERS-8494-180323,N,Receipt Invoice automatically created on 17-NOV-08,,45 Net (terms date + 45),10003,17-Nov-15,17-Nov-15,USD,17-Nov-08,1,,129766,USD,129766,ERS,STANDARD,ERS,N,,SIZZLE,17/11/15 0:00
INVOICES,231421,2-Dec-15,1555,3738,ERS-8507-180797,N,Receipt Invoice automatically created on 02-DEC-08,,45 Net (terms date + 45),10003,2-Dec-15,2-Dec-15,USD,2-Dec-08,1,,130.2,USD,130.2,ERS,STANDARD,ERS,N,,STANDARD,2/12/15 0:00
INVOICES,232726,11-Dec-15,415,1087,ERS-8508-181877,N,Receipt Invoice automatically created on 11-DEC-08,,45 Net (terms date + 45),10003,11-Dec-15,11-Dec-15,USD,11-Dec-08,1,,73291.76,USD,73291.76,ERS,STANDARD,ERS,N,,STANDARD,11/12/15 0:00
INVOICES,232727,11-Dec-15,9,12,OPS200839428,N,,,Immediate,10001,11-Dec-15,11-Dec-15,USD,,,,26224.46,USD,26224.46,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,233556,16-Dec-15,4,4,OPS200839433,N,,,Immediate,10001,16-Dec-15,16-Dec-15,USD,,,,55042.06,USD,55042.06,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,233855,17-Dec-15,209,330,OPS200839434,N,,,Immediate,10001,17-Dec-15,17-Dec-15,USD,,,,138380.9,USD,138380.9,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,233270,15-Dec-15,21,1969,OPS200839431,N,,,30 Net (terms date + 30),10002,14-Dec-15,14-Dec-15,USD,,,,105692.03,USD,105692.03,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,234134,19-Dec-15,578,1275,ERS-8515-182911,N,Receipt Invoice automatically created on 18-DEC-08,,45 Net (terms date + 45),10003,18-Dec-15,18-Dec-15,USD,18-Dec-08,1,,236964,USD,236964,ERS,STANDARD,ERS,N,,SIZZLE,18/12/15 0:00
INVOICES,234447,25-Dec-15,22,2035,ERS-8528-183097,N,Receipt Invoice automatically created on 23-DEC-08,,"4/10, 3/20, 2/30 Net  60",10009,23-Dec-15,23-Dec-15,USD,23-Dec-08,1,,3906,USD,3906,ERS,STANDARD,ERS,N,,STANDARD,23/12/15 0:00
INVOICES,234448,25-Dec-15,22,2035,ERS-8529-183098,N,Receipt Invoice automatically created on 20-DEC-08,,"4/10, 3/20, 2/30 Net  60",10009,20-Dec-15,20-Dec-15,USD,20-Dec-08,1,,1844.5,USD,1844.5,ERS,STANDARD,ERS,N,,STANDARD,20/12/15 0:00
INVOICES,234405,24-Dec-15,209,330,OPS200839441,N,,,Immediate,10001,24-Dec-15,24-Dec-15,USD,,,,138380.9,USD,138380.9,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,234345,23-Dec-15,5,2034,ERS-8523-183011,N,Receipt Invoice automatically created on 19-DEC-08,,15 Net (terms date + 15),10013,19-Dec-15,19-Dec-15,USD,19-Dec-08,1,,27114.16,USD,27114.16,ERS,STANDARD,ERS,N,,STANDARD,19/12/15 0:00
INVOICES,234589,29-Dec-15,6,7,OPS200839444,N,,,30 Net (terms date + 30),10002,27-Dec-15,27-Dec-15,USD,,,,62506.86,USD,62506.86,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,234603,30-Dec-15,21,41,ERS-12286-183206,N,Receipt Invoice automatically created on 02-DEC-08,,45 Net (terms date + 45),10003,2-Dec-15,2-Dec-15,USD,2-Dec-08,1,,4585934.96,USD,4585934.96,ERS,STANDARD,ERS,N,,STANDARD,2/12/15 0:00
INVOICES,234611,31-Dec-15,415,1087,ERS-8535-183210,N,Receipt Invoice automatically created on 10-NOV-08,,45 Net (terms date + 45),10003,10-Nov-15,10-Nov-15,USD,10-Nov-08,1,,79422,USD,79422,ERS,STANDARD,ERS,N,,STANDARD,10/11/15 0:00
INVOICES,234450,25-Dec-15,9,12,OPS200839442,N,,,Immediate,10001,25-Dec-15,25-Dec-15,USD,,,,26224.46,USD,26224.46,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,234576,29-Dec-15,1718,4081,ERS-21-DEC-08-183192,N,Receipt Invoice automatically created on 21-DEC-08,,45 Net (terms date + 45),10003,21-Dec-15,21-Dec-15,USD,21-Dec-08,1,,306181.83,USD,306181.83,ERS,STANDARD,ERS,N,,STANDARD,21/12/15 0:00
INVOICES,234580,29-Dec-15,11,15,ERS-12281-183196,N,Receipt Invoice automatically created on 20-DEC-08,,2/10 Net 45,10007,20-Dec-15,20-Dec-15,USD,20-Dec-08,1,,18317.57,USD,18317.57,ERS,STANDARD,ERS,N,,EDI,20/12/15 0:00
INVOICES,234691,6-Jan-16,4,4,OPS200939084,N,,,Immediate,10001,2-Jan-16,2-Jan-16,USD,,,,57461.6,USD,57461.6,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,234586,29-Dec-15,21,41,ERS-12282-183202,N,Receipt Invoice automatically created on 21-DEC-08,,Immediate,10001,21-Dec-15,21-Dec-15,USD,21-Dec-08,1,,43336.48,USD,43336.48,ERS,STANDARD,ERS,N,,STANDARD,21/12/15 0:00
INVOICES,234693,6-Jan-16,9,12,OPS200939086,N,,,Immediate,10001,4-Jan-16,4-Jan-16,USD,,,,27374.56,USD,27374.56,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,234861,9-Jan-16,4,4,OPS200939091,N,,,Immediate,10001,9-Jan-16,9-Jan-16,USD,,,,57461.6,USD,57461.6,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,235328,21-Jan-16,21,1969,OPS200939103,N,,,30 Net (terms date + 30),10002,21-Jan-16,21-Jan-16,USD,,,,110342.18,USD,110342.18,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,235958,4-Feb-16,415,1087,ERS-8561-184191,N,Receipt Invoice automatically created on 03-FEB-09,,45 Net (terms date + 45),10003,3-Feb-16,3-Feb-16,USD,3-Feb-09,1,,78228.5,USD,78228.5,ERS,STANDARD,ERS,N,,STANDARD,3/02/16 0:00
INVOICES,236050,6-Feb-16,6,7,OPS200939119,N,,,30 Net (terms date + 30),10002,6-Feb-16,6-Feb-16,USD,,,,66684.1,USD,66684.1,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,236427,16-Feb-16,557,1233,ERS-8569-184609,N,Receipt Invoice automatically created on 16-FEB-09,,45 Net (terms date + 45),10003,16-Feb-16,16-Feb-16,USD,16-Feb-09,1,,3294.06,USD,3294.06,ERS,STANDARD,ERS,N,,STANDARD,16/02/16 0:00
INVOICES,236342,12-Feb-16,557,1233,ERS-8568-184532,N,Receipt Invoice automatically created on 12-FEB-09,,45 Net (terms date + 45),10003,12-Feb-16,12-Feb-16,USD,12-Feb-09,1,,533.82,USD,533.82,ERS,STANDARD,ERS,N,,STANDARD,12/02/16 0:00
INVOICES,236792,24-Feb-16,11,15,ERS-5043-184916,N,Receipt Invoice automatically created on 24-FEB-09,,2/10 Net 45,10007,24-Feb-16,24-Feb-16,USD,24-Feb-09,1,,6937.09,USD,6937.09,ERS,STANDARD,ERS,N,,EDI,24/02/16 0:00
INVOICES,236642,20-Feb-16,578,1275,ERS-8574-184803,N,Receipt Invoice automatically created on 17-FEB-09,,45 Net (terms date + 45),10003,17-Feb-16,17-Feb-16,USD,17-Feb-09,1,,126945,USD,126945,ERS,STANDARD,ERS,N,,SIZZLE,17/02/16 0:00
INVOICES,236940,27-Feb-16,21,1969,OPS200939141,N,,,30 Net (terms date + 30),10002,27-Feb-16,27-Feb-16,USD,,,,112758.12,USD,112758.12,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,236922,27-Feb-16,3,2036,ERS-8586-185026,N,Receipt Invoice automatically created on 24-FEB-09,,45 Net (terms date + 45),10003,24-Feb-16,24-Feb-16,USD,24-Feb-09,1,,59787,USD,59787,ERS,STANDARD,ERS,N,,SIZZLE,24/02/16 0:00
INVOICES,236923,27-Feb-16,578,1275,ERS-8587-185027,N,Receipt Invoice automatically created on 24-FEB-09,,45 Net (terms date + 45),10003,24-Feb-16,24-Feb-16,USD,24-Feb-09,1,,253890,USD,253890,ERS,STANDARD,ERS,N,,SIZZLE,24/02/16 0:00
INVOICES,236924,27-Feb-16,6,7,OPS200939140,N,,,30 Net (terms date + 30),10002,27-Feb-16,27-Feb-16,USD,,,,66684.1,USD,66684.1,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
