CONTRACT_LINES,49569,60579,Goods,6,61442,32,Diode,Each,,0.21,,N
CONTRACT_LINES,49569,60580,Goods,7,61427,32,Label,Each,,0.15,,N
CONTRACT_LINES,49569,60581,Goods,8,61435,32,Label,Each,,0.15,,N
CONTRACT_LINES,49569,60582,Goods,9,61443,32,Label,Each,,0.15,,N
CONTRACT_LINES,49520,60515,Goods,1,61422,32,GG Circuit Board,Each,,2.35,,N
CONTRACT_LINES,49520,60516,Goods,2,61430,32,Standard Laptop Circuit Board,Each,,18.9,,N
CONTRACT_LINES,49520,60517,Goods,3,61438,32,Lite Desktop Circuit Board,Each,,9,,N
CONTRACT_LINES,50825,62240,Goods,1,64559,30,Std. Desktop Monitor II,Each,,115.5,,N
CONTRACT_LINES,50825,62241,Goods,2,64560,30,Deluxe Desktop Monitor II,Each,,115.5,,N
CONTRACT_LINES,50931,62368,Outside processing,1,67559,2121,Lancet Sterilization - OSP,Each,,0.002,,N
CONTRACT_LINES,51337,62915,Goods,1,70562,3452,Chassis for Vision Car,Each,,5000,,N
CONTRACT_LINES,51337,62916,Goods,2,70565,3454,Brake Plates,Each,,100,,N
CONTRACT_LINES,51337,62917,Goods,3,70567,3455,Crank Case,Each,,2000,,N
CONTRACT_LINES,51337,62918,Goods,4,70568,3455,Crank Shaft,Each,,2000,,N
CONTRACT_LINES,51337,62919,Goods,5,70577,3455,Crank Case,Each,,3000,,N
CONTRACT_LINES,51337,62920,Goods,6,70578,3455,Crank Shaft,Each,,3000,,N
CONTRACT_LINES,51337,62921,Goods,7,70586,3452,Chasis for Vision Car,Each,,10000,,N
CONTRACT_LINES,51337,62922,Goods,8,70589,3454,Brake Plates,Each,,2000,,N
CONTRACT_LINES,51337,62923,Goods,9,70591,3455,Crank Case,Each,,5000,,N
CONTRACT_LINES,51337,62924,Goods,10,70592,3455,Crank Shaft,Each,,5000,,N
CONTRACT_LINES,51338,62925,Goods,1,72580,3452,Blue Paint,Gallon,,3000,,N
CONTRACT_LINES,51338,62928,Goods,2,70563,3453,Tire,Each,,50,,N
CONTRACT_LINES,51338,62929,Goods,3,72581,3452,White Paint,Gallon,,3000,,N
CONTRACT_LINES,51338,62930,Goods,4,70587,3453,Tire,Each,,100,,N
CONTRACT_LINES,51338,64949,Goods,5,92609,3455,Automotive Engine Oil,Quart,,4,,N
CONTRACT_LINES,51338,64950,Goods,6,92610,3455,Automotive Oil Filter,Each,,2,,N
CONTRACT_LINES,51338,64951,Goods,7,92611,3455,Automotive Spark Plug,Each,,4,,N
CONTRACT_LINES,51338,64952,Goods,8,92612,3452,Automotive Front Wiper Blade,Each,,12,,N
CONTRACT_LINES,52142,63926,Goods,1,80598,34,Deluxe Laptop Power Supply,Each,,42.5,,N
CONTRACT_LINES,53189,65255,Goods,1,59392,3114,Opening Soon Banner,Each,,15,,N
CONTRACT_LINES,53189,65256,Goods,2,59393,3115,"Refrigerator, 6' Walk-in",Each,,10000,,N
CONTRACT_LINES,53189,65257,Goods,3,59395,3116,Bathroom Sink,Each,,100,,N
CONTRACT_LINES,53189,65258,Goods,4,59396,3116,Kitchen Sink,Each,,200,,N
CONTRACT_LINES,53189,65259,Goods,5,59397,3115,Water Filter,Each,,50,,N
CONTRACT_LINES,53189,65260,Goods,6,59398,3115,Ice Machine,Each,,500,,N
CONTRACT_LINES,53189,65261,Goods,7,59399,3116,Overhead Track Lighting 4‰Ûª,Each,,30,,N
CONTRACT_LINES,53189,65262,Goods,8,59400,3116,Display mirror,Each,,30,,N
CONTRACT_LINES,53189,65263,Goods,9,59401,3116,Full Length Mirror,Each,,100,,N
CONTRACT_LINES,53189,65264,Goods,10,59387,3116,"Shelf.5.5"".1"".36"".Gondola.DVD",Each,,35,,N
CONTRACT_LINES,53189,65265,Goods,11,59388,3116,"Shelf...4"" W/Backsplash.Super Heavy Duty.All Purpose",Each,,15,,N
CONTRACT_LINES,53189,65266,Goods,12,59389,3116,"Shelf.26""...Super Heavy Duty.",Each,,65,,N
CONTRACT_LINES,53189,65267,Goods,13,59390,3116,"Shelf.32""...Super Heavy Duty.",Each,,65,,N
CONTRACT_LINES,53189,65268,Goods,14,59391,3116,"Shelf.8"".12"".26"".w/Backsplash.Software",Each,,45,,N
CONTRACT_LINES,53531,65789,Goods,2,59402,26,NonStock Direct: Shelving Installation Services,Hour,,45,,N
