RECORD_TYPE:PURCHASE_ORDERS,PO_ID,PO_NUMBER,LATEST_REVISION,CANCEL_FLAG,PERSON_ID,SUPPLIER_ID,SUPPLIER_SITE_ID,GEOGRAPHY_ID,CURRENCY_CODE,CURRENCY_RATE_TYPE,CURRENCY_EXCHANGE_DATE,CURRENCY_EXCHANGE_RATE,CREATION_DATE,ORIG_APPROVAL_SUBMIT_DATE,ORIG_APPROVED_DATE,LATEST_APPROVED_DATE,TRANSMISSION_METHOD,PAY_ON_CODE,CREATION_METHOD,PAY_TERMS,PAYMENT_TERMS_ID
PURCHASE_ORDERS,80605,5353,0,N,31,3,2036,204,USD,,,,27-Jul-13,27/07/13 2:04,27/07/13 2:04,27/07/13 2:04,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,80831,5356,0,N,31,578,1275,204,USD,,,,3-Aug-13,3/08/13 2:13,3/08/13 2:13,3/08/13 2:13,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,81054,5359,0,N,31,415,1087,204,USD,,,,8-Aug-13,8/08/13 2:04,8/08/13 2:04,8/08/13 2:04,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,81625,5379,0,N,25,147,2033,204,USD,,,,7-Sep-13,20/11/13 6:52,20/11/13 6:52,20/11/13 6:52,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,81859,5387,0,N,59,537,1193,204,USD,,11-Sep-13,,11-Sep-13,11/09/13 16:03,11/09/13 16:04,11/09/13 16:04,NONE,RECEIPT,AUTOCREATE,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82045,5391,0,N,25,557,1233,204,USD,,14-Sep-13,,14-Sep-13,7/12/14 2:22,7/12/14 2:22,7/12/14 2:22,B2B,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82048,5394,0,N,25,415,1087,204,USD,,14-Sep-13,,14-Sep-13,7/12/14 2:23,7/12/14 2:23,7/12/14 2:23,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82051,5397,1,N,25,22,2035,204,USD,,14-Sep-13,,14-Sep-13,14/09/13 4:48,14/09/13 4:48,15/09/13 2:10,MANUAL,RECEIPT,WORKFLOW,"4/10, 3/20, 2/30 Net  60",10009
PURCHASE_ORDERS,82052,5398,0,N,31,147,2033,204,USD,,14-Sep-13,,14-Sep-13,14/09/13 4:48,14/09/13 4:48,14/09/13 4:48,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82053,5399,0,N,31,415,1087,204,USD,,14-Sep-13,,14-Sep-13,14/09/13 4:48,14/09/13 4:48,14/09/13 4:48,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82059,5401,0,N,59,145,255,207,USD,,,,14-Sep-13,14/09/13 11:16,14/09/13 11:17,14/09/13 11:17,NONE,RECEIPT,COPY_DOCUMENT,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82079,5402,0,N,57,1595,3778,2402,USD,,14-Sep-13,,14-Sep-13,14/09/13 13:06,14/09/13 13:06,14/09/13 13:06,MANUAL,,MANUAL,30 Net (terms date + 30),10002
PURCHASE_ORDERS,82240,5403,0,N,25,557,1233,204,USD,,,,18-Sep-13,20/11/13 6:48,20/11/13 6:48,20/11/13 6:48,B2B,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,81627,5381,0,N,25,557,1233,204,USD,,,,7-Sep-13,20/11/13 6:51,20/11/13 6:51,20/11/13 6:51,B2B,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,81842,5386,0,N,59,145,255,207,USD,,11-Sep-13,,11-Sep-13,11/09/13 12:11,11/09/13 12:11,11/09/13 12:11,NONE,RECEIPT,MANUAL,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82293,5408,0,N,59,517,1173,207,USD,,,,19-Sep-13,19/09/13 11:48,19/09/13 11:48,19/09/13 11:48,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,81839,5384,0,N,59,537,1193,204,USD,,,,11-Sep-13,11/09/13 11:03,11/09/13 11:03,11/09/13 11:03,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,81257,5367,0,N,25,9,12,204,USD,,,,18-Aug-13,20/11/13 6:53,20/11/13 6:53,20/11/13 6:53,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,85650,5475,0,N,57,147,259,207,USD,,30-Nov-13,,30-Nov-13,30/11/13 12:48,30/11/13 12:48,30/11/13 12:48,MANUAL,RECEIPT,MANUAL,2/10 Net 45,10007
PURCHASE_ORDERS,81478,5378,0,N,25,909,2013,207,USD,,,,29-Aug-13,29/08/13 18:27,29/08/13 18:27,29/08/13 18:27,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,81476,5376,0,N,59,537,1193,204,USD,,,,29-Aug-13,29/08/13 11:44,29/08/13 11:44,29/08/13 11:44,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,81780,5383,0,N,25,147,2033,204,USD,,,,11-Sep-13,20/11/13 6:51,20/11/13 6:51,20/11/13 6:51,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82356,5410,2,N,59,145,255,207,USD,,20-Sep-13,,20-Sep-13,20/09/13 14:12,20/09/13 14:12,20/09/13 14:39,NONE,RECEIPT,MANUAL,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82746,5418,0,N,59,145,255,207,USD,,27-Sep-13,,27-Sep-13,27/09/13 11:48,27/09/13 11:48,27/09/13 11:48,NONE,RECEIPT,MANUAL,45 Net (terms date + 45),10003
PURCHASE_ORDERS,84289,5444,0,N,31,3,2036,204,USD,,25-Oct-13,,25-Oct-13,25/10/13 5:07,25/10/13 5:07,25/10/13 5:07,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82334,5409,0,N,31,5,2034,204,USD,,20-Sep-13,,20-Sep-13,20/09/13 2:16,20/09/13 2:16,20/09/13 2:16,MANUAL,RECEIPT,WORKFLOW,15 Net (terms date + 15),10013
PURCHASE_ORDERS,82605,5415,0,N,57,21,41,1997,USD,,25-Sep-13,,25-Sep-13,25/09/13 8:53,25/09/13 8:53,25/09/13 8:53,MANUAL,RECEIPT,MANUAL,2/10 NET 30,10014
PURCHASE_ORDERS,82906,5421,0,N,59,537,1193,204,USD,,28-Sep-13,,28-Sep-13,28/09/13 11:40,28/09/13 11:40,28/09/13 11:40,NONE,RECEIPT,AUTOCREATE,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82524,5414,0,N,59,537,1193,204,USD,,,,22-Sep-13,22/09/13 18:20,22/09/13 18:20,22/09/13 18:20,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,83763,5435,0,N,25,147,2033,204,USD,,,,11-Oct-13,11/10/13 4:08,11/10/13 4:09,11/10/13 4:09,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,84408,5447,0,N,25,1078,2651,204,GBP,Corporate,30-Oct-13,1.876172608,30-Oct-13,30/10/13 17:54,30/10/13 17:55,30/10/13 17:55,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,83313,5426,0,N,25,147,2033,204,USD,,,,3-Oct-13,3/10/13 4:10,3/10/13 4:10,3/10/13 4:10,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,83963,5438,0,N,25,557,1233,204,USD,,,,17-Oct-13,17/10/13 4:08,17/10/13 4:08,17/10/13 4:08,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,83603,5429,0,N,25,557,1233,204,USD,,,,9-Oct-13,9/10/13 5:20,9/10/13 5:20,9/10/13 5:20,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,84589,5450,0,N,25,147,2033,204,USD,,,,3-Nov-13,3/11/13 4:07,3/11/13 4:07,3/11/13 4:07,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,83312,5425,0,N,31,578,1275,204,USD,,3-Oct-13,,3-Oct-13,3/10/13 4:07,3/10/13 4:07,3/10/13 4:07,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,84667,5452,0,N,25,557,1233,204,USD,,,,7-Nov-13,7/11/13 4:07,7/11/13 4:07,7/11/13 4:07,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,83125,5422,0,N,57,5,6,207,USD,,29-Sep-13,,29-Sep-13,29/09/13 13:30,29/09/13 13:30,29/09/13 13:30,MANUAL,RECEIPT,MANUAL,2/10 NET 30,10014
PURCHASE_ORDERS,83687,5434,0,N,31,147,2033,204,USD,,10-Oct-13,,10-Oct-13,10/10/13 4:06,10/10/13 4:06,10/10/13 4:06,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,83456,5427,0,N,25,9,12,204,USD,,,,5-Oct-13,5/10/13 4:07,5/10/13 4:07,5/10/13 4:07,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,84113,5442,0,N,31,5,2034,204,USD,,20-Oct-13,,20-Oct-13,20/10/13 4:06,20/10/13 4:06,20/10/13 4:06,MANUAL,RECEIPT,WORKFLOW,15 Net (terms date + 15),10013
PURCHASE_ORDERS,85630,5474,0,N,8924,1221,2895,18168,USD,,30-Nov-13,,30-Nov-13,30/11/13 9:46,30/11/13 9:47,30/11/13 9:47,MANUAL,,MANUAL,45 Net (terms date + 45),10003
PURCHASE_ORDERS,85590,5472,0,N,25,415,1087,204,USD,,28-Nov-13,,28-Nov-13,28/11/13 4:10,28/11/13 4:10,28/11/13 4:10,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,85711,5476,0,N,59,145,255,204,USD,,,,1-Dec-13,1/12/13 15:54,1/12/13 15:54,1/12/13 15:54,MANUAL,RECEIPT,AWARD_SOURCING,45 Net (terms date + 45),10003
PURCHASE_ORDERS,85063,5462,0,N,25,557,1233,204,USD,,,,14-Nov-13,14/11/13 17:04,14/11/13 17:04,14/11/13 17:04,B2B,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,85541,5471,0,N,31,3,2036,204,USD,,27-Nov-13,,27-Nov-13,27/11/13 4:10,27/11/13 4:10,27/11/13 4:10,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,84918,5459,0,N,25,147,2033,204,USD,,,,13-Nov-13,13/11/13 5:07,13/11/13 5:07,13/11/13 5:07,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,85754,5479,0,N,31,578,1275,204,USD,,4-Dec-13,,4-Dec-13,4/12/13 14:56,4/12/13 14:56,4/12/13 14:56,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,86017,5482,0,N,25,557,1233,204,USD,,,,8-Dec-13,8/12/13 3:56,8/12/13 3:56,8/12/13 3:56,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,85828,5480,0,N,25,9,12,204,USD,,,,6-Dec-13,6/12/13 5:07,6/12/13 5:07,6/12/13 5:07,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,86174,5487,0,N,57,21,41,1997,USD,,11-Dec-13,,11-Dec-13,11/12/13 14:49,11/12/13 14:49,11/12/13 14:49,B2B,RECEIPT,MANUAL,2/10 NET 30,10014
PURCHASE_ORDERS,85350,5467,0,N,25,22,2035,204,USD,,21-Nov-13,,21-Nov-13,21/11/13 4:09,21/11/13 4:09,21/11/13 4:09,MANUAL,RECEIPT,WORKFLOW,"4/10, 3/20, 2/30 Net  60",10009
PURCHASE_ORDERS,86137,5485,0,N,31,147,2033,204,USD,,11-Dec-13,,11-Dec-13,11/12/13 3:55,11/12/13 3:55,11/12/13 3:55,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,86240,5490,0,N,25,147,2033,204,USD,,,,12-Dec-13,12/12/13 3:56,12/12/13 3:56,12/12/13 3:56,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,87749,5526,0,N,25,557,1233,204,USD,,,,19-Jan-14,19/01/14 5:07,19/01/14 5:07,19/01/14 5:07,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,87881,5528,0,N,57,1159,2835,207,USD,,,,22-Jan-14,22/01/14 23:44,22/01/14 23:44,22/01/14 23:44,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,88103,5534,0,N,57,11,15,209,USD,,24-Jan-14,,24-Jan-14,24/01/14 9:19,24/01/14 9:19,24/01/14 9:19,MANUAL,RECEIPT,MANUAL,2/10 Net 45,10007
PURCHASE_ORDERS,87539,5514,0,N,31,578,1275,204,USD,,17-Jan-14,,17-Jan-14,17/01/14 5:05,17/01/14 5:06,17/01/14 5:06,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,87128,5493,0,N,59,537,1193,204,USD,,8-Jan-14,,8-Jan-14,8/01/14 12:52,8/01/14 12:52,8/01/14 12:52,NONE,RECEIPT,AUTOCREATE,45 Net (terms date + 45),10003
PURCHASE_ORDERS,87143,5494,0,N,25,557,1233,204,USD,,,,8-Jan-14,8/01/14 15:07,8/01/14 15:07,8/01/14 15:07,B2B,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,87205,5495,0,N,57,21,41,1997,USD,,9-Jan-14,,9-Jan-14,9/01/14 14:06,9/01/14 14:06,9/01/14 14:06,B2B,RECEIPT,MANUAL,2/10 NET 30,10014
PURCHASE_ORDERS,87341,5512,0,N,59,1555,3738,204,USD,,,,11-Jan-14,11/01/14 11:07,11/01/14 11:07,11/01/14 11:07,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,87291,5502,0,N,31,415,1087,204,USD,,11-Jan-14,,11-Jan-14,11/01/14 5:03,11/01/14 5:03,11/01/14 5:03,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,87296,5507,0,N,25,415,1087,204,USD,,11-Jan-14,,11-Jan-14,11/01/14 5:06,11/01/14 5:06,11/01/14 5:06,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,87297,5508,0,N,31,578,1275,204,USD,,11-Jan-14,,11-Jan-14,11/01/14 5:03,11/01/14 5:03,11/01/14 5:03,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,87298,5509,0,N,25,557,1233,204,USD,,11-Jan-14,,11-Jan-14,11/01/14 5:06,11/01/14 5:06,11/01/14 5:06,B2B,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,87211,5497,0,N,59,537,1193,204,USD,,,,10-Jan-14,10/01/14 11:17,10/01/14 11:17,10/01/14 11:17,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,87882,5529,0,N,57,1159,2835,207,USD,,,,22-Jan-14,22/01/14 23:44,22/01/14 23:44,22/01/14 23:44,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,87981,5531,0,N,57,21,1969,207,USD,,23-Jan-14,,23-Jan-14,23/01/14 9:17,23/01/14 9:18,23/01/14 9:18,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,87744,5521,0,N,25,557,1233,204,USD,,,,19-Jan-14,19/01/14 5:07,19/01/14 5:07,19/01/14 5:07,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,88431,5539,0,N,31,578,1275,204,USD,,2-Feb-14,,2-Feb-14,2/02/14 5:03,2/02/14 5:03,2/02/14 5:03,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,88553,5541,0,N,31,415,1087,204,USD,,5-Feb-14,,5-Feb-14,5/02/14 4:05,5/02/14 4:05,5/02/14 4:05,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,88653,5546,0,N,57,21,1969,207,USD,,6-Feb-14,,6-Feb-14,6/02/14 7:07,6/02/14 7:07,6/02/14 7:07,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,89777,5559,0,N,25,1,761,204,USD,,22-Feb-14,,22-Feb-14,22/02/14 13:48,22/02/14 13:48,22/02/14 13:48,MANUAL,,MANUAL,30 Net (terms date + 30),10002
PURCHASE_ORDERS,89115,5554,0,N,25,557,1233,204,USD,,,,14-Feb-14,14/02/14 5:06,14/02/14 5:06,14/02/14 5:06,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,88798,5547,0,N,25,557,1233,204,USD,,8-Feb-14,,8-Feb-14,8/02/14 5:06,8/02/14 5:06,8/02/14 5:06,B2B,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,88799,5548,0,N,25,147,2033,204,USD,,,,8-Feb-14,8/02/14 5:06,8/02/14 5:06,8/02/14 5:06,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,89878,5560,0,N,25,415,1087,204,USD,,23-Feb-14,,23-Feb-14,23/02/14 5:04,23/02/14 5:04,23/02/14 5:04,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,88188,5537,0,N,57,21,1969,207,USD,,30-Jan-14,,30-Jan-14,30/01/14 9:07,30/01/14 9:08,30/01/14 9:08,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,89436,5555,0,N,31,578,1275,204,USD,,19-Feb-14,,19-Feb-14,19/02/14 5:06,19/02/14 5:06,19/02/14 5:06,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,88974,5551,0,N,25,9,12,204,USD,,,,12-Feb-14,12/02/14 5:06,12/02/14 5:07,12/02/14 5:07,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,88432,5540,0,N,25,9,12,204,USD,,,,2-Feb-14,2/02/14 5:06,2/02/14 5:06,2/02/14 5:06,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,89881,5562,0,N,31,578,1275,204,USD,,28-Feb-14,,28-Feb-14,28/02/14 0:42,28/02/14 0:42,28/02/14 0:42,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,90162,5581,0,N,25,147,2033,204,USD,,,,16-Mar-14,16/03/14 5:43,16/03/14 5:43,16/03/14 5:43,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,90067,5572,0,N,25,145,255,207,USD,,8-Mar-14,,8-Mar-14,8/03/14 19:23,16/03/14 3:38,16/03/14 3:38,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45),10003
PURCHASE_ORDERS,90165,5584,0,N,25,557,1233,204,USD,,,,16-Mar-14,16/03/14 5:43,16/03/14 5:43,16/03/14 5:43,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,90069,5574,0,N,25,145,255,207,USD,,8-Mar-14,,8-Mar-14,7/12/14 2:23,7/12/14 2:23,7/12/14 2:23,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45),10003
PURCHASE_ORDERS,90045,5569,0,N,57,21,1969,207,USD,,6-Mar-14,,6-Mar-14,6/03/14 10:38,6/03/14 10:38,6/03/14 10:38,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,90065,5570,0,N,25,145,255,207,USD,,8-Mar-14,,8-Mar-14,8/03/14 17:40,16/03/14 3:38,16/03/14 3:38,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45),10003
PURCHASE_ORDERS,90066,5571,0,N,25,145,255,207,USD,,8-Mar-14,,8-Mar-14,8/03/14 18:24,16/03/14 3:38,16/03/14 3:38,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45),10003
PURCHASE_ORDERS,90025,5568,0,N,57,21,41,207,USD,,6-Mar-14,,6-Mar-14,6/03/14 8:38,6/03/14 8:38,6/03/14 8:38,B2B,RECEIPT,MANUAL,2/10 NET 30,10014
PURCHASE_ORDERS,90669,5592,0,N,57,21,1969,207,USD,,2-Apr-14,,2-Apr-14,2/04/14 9:17,2/04/14 9:17,2/04/14 9:17,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,90718,5596,0,N,25,147,2033,204,USD,,,,4-Apr-14,4/04/14 2:10,4/04/14 2:10,4/04/14 2:10,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,91382,5612,0,N,57,21,41,1997,USD,,18-Apr-14,,18-Apr-14,18/04/14 10:15,18/04/14 10:15,18/04/14 10:15,B2B,RECEIPT,MANUAL,2/10 NET 30,10014
PURCHASE_ORDERS,91401,5613,0,N,57,21,1969,207,USD,,19-Apr-14,,19-Apr-14,19/04/14 8:19,19/04/14 8:19,19/04/14 8:19,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,91683,5617,0,N,31,3,2036,204,USD,,27-Apr-14,,27-Apr-14,27/04/14 2:40,27/04/14 2:40,27/04/14 2:40,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,90758,5597,0,N,25,557,1233,204,USD,,,,5-Apr-14,5/04/14 2:09,5/04/14 2:09,5/04/14 2:09,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,91242,5605,0,N,25,9,12,204,USD,,,,16-Apr-14,16/04/14 2:09,16/04/14 2:09,16/04/14 2:09,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,92017,5626,0,N,25,557,1233,204,USD,,,,7-May-14,7/05/14 2:49,7/05/14 2:49,7/05/14 2:49,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,90536,5590,0,N,31,578,1275,204,USD,,26-Mar-14,,26-Mar-14,26/03/14 2:08,26/03/14 2:08,26/03/14 2:08,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,91262,5610,0,N,31,578,1275,204,USD,,17-Apr-14,,17-Apr-14,17/04/14 2:09,17/04/14 2:09,17/04/14 2:09,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,90903,5598,0,N,25,557,1233,204,USD,,9-Apr-14,,9-Apr-14,9/04/14 2:08,9/04/14 2:08,9/04/14 2:08,B2B,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,91601,5615,0,N,57,21,1969,207,USD,,23-Apr-14,,23-Apr-14,23/04/14 7:34,23/04/14 7:34,23/04/14 7:34,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,92097,5629,0,N,25,557,1233,204,USD,,8-May-14,,8-May-14,8/05/14 2:12,8/05/14 2:12,8/05/14 2:12,B2B,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,90658,5591,0,N,31,578,1275,204,USD,,2-Apr-14,,2-Apr-14,2/04/14 2:08,2/04/14 2:08,2/04/14 2:08,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,90698,5593,0,N,31,415,1087,204,USD,,3-Apr-14,,3-Apr-14,3/04/14 9:24,3/04/14 9:24,3/04/14 9:24,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,91381,5611,2,Y,57,21,41,1997,USD,,18-Apr-14,,18-Apr-14,18/04/14 9:49,18/04/14 9:49,18/04/14 9:59,B2B,RECEIPT,MANUAL,2/10 NET 30,10014
PURCHASE_ORDERS,92949,5646,0,N,25,147,2033,204,USD,,,,1-Jun-14,1/06/14 2:07,1/06/14 2:07,1/06/14 2:07,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,93094,5653,0,N,25,9,12,204,USD,,,,6-Jun-14,6/06/14 2:06,6/06/14 2:06,6/06/14 2:06,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
