PURCHASE_ORDER_RECEIPTS,5814895,22,2236,,10617,,,,,,26-Feb-09,4758,25-Feb-09,25-Feb-16,
PURCHASE_ORDER_RECEIPTS,5810843,22,2698,,6019,,,,,,18-Feb-09,1850,18-Feb-09,18-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811824,22,2236,,10593,,,,,,17-Feb-09,4758,19-Feb-09,19-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811825,3,2235,,10594,,,,,,19-Feb-09,4758,19-Feb-09,19-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811826,2,1866,,10595,,,,,,17-Feb-09,4758,19-Feb-09,19-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814847,1,2326,,12067,,,,,,24-Feb-09,384,24-Feb-09,24-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814850,22,2236,,10611,,,,,,20-Feb-09,4758,24-Feb-09,24-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814888,22,2228,,12071,,,,,,22-Feb-09,384,25-Feb-09,25-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814889,5,2231,,12072,,,,,,25-Feb-09,384,25-Feb-09,25-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814892,22,2228,,12073,,,,,,24-Feb-09,384,25-Feb-09,25-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814893,22,2221,,13704,532,,,,,26-Feb-09,1715,25-Feb-09,25-Feb-16,
PURCHASE_ORDER_RECEIPTS,5817882,22,2221,,13715,532,,,,,24-Feb-09,1715,27-Feb-09,27-Feb-16,
PURCHASE_ORDER_RECEIPTS,5810824,5,2224,,13679,532,,,,,18-Feb-09,1715,18-Feb-09,18-Feb-16,
PURCHASE_ORDER_RECEIPTS,5810848,703,6575,,190,23705,,,,,18-Feb-09,27648,18-Feb-09,18-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811823,21,2220,,13684,532,,,,,19-Feb-09,1715,19-Feb-09,19-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811859,22,2199,,10550,,,,,,18-Feb-09,1783,20-Feb-09,20-Feb-16,
PURCHASE_ORDER_RECEIPTS,5812842,2,2233,,12060,,,,,,23-Feb-09,384,23-Feb-09,23-Feb-16,
PURCHASE_ORDER_RECEIPTS,5812843,22,2228,,12061,,,,,,21-Feb-09,384,23-Feb-09,23-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814869,355,4974,,6195,,,,,,24-Feb-09,2985,24-Feb-09,24-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814904,21,2696,,6029,,,,,,26-Feb-09,1850,25-Feb-09,25-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814913,21,1497,,1036,2100,,,,,25-Feb-09,4156,25-Feb-09,25-Feb-16,
PURCHASE_ORDER_RECEIPTS,5815882,22,2221,,13705,532,,,,,25-Feb-09,1715,26-Feb-09,26-Feb-16,
PURCHASE_ORDER_RECEIPTS,5815883,2,2222,,13706,532,,,,,27-Feb-09,1715,26-Feb-09,26-Feb-16,
PURCHASE_ORDER_RECEIPTS,5815884,22,2221,,13707,532,,,,,25-Feb-09,1715,26-Feb-09,26-Feb-16,
PURCHASE_ORDER_RECEIPTS,5816884,22,2236,,10625,,,,,,25-Feb-09,4758,26-Feb-09,26-Feb-16,
PURCHASE_ORDER_RECEIPTS,5816887,1,2502,,10566,,,,,,26-Feb-09,1314,26-Feb-09,26-Feb-16,
PURCHASE_ORDER_RECEIPTS,5816888,22,2698,,6032,,,,,,25-Feb-09,1850,26-Feb-09,26-Feb-16,
PURCHASE_ORDER_RECEIPTS,5818883,2,1866,,10635,,,,,,27-Feb-09,4758,27-Feb-09,27-Feb-16,
PURCHASE_ORDER_RECEIPTS,5810825,22,2228,,12047,,,,,,24-Feb-09,384,18-Feb-09,18-Feb-16,
PURCHASE_ORDER_RECEIPTS,5810826,2,2233,,12048,,,,,,16-Feb-09,384,18-Feb-09,18-Feb-16,
PURCHASE_ORDER_RECEIPTS,5810827,22,2228,,12049,,,,,,18-Feb-09,384,18-Feb-09,18-Feb-16,
PURCHASE_ORDER_RECEIPTS,5810828,2,2233,,12050,,,,,,16-Feb-09,384,18-Feb-09,18-Feb-16,
PURCHASE_ORDER_RECEIPTS,5810829,22,2228,,12051,,,,,,18-Feb-09,384,18-Feb-09,18-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811814,147,411,,11821,535,,,,,18-Feb-09,1313,19-Feb-09,19-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811815,21,2040,,11822,535,,,,,20-Feb-09,1313,19-Feb-09,19-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811816,22,415,,11823,535,,,,,18-Feb-09,1313,19-Feb-09,19-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811819,334,801,,11824,535,,,,,19-Feb-09,1602,19-Feb-09,19-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811852,478,2327,,12058,,,,,,20-Feb-09,384,20-Feb-09,20-Feb-16,
PURCHASE_ORDER_RECEIPTS,5813836,22,2035,,8576,,,,,,20-Feb-09,25,23-Feb-09,23-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814848,12,2444,,13698,532,,,,,24-Feb-09,7665,24-Feb-09,24-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814867,22,4788,,6193,,,,,,20-Feb-09,2983,24-Feb-09,24-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814868,703,4802,,6194,,,,,,24-Feb-09,2984,24-Feb-09,24-Feb-16,
PURCHASE_ORDER_RECEIPTS,5817898,22,2698,,6034,,,,,,24-Feb-09,1850,27-Feb-09,27-Feb-16,
PURCHASE_ORDER_RECEIPTS,5817899,21,2696,,6035,,,,,,27-Feb-09,1850,27-Feb-09,27-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811827,2,1866,,10596,,,,,,20-Feb-09,4758,19-Feb-09,19-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811828,22,2236,,10597,,,,,,19-Feb-09,4758,19-Feb-09,19-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811829,2,1866,,10598,,,,,,23-Feb-09,4758,19-Feb-09,19-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811832,147,2678,,5748,695,,,,,17-Feb-09,1851,19-Feb-09,19-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811845,2,2222,,13688,532,,,,,19-Feb-09,1715,20-Feb-09,20-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811847,3,2225,,13689,532,,,,,20-Feb-09,1715,20-Feb-09,20-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811848,2,2222,,13690,532,,,,,19-Feb-09,1715,20-Feb-09,20-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811863,578,1275,,8574,,,,,,17-Feb-09,31,20-Feb-09,20-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811864,22,2035,,8575,,,,,,20-Feb-09,25,20-Feb-09,20-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814838,147,2226,,13696,532,,,,,20-Feb-09,1715,24-Feb-09,24-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814846,22,2228,,12066,,,,,,20-Feb-09,384,24-Feb-09,24-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814856,22,2199,,10556,,,,,,22-Feb-09,1783,24-Feb-09,24-Feb-16,
PURCHASE_ORDER_RECEIPTS,5817895,21,2675,,5761,695,,,,,3-Mar-09,1851,27-Feb-09,27-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811853,22,2236,,10601,,,,,,20-Feb-09,4758,20-Feb-09,20-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811854,2,1866,,10602,,,,,,19-Feb-09,4758,20-Feb-09,20-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811855,22,2236,,10603,,,,,,19-Feb-09,4758,20-Feb-09,20-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811856,22,2673,,5751,695,,,,,20-Feb-09,1851,20-Feb-09,20-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811857,21,459,,10549,,,,,,20-Feb-09,1783,20-Feb-09,20-Feb-16,
PURCHASE_ORDER_RECEIPTS,5812869,22,2698,,6022,,,,,,19-Feb-09,1850,23-Feb-09,23-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814839,22,2228,,12063,,,,,,20-Feb-09,384,24-Feb-09,24-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814840,3,2227,,12064,,,,,,24-Feb-09,384,24-Feb-09,24-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814841,5,2231,,12065,,,,,,24-Feb-09,384,24-Feb-09,24-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814878,11,15,,5046,,,,,,,57,24-Feb-09,24-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814879,11,15,,5043,,,,,,,57,24-Feb-09,24-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814880,11,15,,5044,,,,,,,57,24-Feb-09,24-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814881,11,15,,5047,,,,,,,57,24-Feb-09,24-Feb-16,
PURCHASE_ORDER_RECEIPTS,5816889,478,2753,,6033,,,,,,26-Feb-09,4611,26-Feb-09,26-Feb-16,
PURCHASE_ORDER_RECEIPTS,5812838,3,355,,11832,535,,,,,23-Feb-09,1313,23-Feb-09,23-Feb-16,
PURCHASE_ORDER_RECEIPTS,5812840,22,415,,11833,535,,,,,19-Feb-09,1313,23-Feb-09,23-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814896,22,2236,,10618,,,,,,20-Feb-09,4758,25-Feb-09,25-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814901,2,391,,10561,,,,,,24-Feb-09,1783,25-Feb-09,25-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814902,2,391,,10562,,,,,,25-Feb-09,1783,25-Feb-09,25-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814903,3,1594,,10563,,,,,,24-Feb-09,1783,25-Feb-09,25-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814909,415,1087,,8582,,,,,,,25,25-Feb-09,25-Feb-16,
PURCHASE_ORDER_RECEIPTS,5814910,578,1275,,8583,,,,,,,25,25-Feb-09,25-Feb-16,
PURCHASE_ORDER_RECEIPTS,5816890,21,1497,,1038,2100,,,,,26-Feb-09,4156,26-Feb-09,26-Feb-16,
PURCHASE_ORDER_RECEIPTS,5816891,209,3820,,1039,2100,,,,,26-Feb-09,4155,26-Feb-09,26-Feb-16,
PURCHASE_ORDER_RECEIPTS,5817883,22,2221,,13716,532,,,,,26-Feb-09,1715,27-Feb-09,27-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811833,22,2673,,5749,695,,,,,18-Feb-09,1851,19-Feb-09,19-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811835,21,1497,,1032,2100,,,,,19-Feb-09,4150,19-Feb-09,19-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811860,22,2698,,6020,,,,,,20-Feb-09,1850,20-Feb-09,20-Feb-16,
PURCHASE_ORDER_RECEIPTS,5811866,703,6595,,191,23704,,,,,20-Feb-09,27645,20-Feb-09,20-Feb-16,
PURCHASE_ORDER_RECEIPTS,5812856,22,2673,,5753,695,,,,,18-Feb-09,1851,23-Feb-09,23-Feb-16,
PURCHASE_ORDER_RECEIPTS,5812861,1,1007,,5756,695,,,,,23-Feb-09,1851,23-Feb-09,23-Feb-16,
PURCHASE_ORDER_RECEIPTS,5812862,334,2713,,5757,695,,,,,23-Feb-09,2015,23-Feb-09,23-Feb-16,
PURCHASE_ORDER_RECEIPTS,5812863,478,2686,,5758,695,,,,,23-Feb-09,2015,23-Feb-09,23-Feb-16,
PURCHASE_ORDER_RECEIPTS,5812864,537,2679,,5759,695,,,,,23-Feb-09,1874,23-Feb-09,23-Feb-16,
PURCHASE_ORDER_RECEIPTS,5812865,1,2502,,10553,,,,,,23-Feb-09,1314,23-Feb-09,23-Feb-16,
PURCHASE_ORDER_RECEIPTS,5812866,334,942,,10554,,,,,,23-Feb-09,1314,23-Feb-09,23-Feb-16,
PURCHASE_ORDER_RECEIPTS,5812867,478,2462,,10555,,,,,,23-Feb-09,1314,23-Feb-09,23-Feb-16,
PURCHASE_ORDER_RECEIPTS,5818882,703,4802,,6198,,,,,,24-Feb-09,2984,27-Feb-09,27-Feb-16,
