"INVOICE_ID","LINE_NUMBER","LINE_TYPE","LINE_DESCRIPTION","ITEM_ID","CHARGE_DATE","MATCH_TYPE","CURRENCY_AMOUNT","AMOUNT","UNIT_PRICE","QTY","UOM_NAME","CANCEL_FLAG","MATCHED_PO_ID","MATCHED_PO_LINE_ID","MATCHED_PO_RELEASE_ID","MATCHED_PO_SHIPMENT_ID","MATCHED_PO_ACCOUNTING_ID","MATCHED_RECEIPT_LINE_ID","IS_ASSET","GEOGRAPHY_ID","PROJECT_ID"
152927,17,"ITEM","",,"05-JUL-2013","NONE",900.4,,,,"","N",,,,,,,"N",,
152927,18,"ITEM","",,"05-JUL-2013","NONE",900.4,,,,"","N",,,,,,,"N",,
152927,19,"ITEM","",,"05-JUL-2013","NONE",900.4,,,,"","N",,,,,,,"N",,
152927,20,"ITEM","",,"05-JUL-2013","NONE",900.4,,,,"","N",,,,,,,"N",,
152927,21,"ITEM","",,"05-JUL-2013","NONE",900.4,,,,"","N",,,,,,,"N",,
152927,22,"ITEM","",,"05-JUL-2013","NONE",1350.6,,,,"","N",,,,,,,"N",,
152927,23,"ITEM","",,"05-JUL-2013","NONE",900.4,,,,"","N",,,,,,,"N",,
152927,24,"ITEM","",,"05-JUL-2013","NONE",675.3,,,,"","N",,,,,,,"N",,
152927,25,"ITEM","",,"05-JUL-2013","NONE",675.3,,,,"","N",,,,,,,"N",,
154112,1,"ITEM","Dell Monitor",,"14-JUL-2013","PO",483,,483,1,"Each","N",80038,100304,,191327,196558,,"Y",,
153852,1,"ITEM","Lite Desktop Overlay",11933,"12-JUL-2013","PO",1393.65,,1.71,815,"Each","N",32845,38349,90570,189324,194531,,"Y",,
153869,1,"ITEM","RAM",61441,"12-JUL-2013","PO",39120,,24,1630,"Each","N",49568,60570,90576,189352,194559,,"Y",,
153839,1,"ITEM","Digital Camera, Deluxe",12021,"12-JUL-2013","PO",160266.75,,360.15,445,"Each","N",32986,38534,90034,188377,193584,,"Y",,
153893,1,"ITEM","Standard Desktop Monitor",11953,"12-JUL-2013","PO",53246.92,,149.57,356,"Each","N",32839,38306,90582,189380,194587,,"Y",,
153894,1,"ITEM","Game Girl Case",11819,"12-JUL-2013","PO",904.32,,5.76,157,"Each","N",32840,38309,90583,189382,194589,,"Y",,
153898,1,"ITEM","Game Girl Package",11829,"12-JUL-2013","PO",335.98,,2.14,157,"Each","N",32842,38324,90585,189388,194595,,"Y",,
153929,1,"ITEM","Lite Desktop Overlay",11933,"12-JUL-2013","PO",374.49,,1.71,219,"Each","N",32845,38349,91330,191114,196345,,"Y",,
153949,1,"ITEM","Standard Desktop Ethernet Card",11969,"12-JUL-2013","PO",13691.76,,25.64,534,"Each","N",32838,38299,91323,191076,196307,,"Y",,
153833,1,"ITEM","Std. Desktop Ethernet Card",123677,"12-JUL-2013","PO",1225.5,,28.5,43,"Each","N",56606,69679,90040,188405,193612,,"Y",,
153858,1,"ITEM","GG Circuit Board",61422,"12-JUL-2013","PO",552.25,,2.35,235,"Each","N",49520,60515,90575,189341,194548,,"Y",,
153877,1,"ITEM","Capacitor",61440,"12-JUL-2013","PO",171.15,,0.07,2445,"Each","N",49569,60576,90577,189360,194567,,"Y",,
153916,1,"ITEM","Game Girl Screen",11823,"12-JUL-2013","PO",1769.16,,12.82,138,"Each","N",32842,38323,91327,191093,196324,,"Y",,
153939,1,"ITEM","Game Girl Controller",11825,"12-JUL-2013","PO",1008.9,,8.55,118,"Each","N",32837,38283,91322,191060,196291,,"Y",,
153900,1,"ITEM","Standard Desktop Manual",11965,"12-JUL-2013","PO",6084.04,,17.09,356,"Each","N",32843,38338,90586,189390,194597,,"Y",,
153964,1,"ITEM","Television Digital Capable",12025,"12-JUL-2013","PO",196293.3,,310.1,633,"Each","N",32984,38530,91312,191023,196254,,"Y",,
153946,1,"ITEM","Standard Desktop Motherboard",11951,"12-JUL-2013","PO",71721.54,,134.31,534,"Each","N",32838,38296,91323,191073,196304,,"Y",,
153818,1,"ITEM","",,"21-JUN-2013","NONE",330,,,,"N","N",,,,,,,"N",,3609
153818,2,"ITEM","",,"21-JUN-2013","NONE",520,,,,"N","N",,,,,,,"N",,2780
153818,3,"ITEM","",,"21-JUN-2013","NONE",410,,,,"N","N",,,,,,,"N",,3612
153818,4,"ITEM","",,"21-JUN-2013","NONE",500,,,,"N","N",,,,,,,"Y",,3359
153818,5,"ITEM","",,"21-JUN-2013","NONE",430,,,,"N","N",,,,,,,"Y",,2779
153934,1,"ITEM","Television HD Ready",12027,"12-JUL-2013","PO",186798.15,,988.35,189,"Each","N",32984,38531,91331,191123,196354,,"Y",,
154204,1,"ITEM","Toshiba Laptop",,"17-JUL-2013","PO",2982,,2982,1,"Each","N",80116,100495,,191541,196788,,"Y",,
154416,1,"ITEM","Television Digital Capable",12025,"19-JUL-2013","PO",118768.3,,310.1,383,"Each","N",32984,38530,91695,191732,196999,,"Y",,
154430,1,"ITEM","Deluxe Laptop Carrying Case",11921,"19-JUL-2013","PO",1410.2,,25.64,55,"Each","N",32840,38315,91707,191779,197046,,"Y",,
154342,1,"ITEM","Lite Desktop Packaging",11935,"19-JUL-2013","PO",7244.43,,21.37,339,"Each","N",32843,38335,91328,191102,196333,,"Y",,
154386,1,"ITEM","Deluxe Laptop Overlay",11909,"19-JUL-2013","PO",350.55,,1.71,205,"Each","N",32844,38347,91310,191016,196247,,"Y",,
154348,1,"ITEM","Lite Desktop Power Supply",11939,"19-JUL-2013","PO",8691.96,,25.64,339,"Each","N",32845,38350,91330,191117,196348,,"Y",,
154460,1,"ITEM","Digital Camera, Professional",12023,"19-JUL-2013","PO",2909.2,,415.6,7,"Each","N",32985,38533,91728,191847,197114,,"Y",,
154415,1,"ITEM","VP Executive Overlay",11861,"19-JUL-2013","PO",242.65,,1.15,211,"Each","N",32844,38342,91693,191728,196995,,"Y",,
154451,1,"ITEM","Television 96""",12029,"19-JUL-2013","PO",185738.55,,2086.95,89,"Each","N",32987,38535,91716,191826,197093,,"Y",,
154452,1,"ITEM","Television 102""",12031,"19-JUL-2013","PO",299625,,3187.5,94,"Each","N",32987,38536,91716,191827,197094,,"Y",,
154324,1,"ITEM","Capacitor",61440,"19-JUL-2013","PO",219.45,,0.07,3135,"Each","N",49569,60576,91318,191046,196277,,"Y",,
154332,1,"ITEM","Deluxe Laptop Power Supply",80598,"19-JUL-2013","PO",425,,42.5,10,"Each","N",52142,63926,91319,191054,196285,,"Y",,
154376,1,"ITEM","Deluxe Laptop Case",11901,"19-JUL-2013","PO",2013.4,,201.34,10,"Each","N",32843,38332,91309,191004,196235,,"Y",,
154336,1,"ITEM","Deluxe Laptop Carrying Case",11921,"19-JUL-2013","PO",2666.56,,25.64,104,"Each","N",32840,38315,91325,191086,196317,,"Y",,
154378,1,"ITEM","Deluxe Laptop Packaging",11911,"19-JUL-2013","PO",213.7,,21.37,10,"Each","N",32843,38333,91309,191006,196237,,"Y",,
154380,1,"ITEM","Deluxe Laptop Manual",11917,"19-JUL-2013","PO",299.1,,29.91,10,"Each","N",32843,38334,91309,191008,196239,,"Y",,
154381,1,"ITEM","Deluxe Laptop Manual",11917,"19-JUL-2013","PO",6131.55,,29.91,205,"Each","N",32843,38334,91309,191009,196240,,"Y",,
155108,1,"ITEM","Game Girl Screen",11823,"27-JUL-2013","PO",4422.9,,12.82,345,"Each","N",32842,38323,92233,192732,198039,,"Y",,
155114,1,"ITEM","Standard Laptop Manual",11893,"27-JUL-2013","PO",22358.08,,25.64,872,"Each","N",32843,38331,92234,192740,198047,,"Y",,
155140,1,"ITEM","Television 102""",12031,"27-JUL-2013","PO",315562.5,,3187.5,99,"Each","N",32987,38536,92240,192779,198086,,"Y",,
155152,1,"ITEM","RAM",61425,"27-JUL-2013","PO",2780.5,,6.7,415,"Each","N",49568,60568,92223,192680,197987,,"Y",,
155155,1,"ITEM","Diode",61426,"27-JUL-2013","PO",348.6,,0.14,2490,"Each","N",49569,60577,92224,192686,197993,,"Y",,
155151,1,"ITEM","Capacitor",61424,"27-JUL-2013","PO",87.15,,0.07,1245,"Each","N",49569,60574,92224,192684,197991,,"Y",,
155000,1,"ITEM","Standard Desktop Case",11949,"27-JUL-2013","PO",91052.5,,165.55,550,"Each","N",32841,38318,91690,191716,196983,,"Y",,
155009,1,"ITEM","Standard Laptop Software Package",11889,"27-JUL-2013","PO",111799.12,,128.21,872,"Each","N",32837,38289,91704,191756,197023,,"Y",,
155042,1,"ITEM","Deluxe Laptop Overlay",11909,"27-JUL-2013","PO",418.95,,1.71,245,"Each","N",32844,38347,91711,191812,197079,,"Y",,
155048,1,"ITEM","RAM",61425,"27-JUL-2013","PO",1072,,6.7,160,"Each","N",49568,60568,91700,191742,197009,,"Y",,
155117,1,"ITEM","Deluxe Laptop Packaging",11911,"27-JUL-2013","PO",1346.31,,21.37,63,"Each","N",32843,38333,92234,192744,198051,,"Y",,
155120,1,"ITEM","Deluxe Laptop Manual",11917,"27-JUL-2013","PO",3230.28,,29.91,108,"Each","N",32843,38334,92234,192748,198055,,"Y",,
155040,1,"ITEM","Standard Laptop Power Supply",11891,"27-JUL-2013","PO",33537.12,,38.46,872,"Each","N",32844,38345,91711,191806,197073,,"Y",,
154855,1,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,2,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,3,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,4,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,5,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,6,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,7,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,8,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,9,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,10,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,11,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,12,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,13,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,14,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,15,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,16,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,17,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,18,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,19,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,20,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,21,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,22,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,23,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,24,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
154855,25,"ITEM","",,"25-JUL-2013","NONE",-207.64,,,,"","N",,,,,,,"N",,
155095,1,"ITEM","Lite Desktop Monitor",11929,"27-JUL-2013","PO",31880.31,,85.47,373,"Each","N",32839,38305,92230,192715,198022,,"Y",,
155104,1,"ITEM","Deluxe Laptop Carrying Case",11921,"27-JUL-2013","PO",1615.32,,25.64,63,"Each","N",32840,38315,92231,192727,198034,,"Y",,
155764,1,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,2,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,3,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,4,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,5,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,6,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,7,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,8,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,9,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,10,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,11,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,12,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,13,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,14,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,15,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,16,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,17,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,18,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,19,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,20,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,21,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,22,"ITEM","",,"05-AUG-2013","NONE",4713.6,,,,"","N",,,,,,,"N",,
155764,23,"ITEM","",,"05-AUG-2013","NONE",7070.4,,,,"","N",,,,,,,"N",,
155764,24,"ITEM","",,"05-AUG-2013","NONE",3535.2,,,,"","N",,,,,,,"N",,
155764,25,"ITEM","",,"05-AUG-2013","NONE",3535.2,,,,"","N",,,,,,,"N",,
156159,1,"ITEM","Deluxe Laptop Motherboard",11903,"10-AUG-2013","PO",158.97,,158.97,1,"Each","N",32844,38346,93075,194099,199466,,"Y",,
156054,1,"ITEM","Weekly Warehousing",5728,"10-AUG-2013","PO",97500,,25000,3.9,"Week","N",81155,101901,,193861,199228,,"N",,
156054,2,"ITEM","Weekly Warehousing",5728,"10-AUG-2013","PO",97500,,25000,3.9,"Week","N",81155,101901,,193861,199229,,"N",,
156054,3,"ITEM","Weekly Warehousing",5728,"10-AUG-2013","PO",97500,,25000,3.9,"Week","N",81155,101901,,193861,199230,,"N",,
156054,4,"ITEM","Weekly Warehousing",5728,"10-AUG-2013","PO",97500,,25000,3.9,"Week","N",81155,101901,,193861,199231,,"N",,
156163,1,"ITEM","Television HD Ready",12027,"10-AUG-2013","PO",151217.55,,988.35,153,"Each","N",32984,38531,93077,194110,199477,,"Y",,
156167,1,"ITEM","Game Girl Case",11819,"10-AUG-2013","PO",288,,5.76,50,"Each","N",32840,38309,93052,194020,199387,,"Y",,
156077,1,"ITEM","Digital Camera, Deluxe",12021,"10-AUG-2013","PO",39976.65,,360.15,111,"Each","N",32986,38534,91715,191825,197092,,"Y",,
156095,1,"ITEM","Lite Desktop Overlay",11933,"10-AUG-2013","PO",436.05,,1.71,255,"Each","N",32845,38349,92217,192662,197969,,"Y",,
156103,1,"ITEM","Television 102""",12031,"10-AUG-2013","PO",31875,,3187.5,10,"Each","N",32987,38536,92221,192675,197982,,"Y",,
156177,1,"ITEM","Digital Camera, Professional",12023,"10-AUG-2013","PO",51950,,415.6,125,"Each","N",32985,38533,93091,194139,199506,,"Y",,
156157,1,"ITEM","Deluxe Laptop Manual",11917,"10-AUG-2013","PO",209.37,,29.91,7,"Each","N",32843,38334,93074,194094,199461,,"Y",,
156118,1,"ITEM","Deluxe Laptop Monitor",11905,"10-AUG-2013","PO",3572.58,,162.39,22,"Each","N",32839,38308,92230,192718,198025,,"Y",,
156108,1,"ITEM","Capacitor",61440,"10-AUG-2013","PO",53.55,,0.07,765,"Each","N",49569,60576,92224,192685,197992,,"Y",,
156116,1,"ITEM","Deluxe Laptop Keyboard",11907,"10-AUG-2013","PO",570.68,,25.94,22,"Each","N",32837,38290,92228,192705,198012,,"Y",,
156120,1,"ITEM","Deluxe Laptop Mouse",11919,"10-AUG-2013","PO",375.98,,17.09,22,"Each","N",32840,38314,92231,192726,198033,,"Y",,
156122,1,"ITEM","Game Girl Screen",11823,"10-AUG-2013","PO",2012.74,,12.82,157,"Each","N",32842,38323,92233,192734,198041,,"Y",,
156130,1,"ITEM","Deluxe Laptop Power Supply",11915,"10-AUG-2013","PO",846.12,,38.46,22,"Each","N",32844,38348,92235,192766,198073,,"Y",,
156154,1,"ITEM","Game Girl Package",11829,"10-AUG-2013","PO",505.04,,2.14,236,"Each","N",32842,38324,93073,194089,199456,,"Y",,
154341,1,"ITEM","Deluxe Laptop Manual",11917,"19-JUL-2013","PO",3110.64,,29.91,104,"Each","N",32843,38334,91328,191100,196331,,"Y",,
154400,1,"ITEM","VP Student Board",11841,"19-JUL-2013","PO",4117.74,,62.39,66,"Each","N",32837,38284,91687,191706,196973,,"Y",,
156158,1,"ITEM","Game Girl Overlay",11827,"10-AUG-2013","PO",101.48,,0.43,236,"Each","N",32844,38340,93075,194098,199465,,"Y",,
156119,1,"ITEM","Game Girl Case",11819,"10-AUG-2013","PO",904.32,,5.76,157,"Each","N",32840,38309,92231,192721,198028,,"Y",,
156214,1,"ITEM","",,"18-AUG-2013","NONE",3710,,,,"","N",,,,,,,"N",207,
156738,1,"ITEM","Stop-Step 4-Step Ladder with Right Handrail, 27 inch Top Step, 23-3/4 inch x 33-1/2 inch x 40-3/4 inch",,"29-AUG-2013","RECEIPT",643,643,643,1,"EA","N",81477,104335,,195212,200599,2756280,"N",204,
157441,1,"ITEM","Stop-Step 4-Step Ladder with Right Handrail, 27 inch Top Step, 23-3/4 inch x 33-1/2 inch x 40-3/4 inch",,"11-SEP-2013","RECEIPT",1286,1286,643,2,"EA","N",81840,104963,,196483,201871,2777312,"N",1737,
157882,1,"ITEM","Stop-Step 4-Step Ladder with Right Handrail, 27 inch Top Step, 23-3/4 inch x 33-1/2 inch x 40-3/4 inch",,"15-SEP-2013","PO",643,,643,1,"EA","N",81476,104334,,195211,200598,,"N",204,
157764,1,"ITEM","Conference Room Remodel",,"14-SEP-2013","RECEIPT",4000,4000,400,10,"Day","N",81919,105042,,196663,202069,2792314,"N",204,
158186,1,"ITEM","Develop Prototype software RE1435",,"20-SEP-2013","PO",1000,,,,"","N",82356,105601,,197421,202859,,"Y",207,
157955,1,"ITEM","Mobile phone - expensable asset (tracked in ASSETS as an EXPENSED asset)",,"31-AUG-2013","RECEIPT",23030,23030,490,47,"Each","N",82050,105186,,196845,202252,2796322,"N",20795,
157956,1,"ITEM","Stop-Step 4-Step Ladder with Right Handrail, 27 inch Top Step, 23-3/4 inch x 33-1/2 inch x 40-3/4 inch",,"31-AUG-2013","RECEIPT",643,643,643,1,"EA","N",81476,104334,,195211,200598,2796324,"N",204,
159645,1,"ITEM","Legal Services",,"30-SEP-2013","RECEIPT",10350,10350,450,23,"HRS","N",83205,131498,,200984,206362,2847546,"N",20795,
159645,2,"ITEM","Legal Services",,"30-SEP-2013","RECEIPT",10350,10350,450,23,"HRS","N",83205,131498,,200984,206363,2847548,"N",20795,
159645,3,"ITEM","Legal Services",,"30-SEP-2013","RECEIPT",10350,10350,450,23,"HRS","N",83205,131498,,200984,206364,2847550,"N",20795,
159645,4,"ITEM","Legal Services",,"30-SEP-2013","RECEIPT",11700,11700,450,26,"HRS","N",83205,131498,,200984,206365,2847552,"N",20795,
159645,5,"ITEM","Legal Services",,"30-SEP-2013","RECEIPT",14400,14400,450,32,"HRS","N",83205,131498,,200984,206366,2847562,"N",20795,
159645,6,"ITEM","Legal Services",,"30-SEP-2013","RECEIPT",14400,14400,450,32,"HRS","N",83205,131498,,200984,206367,2847556,"N",20795,
159645,7,"ITEM","Legal Services",,"30-SEP-2013","RECEIPT",14400,14400,450,32,"HRS","N",83205,131498,,200984,206368,2847558,"N",20795,
159645,8,"ITEM","Legal Services",,"30-SEP-2013","RECEIPT",14400,14400,450,32,"HRS","N",83205,131498,,200984,206369,2847560,"N",20795,
159645,9,"ITEM","Legal Services",,"30-SEP-2013","RECEIPT",12150,12150,450,27,"HRS","N",83205,131498,,200984,206370,2847554,"N",20795,
162100,1,"ITEM","Mobile phone - expensable asset (tracked in ASSETS as an EXPENSED asset)",,"19-SEP-2013","RECEIPT",26950,26950,490,55,"Each","N",82334,105577,,197377,202815,2908254,"N",20795,
163016,1,"ITEM","Weekly Warehousing",,"10-NOV-2013","RECEIPT",97500,97500,25000,3.9,"Week","N",84779,136330,,204478,209887,2931479,"N",20795,
163016,2,"ITEM","Weekly Warehousing",,"10-NOV-2013","RECEIPT",97500,97500,25000,3.9,"Week","N",84779,136330,,204478,209888,2931485,"N",20795,
163016,3,"ITEM","Weekly Warehousing",,"10-NOV-2013","RECEIPT",97500,97500,25000,3.9,"Week","N",84779,136330,,204478,209889,2931483,"N",20795,
163016,4,"ITEM","Weekly Warehousing",,"10-NOV-2013","RECEIPT",97500,97500,25000,3.9,"Week","N",84779,136330,,204478,209890,2931481,"N",20795,
152924,1,"ITEM","Company Car",,"04-JUL-2013","PO",35856,,35856,1,"Each","N",79327,99391,,189854,195093,,"Y",,
154331,1,"ITEM","Label",61443,"19-JUL-2013","PO",35.4,,0.15,236,"Each","N",49569,60582,91318,191053,196284,,"Y",,
163703,1,"ITEM","Dell Monitor",,"15-NOV-2013","RECEIPT",472,472,472,1,"Each","N",85124,137884,,205061,210500,2948645,"Y",204,
164364,1,"ITEM","Toshiba Laptop",,"17-NOV-2013","RECEIPT",2912,2912,2912,1,"Each","N",85242,138146,,205416,210855,2956875,"Y",204,
164513,1,"ITEM","Cleaning and Maintenance - Weekly",,"20-NOV-2013","RECEIPT",101400,101400,26000,3.9,"Week","N",85285,138233,,205513,210956,2958759,"N",20795,
164513,2,"ITEM","Cleaning and Maintenance - Weekly",,"20-NOV-2013","RECEIPT",101400,101400,26000,3.9,"Week","N",85285,138233,,205513,210957,2958761,"N",20795,
164513,3,"ITEM","Cleaning and Maintenance - Weekly",,"20-NOV-2013","RECEIPT",101400,101400,26000,3.9,"Week","N",85285,138233,,205513,210958,2958767,"N",20795,
164513,4,"ITEM","Cleaning and Maintenance - Weekly",,"20-NOV-2013","RECEIPT",101400,101400,26000,3.9,"Week","N",85285,138233,,205513,210959,2958765,"N",20795,
164513,5,"ITEM","Cleaning and Maintenance - Weekly",,"20-NOV-2013","RECEIPT",101400,101400,26000,3.9,"Week","N",85285,138233,,205513,210960,2958763,"N",20795,
165173,1,"ITEM","Cleaning and Maintenance - Weekly",,"27-NOV-2013","RECEIPT",101400,101400,26000,3.9,"Week","N",85540,138588,,205936,211419,2971104,"N",20795,
165173,2,"ITEM","Cleaning and Maintenance - Weekly",,"27-NOV-2013","RECEIPT",101400,101400,26000,3.9,"Week","N",85540,138588,,205936,211420,2971108,"N",20795,
165173,3,"ITEM","Cleaning and Maintenance - Weekly",,"27-NOV-2013","RECEIPT",101400,101400,26000,3.9,"Week","N",85540,138588,,205936,211421,2971106,"N",20795,
165833,1,"ITEM","CD-ROM - B series",,"01-DEC-2013","RECEIPT",4200,4200,42,100,"Each","N",85712,138811,,206348,211867,2983116,"N",204,
165833,2,"ITEM","CD-ROM - A series",,"01-DEC-2013","RECEIPT",3800,3800,38,100,"Each","N",85712,138810,,206347,211866,2983114,"N",204,
166271,1,"ITEM","Software",,"06-DEC-2013","RECEIPT",828,828,828,1,"EA","N",85828,139067,,206786,212309,2992198,"Y",204,
167181,1,"ITEM","",,"19-SEP-2013","NONE",54690,,,,"","N",,,,,,,"N",204,
167203,1,"ITEM","",,"19-OCT-2013","NONE",24130,,,,"","N",,,,,,,"N",204,
167210,1,"ITEM","",,"26-OCT-2013","NONE",127370,,,,"","N",,,,,,,"N",204,
167171,1,"ITEM","",,"12-SEP-2013","NONE",106590,,,,"","N",,,,,,,"N",207,
167187,1,"ITEM","",,"27-SEP-2013","NONE",-8908,,,,"","N",,,,,,,"N",207,
167205,1,"ITEM","",,"19-OCT-2013","NONE",4020,,,,"","N",,,,,,,"N",207,
168305,1,"ITEM","Stop-Step 3-Step Ladder, 27 cm Top Step, 21 cm x 26-3/4 cm x 31-3/4 cm",,"10-JAN-2014","RECEIPT",428,428,428,1,"EA","N",87211,141023,,209541,215086,3061719,"N",204,
168554,1,"ITEM","",,"19-DEC-2013","NONE",49730,,,,"","N",,,,,,,"N",204,
168556,1,"ITEM","",,"19-DEC-2013","NONE",125030,,,,"","N",,,,,,,"N",204,
168550,1,"ITEM","18"" LCD Flat Panel Monitor",,"11-JAN-2014","RECEIPT",55042,55042,949,58,"Each","N",87295,141230,,209926,215518,3066975,"N",20795,
168551,1,"ITEM","Cleaning and Maintenance - Weekly",,"11-JAN-2014","RECEIPT",101400,101400,26000,3.9,"Week","N",87297,141234,,209930,215537,3066977,"N",20795,
