RECORD_TYPE:INVOICE_ACCOUNTING,INVOICE_ACCOUNTING_ID,INVOICE_ID,INVOICE_LINE_NUMBER,ACCOUNTING_LINE_NUMBER,CHARGE_DATE,COA_ACCOUNT_ID,LINE_TYPE,CURRENCY_AMOUNT,EXCHANGE_RATE_DATE,EXCHANGE_RATE,CURRENCY_RATE_TYPE,AMOUNT,CANCEL_FLAG,BASE_IPV,EXCHANGE_RATE_VARIANCE,CURRENCY_IPV,QUANTITY_VARIANCE,BASE_QUANTITY_VARIANCE,AMOUNT_VARIANCE,BASE_AMOUNT_VARIANCE,DESCRIPTION,MATCHED_PO_ACCOUNTING_ID,MATCHED_RECEIPT_LINE_ID,IS_REVERSED,PARENT_REVERSAL_ID,CORRECTED_INVOICE_DIST_ID,CHARGE_APPLICABLE_TO_DIST_ID,CORRECTED_QUANTITY,PROJECT_ID
INVOICE_ACCOUNTING,621692,154112,1,1,14-Jul-13,13528,ITEM,483,,,,,N,,,,,,,,Dell Monitor,196558,,N,,,,,
INVOICE_ACCOUNTING,620883,153852,1,1,12-Jul-13,13402,ITEM,1393.65,,,,,N,,,,,,,,Lite Desktop Overlay,194531,,N,,,,,
INVOICE_ACCOUNTING,620900,153869,1,1,12-Jul-13,13402,ITEM,39120,,,,,N,,,,,,,,RAM,194559,,N,,,,,
INVOICE_ACCOUNTING,620870,153839,1,1,12-Jul-13,13402,ITEM,160266.75,,,,,N,,,,,,,,"Digital Camera, Deluxe",193584,,N,,,,,
INVOICE_ACCOUNTING,620924,153893,1,1,12-Jul-13,13402,ITEM,53246.92,,,,,N,,,,,,,,Standard Desktop Monitor,194587,,N,,,,,
INVOICE_ACCOUNTING,620925,153894,1,1,12-Jul-13,13402,ITEM,904.32,,,,,N,,,,,,,,Game Girl Case,194589,,N,,,,,
INVOICE_ACCOUNTING,620929,153898,1,1,12-Jul-13,13402,ITEM,335.98,,,,,N,,,,,,,,Game Girl Package,194595,,N,,,,,
INVOICE_ACCOUNTING,620960,153929,1,1,12-Jul-13,13402,ITEM,374.49,,,,,N,,,,,,,,Lite Desktop Overlay,196345,,N,,,,,
INVOICE_ACCOUNTING,620980,153949,1,1,12-Jul-13,13402,ITEM,13691.76,,,,,N,,,,,,,,Standard Desktop Ethernet Card,196307,,N,,,,,
INVOICE_ACCOUNTING,620864,153833,1,1,12-Jul-13,13402,ITEM,1225.5,,,,,N,,,,,,,,Std. Desktop Ethernet Card,193612,,N,,,,,
INVOICE_ACCOUNTING,620889,153858,1,1,12-Jul-13,13402,ITEM,552.25,,,,,N,,,,,,,,GG Circuit Board,194548,,N,,,,,
INVOICE_ACCOUNTING,620908,153877,1,1,12-Jul-13,13402,ITEM,171.15,,,,,N,,,,,,,,Capacitor,194567,,N,,,,,
INVOICE_ACCOUNTING,620947,153916,1,1,12-Jul-13,13402,ITEM,1769.16,,,,,N,,,,,,,,Game Girl Screen,196324,,N,,,,,
INVOICE_ACCOUNTING,620970,153939,1,1,12-Jul-13,13402,ITEM,1008.9,,,,,N,,,,,,,,Game Girl Controller,196291,,N,,,,,
INVOICE_ACCOUNTING,620931,153900,1,1,12-Jul-13,13402,ITEM,6084.04,,,,,N,,,,,,,,Standard Desktop Manual,194597,,N,,,,,
INVOICE_ACCOUNTING,620995,153964,1,1,12-Jul-13,13402,ITEM,196293.3,,,,,N,,,,,,,,Television Digital Capable,196254,,N,,,,,
INVOICE_ACCOUNTING,620977,153946,1,1,12-Jul-13,13402,ITEM,71721.54,,,,,N,,,,,,,,Standard Desktop Motherboard,196304,,N,,,,,
INVOICE_ACCOUNTING,620856,153818,1,1,21-Jun-13,123202,ITEM,330,,,,,N,,,,,,,,,,,N,,,,,3609
INVOICE_ACCOUNTING,620857,153818,2,1,21-Jun-13,123202,ITEM,520,,,,,N,,,,,,,,,,,N,,,,,2780
INVOICE_ACCOUNTING,620858,153818,3,1,21-Jun-13,123202,ITEM,410,,,,,N,,,,,,,,,,,N,,,,,3612
INVOICE_ACCOUNTING,620859,153818,4,1,21-Jun-13,13532,ITEM,500,,,,,N,,,,,,,,,,,N,,,,,3359
INVOICE_ACCOUNTING,620860,153818,5,1,21-Jun-13,13532,ITEM,430,,,,,N,,,,,,,,,,,N,,,,,2779
INVOICE_ACCOUNTING,620965,153934,1,1,12-Jul-13,13402,ITEM,186798.15,,,,,N,,,,,,,,Television HD Ready,196354,,N,,,,,
INVOICE_ACCOUNTING,622822,154204,1,1,17-Jul-13,13528,ITEM,2982,,,,,N,,,,,,,,Toshiba Laptop,196788,,N,,,,,
INVOICE_ACCOUNTING,624087,154416,1,1,19-Jul-13,13402,ITEM,118768.3,,,,,N,,,,,,,,Television Digital Capable,196999,,N,,,,,
INVOICE_ACCOUNTING,624101,154430,1,1,19-Jul-13,13402,ITEM,1410.2,,,,,N,,,,,,,,Deluxe Laptop Carrying Case,197046,,N,,,,,
INVOICE_ACCOUNTING,624013,154342,1,1,19-Jul-13,13402,ITEM,7244.43,,,,,N,,,,,,,,Lite Desktop Packaging,196333,,N,,,,,
INVOICE_ACCOUNTING,624057,154386,1,1,19-Jul-13,13402,ITEM,350.55,,,,,N,,,,,,,,Deluxe Laptop Overlay,196247,,N,,,,,
INVOICE_ACCOUNTING,624019,154348,1,1,19-Jul-13,13402,ITEM,8691.96,,,,,N,,,,,,,,Lite Desktop Power Supply,196348,,N,,,,,
INVOICE_ACCOUNTING,624131,154460,1,1,19-Jul-13,13402,ITEM,2909.2,,,,,N,,,,,,,,"Digital Camera, Professional",197114,,N,,,,,
INVOICE_ACCOUNTING,624086,154415,1,1,19-Jul-13,13402,ITEM,242.65,,,,,N,,,,,,,,VP Executive Overlay,196995,,N,,,,,
INVOICE_ACCOUNTING,624122,154451,1,1,19-Jul-13,13402,ITEM,185738.55,,,,,N,,,,,,,,"Television 96""",197093,,N,,,,,
INVOICE_ACCOUNTING,624123,154452,1,1,19-Jul-13,13402,ITEM,299625,,,,,N,,,,,,,,"Television 102""",197094,,N,,,,,
INVOICE_ACCOUNTING,623995,154324,1,1,19-Jul-13,13402,ITEM,219.45,,,,,N,,,,,,,,Capacitor,196277,,N,,,,,
INVOICE_ACCOUNTING,624003,154332,1,1,19-Jul-13,13402,ITEM,425,,,,,N,,,,,,,,Deluxe Laptop Power Supply,196285,,N,,,,,
INVOICE_ACCOUNTING,624047,154376,1,1,19-Jul-13,13402,ITEM,2013.4,,,,,N,,,,,,,,Deluxe Laptop Case,196235,,N,,,,,
INVOICE_ACCOUNTING,624007,154336,1,1,19-Jul-13,13402,ITEM,2666.56,,,,,N,,,,,,,,Deluxe Laptop Carrying Case,196317,,N,,,,,
INVOICE_ACCOUNTING,624049,154378,1,1,19-Jul-13,13402,ITEM,213.7,,,,,N,,,,,,,,Deluxe Laptop Packaging,196237,,N,,,,,
INVOICE_ACCOUNTING,624051,154380,1,1,19-Jul-13,13402,ITEM,299.1,,,,,N,,,,,,,,Deluxe Laptop Manual,196239,,N,,,,,
INVOICE_ACCOUNTING,624052,154381,1,1,19-Jul-13,13402,ITEM,6131.55,,,,,N,,,,,,,,Deluxe Laptop Manual,196240,,N,,,,,
INVOICE_ACCOUNTING,627200,155108,1,1,27-Jul-13,13402,ITEM,4422.9,,,,,N,,,,,,,,Game Girl Screen,198039,,N,,,,,
INVOICE_ACCOUNTING,627206,155114,1,1,27-Jul-13,13402,ITEM,22358.08,,,,,N,,,,,,,,Standard Laptop Manual,198047,,N,,,,,
INVOICE_ACCOUNTING,627232,155140,1,1,27-Jul-13,13402,ITEM,315562.5,,,,,N,,,,,,,,"Television 102""",198086,,N,,,,,
INVOICE_ACCOUNTING,627262,155152,1,1,27-Jul-13,13402,ITEM,2780.5,,,,,N,,,,,,,,RAM,197987,,N,,,,,
INVOICE_ACCOUNTING,627264,155155,1,1,27-Jul-13,13402,ITEM,348.6,,,,,N,,,,,,,,Diode,197993,,N,,,,,
INVOICE_ACCOUNTING,627261,155151,1,1,27-Jul-13,13402,ITEM,87.15,,,,,N,,,,,,,,Capacitor,197991,,N,,,,,
INVOICE_ACCOUNTING,627092,155000,1,1,27-Jul-13,13402,ITEM,91052.5,,,,,N,,,,,,,,Standard Desktop Case,196983,,N,,,,,
INVOICE_ACCOUNTING,627101,155009,1,1,27-Jul-13,13402,ITEM,111799.12,,,,,N,,,,,,,,Standard Laptop Software Package,197023,,N,,,,,
INVOICE_ACCOUNTING,627134,155042,1,1,27-Jul-13,13402,ITEM,418.95,,,,,N,,,,,,,,Deluxe Laptop Overlay,197079,,N,,,,,
INVOICE_ACCOUNTING,627140,155048,1,1,27-Jul-13,13402,ITEM,1072,,,,,N,,,,,,,,RAM,197009,,N,,,,,
INVOICE_ACCOUNTING,627209,155117,1,1,27-Jul-13,13402,ITEM,1346.31,,,,,N,,,,,,,,Deluxe Laptop Packaging,198051,,N,,,,,
INVOICE_ACCOUNTING,627212,155120,1,1,27-Jul-13,13402,ITEM,3230.28,,,,,N,,,,,,,,Deluxe Laptop Manual,198055,,N,,,,,
INVOICE_ACCOUNTING,627132,155040,1,1,27-Jul-13,13402,ITEM,33537.12,,,,,N,,,,,,,,Standard Laptop Power Supply,197073,,N,,,,,
INVOICE_ACCOUNTING,627187,155095,1,1,27-Jul-13,13402,ITEM,31880.31,,,,,N,,,,,,,,Lite Desktop Monitor,198022,,N,,,,,
INVOICE_ACCOUNTING,627196,155104,1,1,27-Jul-13,13402,ITEM,1615.32,,,,,N,,,,,,,,Deluxe Laptop Carrying Case,198034,,N,,,,,
INVOICE_ACCOUNTING,632795,156177,1,1,10-Aug-13,13402,ITEM,51950,,,,,N,,,,,,,,"Digital Camera, Professional",199506,,N,,,,,
INVOICE_ACCOUNTING,626097,154855,8,1,25-Jul-13,82254,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626098,154855,9,1,25-Jul-13,13143,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626099,154855,10,1,25-Jul-13,13144,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626100,154855,11,1,25-Jul-13,13145,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626101,154855,12,1,25-Jul-13,13146,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626102,154855,13,1,25-Jul-13,13147,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626103,154855,14,1,25-Jul-13,13148,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626104,154855,15,1,25-Jul-13,13149,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626105,154855,16,1,25-Jul-13,13150,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626106,154855,17,1,25-Jul-13,13151,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626107,154855,18,1,25-Jul-13,13152,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626108,154855,19,1,25-Jul-13,13153,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626109,154855,20,1,25-Jul-13,13154,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626110,154855,21,1,25-Jul-13,82256,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626111,154855,22,1,25-Jul-13,13142,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626112,154855,23,1,25-Jul-13,99054,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626113,154855,24,1,25-Jul-13,13804,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626114,154855,25,1,25-Jul-13,99055,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626090,154855,1,1,25-Jul-13,13137,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626091,154855,2,1,25-Jul-13,13138,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626092,154855,3,1,25-Jul-13,13139,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626093,154855,4,1,25-Jul-13,13590,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626094,154855,5,1,25-Jul-13,82253,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626095,154855,6,1,25-Jul-13,13591,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,626096,154855,7,1,25-Jul-13,13141,ITEM,-207.64,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630735,155764,22,1,5-Aug-13,13118,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630736,155764,23,1,5-Aug-13,13508,ITEM,7070.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,632777,156159,1,1,10-Aug-13,13402,ITEM,158.97,,,,,N,,,,,,,,Deluxe Laptop Motherboard,199466,,N,,,,,
INVOICE_ACCOUNTING,632781,156163,1,1,10-Aug-13,13402,ITEM,151217.55,,,,,N,,,,,,,,Television HD Ready,199477,,N,,,,,
INVOICE_ACCOUNTING,632785,156167,1,1,10-Aug-13,13402,ITEM,288,,,,,N,,,,,,,,Game Girl Case,199387,,N,,,,,
INVOICE_ACCOUNTING,632640,156054,1,1,10-Aug-13,13080,ITEM,97500,,,,,N,,,,,,,,Weekly Warehousing,199228,,N,,,,,
INVOICE_ACCOUNTING,632641,156054,2,1,10-Aug-13,13079,ITEM,97500,,,,,N,,,,,,,,Weekly Warehousing,199229,,N,,,,,
INVOICE_ACCOUNTING,632642,156054,3,1,10-Aug-13,13078,ITEM,97500,,,,,N,,,,,,,,Weekly Warehousing,199230,,N,,,,,
INVOICE_ACCOUNTING,632643,156054,4,1,10-Aug-13,13077,ITEM,97500,,,,,N,,,,,,,,Weekly Warehousing,199231,,N,,,,,
INVOICE_ACCOUNTING,632695,156077,1,1,10-Aug-13,13402,ITEM,39976.65,,,,,N,,,,,,,,"Digital Camera, Deluxe",197092,,N,,,,,
INVOICE_ACCOUNTING,632713,156095,1,1,10-Aug-13,13402,ITEM,436.05,,,,,N,,,,,,,,Lite Desktop Overlay,197969,,N,,,,,
INVOICE_ACCOUNTING,632721,156103,1,1,10-Aug-13,13402,ITEM,31875,,,,,N,,,,,,,,"Television 102""",197982,,N,,,,,
INVOICE_ACCOUNTING,632775,156157,1,1,10-Aug-13,13402,ITEM,209.37,,,,,N,,,,,,,,Deluxe Laptop Manual,199461,,N,,,,,
INVOICE_ACCOUNTING,632736,156118,1,1,10-Aug-13,13402,ITEM,3572.58,,,,,N,,,,,,,,Deluxe Laptop Monitor,198025,,N,,,,,
INVOICE_ACCOUNTING,632726,156108,1,1,10-Aug-13,13402,ITEM,53.55,,,,,N,,,,,,,,Capacitor,197992,,N,,,,,
INVOICE_ACCOUNTING,632734,156116,1,1,10-Aug-13,13402,ITEM,570.68,,,,,N,,,,,,,,Deluxe Laptop Keyboard,198012,,N,,,,,
INVOICE_ACCOUNTING,632738,156120,1,1,10-Aug-13,13402,ITEM,375.98,,,,,N,,,,,,,,Deluxe Laptop Mouse,198033,,N,,,,,
INVOICE_ACCOUNTING,632740,156122,1,1,10-Aug-13,13402,ITEM,2012.74,,,,,N,,,,,,,,Game Girl Screen,198041,,N,,,,,
INVOICE_ACCOUNTING,632748,156130,1,1,10-Aug-13,13402,ITEM,846.12,,,,,N,,,,,,,,Deluxe Laptop Power Supply,198073,,N,,,,,
INVOICE_ACCOUNTING,632772,156154,1,1,10-Aug-13,13402,ITEM,505.04,,,,,N,,,,,,,,Game Girl Package,199456,,N,,,,,
INVOICE_ACCOUNTING,624012,154341,1,1,19-Jul-13,13402,ITEM,3110.64,,,,,N,,,,,,,,Deluxe Laptop Manual,196331,,N,,,,,
INVOICE_ACCOUNTING,624071,154400,1,1,19-Jul-13,13402,ITEM,4117.74,,,,,N,,,,,,,,VP Student Board,196973,,N,,,,,
INVOICE_ACCOUNTING,632776,156158,1,1,10-Aug-13,13402,ITEM,101.48,,,,,N,,,,,,,,Game Girl Overlay,199465,,N,,,,,
INVOICE_ACCOUNTING,632737,156119,1,1,10-Aug-13,13402,ITEM,904.32,,,,,N,,,,,,,,Game Girl Case,198028,,N,,,,,
INVOICE_ACCOUNTING,630737,155764,24,1,5-Aug-13,99052,ITEM,3535.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630738,155764,25,1,5-Aug-13,13507,ITEM,3535.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630714,155764,1,1,5-Aug-13,13105,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630715,155764,2,1,5-Aug-13,13106,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630716,155764,3,1,5-Aug-13,13107,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630717,155764,4,1,5-Aug-13,13108,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630718,155764,5,1,5-Aug-13,13109,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630719,155764,6,1,5-Aug-13,13110,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630720,155764,7,1,5-Aug-13,13111,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630721,155764,8,1,5-Aug-13,13112,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630722,155764,9,1,5-Aug-13,82251,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630723,155764,10,1,5-Aug-13,99053,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630724,155764,11,1,5-Aug-13,13101,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630725,155764,12,1,5-Aug-13,13102,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630726,155764,13,1,5-Aug-13,13103,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630727,155764,14,1,5-Aug-13,13586,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630728,155764,15,1,5-Aug-13,82250,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630729,155764,16,1,5-Aug-13,13587,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630730,155764,17,1,5-Aug-13,13113,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630731,155764,18,1,5-Aug-13,13114,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630732,155764,19,1,5-Aug-13,13115,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630733,155764,20,1,5-Aug-13,13116,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,630734,155764,21,1,5-Aug-13,13117,ITEM,4713.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1377886,156495,1,1,24-Aug-13,13402,ACCRUAL,3846,,,,3846,N,,,,,,,,,199394,,N,,,,,
INVOICE_ACCOUNTING,1400176,156214,1,25,18-Aug-13,99059,ITEM,111.3,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400177,156214,1,26,18-Aug-13,20151,ITEM,111.3,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400152,156214,1,1,18-Aug-13,12975,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400153,156214,1,2,18-Aug-13,12976,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400154,156214,1,3,18-Aug-13,12977,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400155,156214,1,4,18-Aug-13,13574,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400156,156214,1,5,18-Aug-13,13575,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400157,156214,1,6,18-Aug-13,12979,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400158,156214,1,7,18-Aug-13,12980,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400159,156214,1,8,18-Aug-13,12981,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400160,156214,1,9,18-Aug-13,12982,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400161,156214,1,10,18-Aug-13,12983,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400162,156214,1,11,18-Aug-13,12984,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400163,156214,1,12,18-Aug-13,12985,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400164,156214,1,13,18-Aug-13,12986,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400165,156214,1,14,18-Aug-13,12987,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400166,156214,1,15,18-Aug-13,12988,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400167,156214,1,16,18-Aug-13,12989,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400168,156214,1,17,18-Aug-13,12990,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400169,156214,1,18,18-Aug-13,12991,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400170,156214,1,19,18-Aug-13,12992,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400171,156214,1,20,18-Aug-13,83883,ITEM,111.3,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400172,156214,1,21,18-Aug-13,83884,ITEM,111.3,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400173,156214,1,22,18-Aug-13,89130,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,1400174,156214,1,23,18-Aug-13,83886,ITEM,148.4,,,,,N,,,,,,,,,,,N,,,,,
