"PO_ACCOUNTING_LINE_ID","PO_SHIPMENT_ID","ACCOUNTING_LINE_NUM","COA_ID","CHARGE_ACCOUNT_ID","QTY","CHARGE_AMOUNT","REQUISITION_REF","DELIVER_TO_GEOGRAPHY_ID","DELIVER_TO_PERSON_ID","EXCHANGE_RATE_DATE","EXCHANGE_RATE","DESTINATION_TYPE","PROJECT_ID","EXPENDITURE_TYPE"
32599,31389,1,1,13401,68,11968,24310,414,57,,,"INVENTORY",,""
32600,31390,1,1,13401,4,704,24311,414,57,,,"INVENTORY",,""
32715,31497,1,1,13401,116,20416,24487,414,57,,,"INVENTORY",,""
32716,31498,1,1,13401,4,704,24488,414,57,,,"INVENTORY",,""
32717,31499,1,1,13401,137,24112,24489,414,57,,,"INVENTORY",,""
33096,31877,1,1,13401,121,21296,24887,414,57,,,"INVENTORY",,""
33097,31878,1,1,13401,12,2112,24888,414,57,,,"INVENTORY",,""
32858,31640,1,1,13401,65,11440,24612,414,57,,,"INVENTORY",,""
33282,32059,1,1,13401,68,11968,25026,414,57,,,"INVENTORY",,""
33283,32060,1,1,13401,4,704,25027,414,57,,,"INVENTORY",,""
33613,32348,1,1,13401,56,9856,25408,414,57,,,"INVENTORY",,""
33614,32349,1,1,13401,4,704,25409,414,57,,,"INVENTORY",,""
33615,32350,1,1,13401,152,0,,414,57,,,"INVENTORY",,""
33424,32201,1,1,13401,107,18832,25198,414,57,,,"INVENTORY",,""
33425,32202,1,1,13401,4,704,25199,414,57,,,"INVENTORY",,""
34147,32882,1,1,13401,32,0,,414,57,,,"INVENTORY",,""
34148,32883,1,1,13401,4,0,,414,57,,,"INVENTORY",,""
34149,32884,1,1,13401,90,0,,414,57,,,"INVENTORY",,""
33935,32670,1,1,13401,120,0,,414,57,,,"INVENTORY",,""
33936,32671,1,1,13401,134,0,,414,57,,,"INVENTORY",,""
34339,33074,1,1,13401,32,0,,414,57,,,"INVENTORY",,""
34340,33075,1,1,13401,4,0,,414,57,,,"INVENTORY",,""
34341,33076,1,1,13401,68,0,,414,57,,,"INVENTORY",,""
34342,33077,1,1,13401,408,0,,414,57,,,"INVENTORY",,""
36312,35047,1,1,13401,43,7568,27736,414,57,,,"INVENTORY",,""
36313,35048,1,1,13401,211,37136,27737,414,57,,,"INVENTORY",,""
43616,42223,1,1,13401,4194,738144,34486,414,57,,,"INVENTORY",,""
43702,42305,1,1,13401,225,39600,32225,414,57,11/MAR/03,,"INVENTORY",,""
43703,42305,2,1,13401,414,72864,32348,414,57,11/MAR/03,,"INVENTORY",,""
43704,42305,3,1,13401,93,16368,32596,414,57,11/MAR/03,,"INVENTORY",,""
43705,42305,4,1,13401,72,12672,32784,414,57,11/MAR/03,,"INVENTORY",,""
43706,42305,5,1,13401,198,34848,33521,414,57,11/MAR/03,,"INVENTORY",,""
43708,42305,7,1,13401,263,46288,34267,414,57,11/MAR/03,,"INVENTORY",,""
43709,42305,8,1,13401,200,35200,34082,414,57,11/MAR/03,,"INVENTORY",,""
43710,42305,9,1,13401,200,35200,34266,414,57,11/MAR/03,,"INVENTORY",,""
43711,42305,10,1,13401,263,46288,34081,414,57,11/MAR/03,,"INVENTORY",,""
43712,42305,11,1,13401,64,11264,33584,414,57,11/MAR/03,,"INVENTORY",,""
43713,42305,12,1,13401,200,35200,33804,414,57,11/MAR/03,,"INVENTORY",,""
43714,42305,13,1,13401,263,46288,33805,414,57,11/MAR/03,,"INVENTORY",,""
43715,42305,14,1,13401,263,46288,33928,414,57,11/MAR/03,,"INVENTORY",,""
43716,42306,1,1,13401,263,46288,34393,414,57,11/MAR/03,,"INVENTORY",,""
43717,42307,1,1,13401,200,35200,33929,414,57,11/MAR/03,,"INVENTORY",,""
43837,42416,1,1,13401,198,34848,34648,414,57,,,"INVENTORY",,""
44103,42682,1,1,13401,483,85008,34925,414,57,,,"INVENTORY",,""
44303,42882,1,1,13401,1142,200992,35137,414,57,,,"INVENTORY",,""
44304,42883,1,1,13401,140,24640,35138,414,57,,,"INVENTORY",,""
44305,42884,1,1,13401,93,16368,35139,414,57,,,"INVENTORY",,""
44429,43008,1,1,13401,127,22352,35309,414,57,,,"INVENTORY",,""
47791,46244,1,1,13401,77,13552,38410,414,57,,,"INVENTORY",,""
47792,46245,1,1,13401,5,880,38411,414,57,,,"INVENTORY",,""
47793,46246,1,1,13401,302,53152,38412,414,57,,,"INVENTORY",,""
48127,46580,1,1,13401,60,10560,38766,414,57,,,"INVENTORY",,""
48149,46602,1,1,13401,40,7040,38788,414,57,,,"INVENTORY",,""
48625,47078,1,1,13401,65,11440,39170,414,57,,,"INVENTORY",,""
48626,47079,1,1,13401,71,12496,39171,414,57,,,"INVENTORY",,""
48627,47080,1,1,13401,115,20240,39172,414,57,,,"INVENTORY",,""
47947,46400,1,1,13401,65,11440,38571,414,57,,,"INVENTORY",,""
48374,46827,1,1,13401,234,41184,38985,414,57,,,"INVENTORY",,""
48483,46936,1,1,13401,47,8272,39029,414,57,,,"INVENTORY",,""
48874,47327,1,1,13401,140,24640,39426,414,57,,,"INVENTORY",,""
48986,47439,1,1,13401,100,17600,39567,414,57,,,"INVENTORY",,""
49103,47536,1,1,13401,42,7392,39640,414,57,,,"INVENTORY",,""
49238,47652,1,1,13401,15,2640,39778,414,57,,,"INVENTORY",,""
49239,47653,1,1,13401,110,19360,39779,414,57,,,"INVENTORY",,""
49408,47821,1,1,13401,34,5984,39961,414,57,,,"INVENTORY",,""
49409,47822,1,1,13401,110,19360,39962,414,57,,,"INVENTORY",,""
49543,47956,1,1,13401,10,1760,40047,414,57,,,"INVENTORY",,""
49625,48038,1,1,13401,100,17600,40128,414,57,,,"INVENTORY",,""
49626,48039,1,1,13401,11,1936,40129,414,57,,,"INVENTORY",,""
49780,48186,1,1,13401,267,46992,40296,414,57,,,"INVENTORY",,""
48758,47211,1,1,13401,90,15840,39323,414,57,,,"INVENTORY",,""
49960,48358,1,1,13401,70,12320,40480,414,57,,,"INVENTORY",,""
50068,48466,1,1,13401,98,17248,40591,414,57,,,"INVENTORY",,""
50221,48619,1,1,13401,103,18128,40803,414,57,,,"INVENTORY",,""
50500,48898,1,1,13401,40,7040,41026,414,57,,,"INVENTORY",,""
50757,49155,1,1,13401,142,24992,41323,414,57,,,"INVENTORY",,""
50616,49014,1,1,13401,57,10032,41176,414,57,,,"INVENTORY",,""
50891,49289,1,1,13401,80,14080,41490,414,57,,,"INVENTORY",,""
50892,49290,1,1,13401,198,34848,41491,414,57,,,"INVENTORY",,""
50971,49369,1,1,13401,158,27808,41555,414,57,,,"INVENTORY",,""
50972,49370,1,1,13401,198,34848,41556,414,57,,,"INVENTORY",,""
51407,49805,1,1,13401,23,4048,41938,414,57,,,"INVENTORY",,""
51528,49926,1,1,13401,84,14784,42095,414,57,,,"INVENTORY",,""
51684,50082,1,1,13401,33,5808,42250,414,57,,,"INVENTORY",,""
51685,50083,1,1,13401,213,37488,42251,414,57,,,"INVENTORY",,""
52219,50617,1,1,13401,143,25168,42746,414,57,,,"INVENTORY",,""
52374,50772,1,1,13401,185,32560,42887,414,57,,,"INVENTORY",,""
53152,51530,1,1,13401,146,25696,43548,414,57,,,"INVENTORY",,""
53534,51952,1,1,13401,50,8800,43904,414,57,,,"INVENTORY",,""
53388,51766,1,1,13401,30,5280,43756,414,57,,,"INVENTORY",,""
54115,52378,1,1,13401,267,46992,44420,414,57,,,"INVENTORY",,""
54868,53151,1,1,13401,29,5104,45058,414,57,,,"INVENTORY",,""
54172,52435,1,1,13401,267,46992,44500,414,57,,,"INVENTORY",,""
55226,53509,1,1,13401,19,3344,45437,414,57,,,"INVENTORY",,""
55227,53510,1,1,13401,302,53152,45438,414,57,,,"INVENTORY",,""
55005,53288,1,1,13401,58,10208,45227,414,57,,,"INVENTORY",,""
55537,53820,1,1,13401,236,41536,45641,414,57,,,"INVENTORY",,""
55704,53987,1,1,13401,79,13904,45764,414,57,,,"INVENTORY",,""
56274,54557,1,1,13401,28,4928,46263,414,57,,,"INVENTORY",,""
56275,54558,1,1,13401,302,53152,46264,414,57,,,"INVENTORY",,""
57241,55577,1,1,13401,152,26752,47116,414,57,,,"INVENTORY",,""
57242,55578,1,1,13401,312,54912,47117,414,57,,,"INVENTORY",,""
57243,55579,1,1,13401,115,20240,47118,414,57,,,"INVENTORY",,""
56467,54790,1,1,13401,112,19712,46448,414,57,,,"INVENTORY",,""
57852,56188,1,1,13401,133,23408,47738,414,57,,,"INVENTORY",,""
58000,56336,1,1,13401,54,9504,47851,414,57,,,"INVENTORY",,""
58001,56337,1,1,13401,125,22000,47853,414,57,,,"INVENTORY",,""
57704,56040,1,1,13401,30,5280,47555,414,57,,,"INVENTORY",,""
57456,55792,1,1,13401,16,2816,47353,414,57,,,"INVENTORY",,""
58424,56760,1,1,13401,98,17248,48251,414,57,,,"INVENTORY",,""
57457,55793,1,1,13401,180,31680,47354,414,57,,,"INVENTORY",,""
58184,56520,1,1,13401,117,20592,48009,414,57,,,"INVENTORY",,""
58185,56521,1,1,13401,110,19360,48010,414,57,,,"INVENTORY",,""
58603,56939,1,1,13401,75,13200,48369,414,57,,,"INVENTORY",,""
58345,56681,1,1,13401,108,19008,48173,414,57,,,"INVENTORY",,""
56687,55010,1,1,13401,225,39600,46626,414,57,,,"INVENTORY",,""
59025,57341,1,1,13401,263,46288,48637,414,57,,,"INVENTORY",,""
59350,57666,1,1,13401,159,27984,48955,414,57,,,"INVENTORY",,""
59191,57507,1,1,13401,71,12496,48807,414,57,,,"INVENTORY",,""
59789,58105,1,1,13401,52,9152,49335,414,57,,,"INVENTORY",,""
59925,58241,1,1,13401,104,18304,49488,414,57,,,"INVENTORY",,""
59192,57508,1,1,13401,263,46288,48808,414,57,,,"INVENTORY",,""
60275,58571,1,1,13401,219,38544,49758,414,57,,,"INVENTORY",,""
60647,58943,1,1,13401,10,1760,50117,414,57,,,"INVENTORY",,""
63117,61375,1,1,13401,215,37840,52222,414,57,,,"INVENTORY",,""
63118,61376,1,1,13401,125,22000,52223,414,57,,,"INVENTORY",,""
63119,61377,1,1,13401,335,58960,52224,414,57,,,"INVENTORY",,""
63120,61378,1,1,13401,215,37840,52225,414,57,,,"INVENTORY",,""
63290,61548,1,1,13401,1326,233376,52306,414,20,,,"INVENTORY",,""
63291,61549,1,1,13401,105,18480,52307,414,20,,,"INVENTORY",,""
66436,64694,1,1,13401,144,25344,54026,414,57,,,"INVENTORY",,""
66243,64501,1,1,13401,190,33440,53847,414,57,,,"INVENTORY",,""
66244,64502,1,1,13401,400,70400,53848,414,57,,,"INVENTORY",,""
66754,65012,1,1,13401,38,6688,54212,414,57,,,"INVENTORY",,""
67189,65436,1,1,13401,68,11968,54538,414,57,,,"INVENTORY",,""
67190,65437,1,1,13401,215,37840,54539,414,57,,,"INVENTORY",,""
66914,65172,1,1,13401,32,5632,54407,414,57,,,"INVENTORY",,""
66915,65173,1,1,13401,49,8624,54408,414,57,,,"INVENTORY",,""
67895,66144,1,1,13401,24,4224,55087,414,57,,,"INVENTORY",,""
67896,66145,1,1,13401,215,37840,55088,414,57,,,"INVENTORY",,""
67616,65865,1,1,13401,159,27984,54861,414,57,,,"INVENTORY",,""
68330,66560,1,1,13401,155,27280,55355,414,57,,,"INVENTORY",,""
69075,67305,1,1,13401,75,13200,55919,414,57,,,"INVENTORY",,""
66916,65174,1,1,13401,215,37840,54409,414,57,,,"INVENTORY",,""
68786,67016,1,1,13401,249,43824,55733,414,57,,,"INVENTORY",,""
69743,67919,1,1,13401,482,84832,56526,414,57,,,"INVENTORY",,""
69531,67707,1,1,13401,130,22880,56332,414,57,,,"INVENTORY",,""
69902,68078,1,1,13401,145,25520,56687,414,57,,,"INVENTORY",,""
70467,68642,1,1,13401,610,107360,57120,414,57,,,"INVENTORY",,""
68665,66895,1,1,13401,783,137808,55632,414,57,,,"INVENTORY",,""
70226,68401,1,1,13401,255,44880,56939,414,57,,,"INVENTORY",,""
70227,68402,1,1,13401,212,37312,56940,414,57,,,"INVENTORY",,""
70332,68507,1,1,13401,390,68640,57039,414,57,,,"INVENTORY",,""
70723,68918,1,1,13401,95,16720,57400,414,57,,,"INVENTORY",,""
71136,69331,1,1,13401,60,10560,57665,414,57,,,"INVENTORY",,""
71842,70037,1,1,13401,230,40480,57913,414,57,,,"INVENTORY",,""
70466,68641,1,1,13401,82,14432,57119,414,57,,,"INVENTORY",,""
72247,70442,1,1,13401,160,28160,58154,414,57,,,"INVENTORY",,""
72433,70628,1,1,13401,137,24112,58290,414,57,,,"INVENTORY",,""
70882,69077,1,1,13401,80,14080,57518,414,57,,,"INVENTORY",,""
70623,68818,1,1,13401,110,19360,57269,414,57,,,"INVENTORY",,""
72804,70999,1,1,13401,335,58960,58591,414,57,,,"INVENTORY",,""
73092,71268,1,1,13401,6,1056,58785,414,57,,,"INVENTORY",,""
73217,71393,1,1,13401,282,49632,58891,414,57,,,"INVENTORY",,""
73336,71512,1,1,13401,344,60544,59026,414,57,,,"INVENTORY",,""
73337,71513,1,1,13401,365,64240,59027,414,57,,,"INVENTORY",,""
72044,70239,1,1,13401,431,75856,58042,414,57,,,"INVENTORY",,""
73726,71902,1,1,13401,37,6512,59348,414,57,,,"INVENTORY",,""
73837,72013,1,1,13401,91,16016,59382,414,57,,,"INVENTORY",,""
74763,72919,1,1,13401,268,47168,60052,414,57,,,"INVENTORY",,""
75311,73467,1,1,13401,372,65472,60523,414,57,,,"INVENTORY",,""
76912,75048,1,1,13401,270,364.5,61856,207,57,16/JAN/04,,"INVENTORY",,""
76913,75049,1,1,13401,1740,243600,61859,207,57,16/JAN/04,,"INVENTORY",,""
76914,75050,1,1,13401,1740,3480,61911,207,57,16/JAN/04,,"INVENTORY",,""
76915,75051,1,1,13401,1740,78300,61914,207,57,16/JAN/04,,"INVENTORY",,""
76916,75052,1,1,13401,155,28830,61883,207,57,16/JAN/04,,"INVENTORY",,""
76917,75053,1,1,13401,155,310,61886,207,57,16/JAN/04,,"INVENTORY",,""
76918,75054,1,1,13401,155,6975,61889,207,57,16/JAN/04,,"INVENTORY",,""
76919,75055,1,1,13401,915,1830,61897,207,57,16/JAN/04,,"INVENTORY",,""
76920,75056,1,1,13401,915,27450,61900,207,57,16/JAN/04,,"INVENTORY",,""
76921,75057,1,1,13401,265,530,61863,207,57,16/JAN/04,,"INVENTORY",,""
76922,75058,1,1,13401,265,530,61864,207,57,16/JAN/04,,"INVENTORY",,""
76923,75059,1,1,13401,265,7950,61869,207,57,16/JAN/04,,"INVENTORY",,""
76924,75060,1,1,13401,265,7950,61870,207,57,16/JAN/04,,"INVENTORY",,""
76925,75061,1,1,13401,530,1060,61842,207,57,16/JAN/04,,"INVENTORY",,""
76872,75008,1,1,13401,915,91500,61895,207,57,16/JAN/04,,"INVENTORY",,""
76873,75009,1,1,13401,265,46375,61908,207,57,16/JAN/04,,"INVENTORY",,""
76874,75010,1,1,13401,265,46375,61860,207,57,16/JAN/04,,"INVENTORY",,""
76875,75011,1,1,13401,530,92750,61840,207,57,16/JAN/04,,"INVENTORY",,""
76877,75013,1,1,13401,335,8375,61877,207,57,,,"INVENTORY",,""
76878,75014,1,1,13401,270,6750,61852,207,57,,,"INVENTORY",,""
76879,75015,1,1,13401,1740,34800,61916,207,57,,,"INVENTORY",,""
76880,75016,1,1,13401,1740,52200,61881,207,57,,,"INVENTORY",,""
76881,75017,1,1,13401,155,3100,61891,207,57,,,"INVENTORY",,""
76882,75018,1,1,13401,155,4650,61892,207,57,,,"INVENTORY",,""
76883,75019,1,1,13401,915,85726.35,61893,207,57,,,"INVENTORY",,""
76884,75020,1,1,13401,915,18300,61902,207,57,,,"INVENTORY",,""
76885,75021,1,1,13401,265,51380.85,61904,207,57,,,"INVENTORY",,""
76886,75022,1,1,13401,265,51380.85,61905,207,57,,,"INVENTORY",,""
76887,75023,1,1,13401,265,5300,61833,207,57,,,"INVENTORY",,""
76889,75025,1,1,13401,530,156350,61838,207,57,,,"INVENTORY",,""
76890,75026,1,1,13401,530,10600,61847,207,57,,,"INVENTORY",,""
76457,74593,1,1,13401,57,10032,61530,414,57,,,"INVENTORY",,""
76458,74594,1,1,13401,515,90640,61531,414,57,,,"INVENTORY",,""
76898,75034,1,1,13401,1740,234900,61858,207,57,16/JAN/04,,"INVENTORY",,""
76899,75035,1,1,13401,1740,43500,61912,207,57,16/JAN/04,,"INVENTORY",,""
76900,75036,1,1,13401,1740,52200,61915,207,57,16/JAN/04,,"INVENTORY",,""
76901,75037,1,1,13401,155,36513.35,61882,207,57,16/JAN/04,,"INVENTORY",,""
76902,75038,1,1,13401,155,3875,61887,207,57,16/JAN/04,,"INVENTORY",,""
76903,75039,1,1,13401,915,22875,61898,207,57,16/JAN/04,,"INVENTORY",,""
76904,75040,1,1,13401,915,18300,61901,207,57,16/JAN/04,,"INVENTORY",,""
76906,75042,1,1,13401,265,6625,61866,207,57,16/JAN/04,,"INVENTORY",,""
76907,75043,1,1,13401,265,5300,61871,207,57,16/JAN/04,,"INVENTORY",,""
76908,75044,1,1,13401,265,5300,61872,207,57,16/JAN/04,,"INVENTORY",,""
76909,75045,1,1,13401,530,13250,61843,207,57,16/JAN/04,,"INVENTORY",,""
76910,75046,1,1,13401,1465,732.5,61874,207,57,16/JAN/04,,"INVENTORY",,""
76911,75047,1,1,13401,335,452.25,61850,207,57,16/JAN/04,,"INVENTORY",,""
77145,75281,1,1,13401,155,3875,61985,209,57,16/JAN/04,,"INVENTORY",,""
77633,75769,1,1,13401,50,1250,62228,207,57,,,"INVENTORY",,""
77635,75771,1,1,13401,40,800,62248,207,57,,,"INVENTORY",,""
77636,75772,1,1,13401,40,1200,62249,207,57,,,"INVENTORY",,""
77637,75773,1,1,13401,5,969.45,62250,207,57,,,"INVENTORY",,""
77638,75774,1,1,13401,40,7755.6,62251,207,57,,,"INVENTORY",,""
77639,75775,1,1,13401,40,7755.6,62216,207,57,,,"INVENTORY",,""
76952,75088,1,1,13401,500,67500,61937,207,57,16/JAN/04,,"INVENTORY",,""
76953,75089,1,1,13401,350,35000,61959,207,57,16/JAN/04,,"INVENTORY",,""
76954,75090,1,1,13401,40,7000,61970,207,57,16/JAN/04,,"INVENTORY",,""
76955,75091,1,1,13401,485,3268.9,61921,207,57,,,"INVENTORY",,""
76957,75093,1,1,13401,265,6625,61933,207,57,,,"INVENTORY",,""
76958,75094,1,1,13401,500,10000,61944,207,57,,,"INVENTORY",,""
76959,75095,1,1,13401,500,15000,61945,207,57,,,"INVENTORY",,""
76961,75097,1,1,13401,145,4350,61956,207,57,,,"INVENTORY",,""
76962,75098,1,1,13401,350,32791.5,61957,207,57,,,"INVENTORY",,""
76963,75099,1,1,13401,350,7000,61966,207,57,,,"INVENTORY",,""
76964,75100,1,1,13401,40,7755.6,61968,207,57,,,"INVENTORY",,""
76972,75108,1,1,13401,500,67500,61920,207,57,16/JAN/04,,"INVENTORY",,""
76973,75109,1,1,13401,500,12500,61940,207,57,16/JAN/04,,"INVENTORY",,""
76974,75110,1,1,13401,500,15000,61943,207,57,16/JAN/04,,"INVENTORY",,""
76975,75111,1,1,13401,145,34157.65,61946,207,57,16/JAN/04,,"INVENTORY",,""
76976,75112,1,1,13401,145,3625,61951,207,57,16/JAN/04,,"INVENTORY",,""
76977,75113,1,1,13401,350,8750,61962,207,57,16/JAN/04,,"INVENTORY",,""
76978,75114,1,1,13401,350,7000,61965,207,57,16/JAN/04,,"INVENTORY",,""
76979,75115,1,1,13401,40,1000,61973,207,57,16/JAN/04,,"INVENTORY",,""
76980,75116,1,1,13401,40,800,61976,207,57,16/JAN/04,,"INVENTORY",,""
76981,75117,1,1,13401,485,242.5,61925,207,57,16/JAN/04,,"INVENTORY",,""
76982,75118,1,1,13401,320,432,61931,207,57,16/JAN/04,,"INVENTORY",,""
76983,75119,1,1,13401,265,357.75,61918,207,57,16/JAN/04,,"INVENTORY",,""
76984,75120,1,1,13401,500,70000,61936,207,57,16/JAN/04,,"INVENTORY",,""
76985,75121,1,1,13401,500,1000,61939,207,57,16/JAN/04,,"INVENTORY",,""
76986,75122,1,1,13401,500,22500,61942,207,57,16/JAN/04,,"INVENTORY",,""
76987,75123,1,1,13401,145,26970,61947,207,57,16/JAN/04,,"INVENTORY",,""
76988,75124,1,1,13401,145,290,61950,207,57,16/JAN/04,,"INVENTORY",,""
76989,75125,1,1,13401,145,6525,61953,207,57,16/JAN/04,,"INVENTORY",,""
76990,75126,1,1,13401,350,700,61961,207,57,16/JAN/04,,"INVENTORY",,""
76991,75127,1,1,13401,350,10500,61964,207,57,16/JAN/04,,"INVENTORY",,""
76993,75129,1,1,13401,40,1200,61975,207,57,16/JAN/04,,"INVENTORY",,""
77640,75776,1,1,13401,5,100,62266,207,57,,,"INVENTORY",,""
77642,75778,1,1,13401,40,800,62268,207,57,,,"INVENTORY",,""
77643,75779,1,1,13401,45,13275,62272,207,57,,,"INVENTORY",,""
77644,75780,1,1,13401,245,72275,62273,207,57,,,"INVENTORY",,""
77645,75781,1,1,13401,45,900,62290,207,57,,,"INVENTORY",,""
77646,75782,1,1,13401,245,4900,62291,207,57,,,"INVENTORY",,""
77654,75790,1,1,13401,40,1000,62244,207,57,16/JAN/04,,"INVENTORY",,""
77655,75791,1,1,13401,5,125,62254,207,57,16/JAN/04,,"INVENTORY",,""
77656,75792,1,1,13401,40,1000,62255,207,57,16/JAN/04,,"INVENTORY",,""
77658,75794,1,1,13401,5,100,62263,207,57,16/JAN/04,,"INVENTORY",,""
77659,75795,1,1,13401,40,800,62264,207,57,16/JAN/04,,"INVENTORY",,""
77660,75796,1,1,13401,40,800,62265,207,57,16/JAN/04,,"INVENTORY",,""
77661,75797,1,1,13401,45,1125,62282,207,57,16/JAN/04,,"INVENTORY",,""
77662,75798,1,1,13401,245,6125,62283,207,57,16/JAN/04,,"INVENTORY",,""
77663,75799,1,1,13401,50,67.5,62232,207,57,16/JAN/04,,"INVENTORY",,""
77664,75800,1,1,13401,40,54,62238,207,57,16/JAN/04,,"INVENTORY",,""
77665,75801,1,1,13401,40,7440,62240,207,57,16/JAN/04,,"INVENTORY",,""
77666,75802,1,1,13401,40,80,62243,207,57,16/JAN/04,,"INVENTORY",,""
