4006,Operating Account,NEGOTIABLE,,,3
INVOICE_PAYMENTS,168946,234761,ONE-OFF,CHECK,7-Jan-16,43.2,0,2309.04,USD,2309.04,,Corporate,,6676,Quick Payment: ID=84948,,BofA-204,NEGOTIABLE,,,1178
INVOICE_PAYMENTS,170519,235061,AUTO,CHECK,17-Feb-16,0,0,110342.18,USD,906020.26,,Corporate,17-Feb-09,6749,090217chk-204,14006,Operating Account,NEGOTIABLE,,,21
INVOICE_PAYMENTS,170494,235010,AUTO,CHECK,17-Feb-16,0,0,65262.76,USD,526366.1,,Corporate,17-Feb-09,6745,090217chk-204,14006,Operating Account,NEGOTIABLE,,,6
INVOICE_PAYMENTS,171443,235326,AUTO,CHECK,10-Mar-16,0,0,78194.86,USD,78194.86,,Corporate,10-Mar-09,6794,090310chk-204,14006,Operating Account,NEGOTIABLE,,,147
INVOICE_PAYMENTS,169716,235917,AUTO,CHECK,3-Feb-16,0,0,147635.96,USD,147635.96,,Corporate,3-Feb-09,6718,090203chk-204,14006,Operating Account,NEGOTIABLE,,,209
INVOICE_PAYMENTS,172273,235958,AUTO,CHECK,24-Mar-16,0,0,78228.5,USD,391034,,Corporate,24-Mar-09,6814,090324chk-204,14006,Operating Account,NEGOTIABLE,,,415
INVOICE_PAYMENTS,169805,235960,AUTO,EFT,5-Feb-16,0,0,27971.3,USD,27971.3,,Corporate,5-Feb-09,11405,090205eft-204,14006,Operating Account,NEGOTIABLE,,,9
INVOICE_PAYMENTS,170129,236273,AUTO,EFT,12-Feb-16,0,0,27971.3,USD,27971.3,,Corporate,12-Feb-09,11537,090212eft-204,14006,Operating Account,NEGOTIABLE,,,9
INVOICE_PAYMENTS,175184,236727,AUTO,CHECK,16-Jun-16,0,0,63711.42,USD,245568.3,,Corporate,16-Jun-09,6873,090616chk-204,,Operating Account,NEGOTIABLE,,,4
INVOICE_PAYMENTS,172879,236940,AUTO,CHECK,31-Mar-16,0,0,112758.12,USD,112758.12,,Corporate,31-Mar-09,6821,090331chk-204,14006,Operating Account,NEGOTIABLE,,,21
