RECORD_TYPE:COA_ACCOUNTS,ACCOUNT_ID,COA_ID,ACCOUNT_TYPE,IS_ENABLED,IS_PARENT,START_DATE,END_DATE,DESCRIPTION,SEGMENT1,SEGMENT2,SEGMENT3,SEGMENT4,SEGMENT5,SEGMENT6,SEGMENT7,SEGMENT8,SEGMENT9,SEGMENT10,ATTRIBUTE1,ATTRIBUTE2,ATTRIBUTE3,ATTRIBUTE4,ATTRIBUTE5,ATTRIBUTE6,ATTRIBUTE7,ATTRIBUTE8,ATTRIBUTE9,ATTRIBUTE10,REFERENCE1,REFERENCE2,REFERENCE3,REFERENCE4
COA_ACCOUNTS,14794,101,E,Y,N,,,,1,430,7350,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,14655,101,E,Y,N,,,,1,120,7330,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,14659,101,E,Y,N,,,,1,520,7320,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,14661,101,E,Y,N,,,,1,560,7350,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,14664,101,A,Y,N,,,,1,740,1550,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,14665,101,A,Y,N,,,,1,740,1510,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,14666,101,A,Y,N,,,,1,740,1520,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,14667,101,A,Y,N,,,,1,740,1560,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,14668,101,A,Y,N,,,,1,740,1540,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,14669,101,A,Y,N,,,,1,740,1530,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,14670,101,A,Y,N,,,,1,740,1580,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,14671,101,A,Y,N,,,,1,740,1590,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,14672,101,A,Y,N,,,,1,740,1650,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,14674,101,A,Y,N,,,,1,740,1620,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,14632,101,E,Y,N,,,,1,410,7350,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13802,101,E,Y,N,,,,1,740,7650,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13803,101,E,Y,N,,,,1,740,7690,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13804,101,E,Y,N,,,,1,740,7450,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13850,101,L,Y,N,,,,1,0,2225,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13871,101,E,Y,N,,,,1,120,7630,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13874,101,E,Y,N,,,,1,402,7630,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13919,101,L,Y,N,,,,1,0,2410,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13735,101,E,Y,N,,,,1,740,7610,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13736,101,A,Y,N,,,,1,740,1570,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13776,101,L,Y,N,,,,1,0,2240,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13779,101,L,Y,N,,,,1,0,2370,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13780,101,A,Y,N,,,,1,0,1810,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13782,101,E,Y,N,,,,1,420,5210,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13798,101,E,Y,N,,,,1,520,7699,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13605,101,E,Y,N,,,,1,404,7670,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13608,101,E,Y,N,,,,1,402,7695,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13611,101,E,Y,N,,,,1,404,7710,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13613,101,E,Y,N,,,,1,404,7730,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13616,101,E,Y,N,,,,1,402,7820,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13577,101,E,Y,N,,,,1,404,7110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13580,101,E,Y,N,,,,1,402,7210,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13583,101,E,Y,N,,,,1,404,7230,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13586,101,E,Y,N,,,,1,402,7420,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13587,101,E,Y,N,,,,1,404,7420,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13590,101,E,Y,N,,,,1,402,7450,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13593,101,E,Y,N,,,,1,402,7510,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13596,101,E,Y,N,,,,1,402,7620,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13599,101,E,Y,N,,,,1,404,7640,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13601,101,E,Y,N,,,,1,404,7650,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13573,101,E,Y,N,,,,1,404,5300,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13515,101,E,Y,N,,,,1,510,5210,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13516,101,A,Y,N,,,,1,0,1460,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13518,101,L,Y,N,,,,1,0,1335,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13532,101,A,Y,N,,,,1,0,1580,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13534,101,R,Y,N,,,,1,402,4120,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13537,101,R,Y,N,,,,1,404,4130,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13556,101,A,Y,N,,,,1,0,1660,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13568,101,A,Y,N,,,,1,0,1630,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13571,101,R,Y,N,,,,1,410,4150,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13513,101,A,Y,N,,,,1,0,1420,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13496,101,A,Y,N,,,,1,0,1245,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13497,101,R,Y,N,,,,1,410,4170,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13501,101,E,Y,N,,,,1,730,7440,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13503,101,E,Y,N,,,,1,740,7840,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13508,101,E,Y,N,,,,1,750,7420,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13511,101,L,Y,N,,,,1,0,1332,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13512,101,A,Y,N,,,,1,0,1450,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13397,101,E,Y,N,,,,1,740,7870,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13400,101,E,Y,N,,,,1,740,7740,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13401,101,A,Y,N,,,,1,0,1410,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13369,101,E,Y,N,,,,1,550,7740,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13371,101,E,Y,N,,,,1,110,7820,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13374,101,E,Y,N,,,,1,140,7820,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13377,101,E,Y,N,,,,1,430,7820,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13380,101,E,Y,N,,,,1,460,7820,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13382,101,E,Y,N,,,,1,480,7820,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13385,101,E,Y,N,,,,1,530,7820,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13388,101,E,Y,N,,,,1,560,7820,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13392,101,E,Y,N,,,,1,404,7220,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13393,101,A,Y,N,,,,1,0,1222,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13394,101,L,Y,N,,,,1,0,2520,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13338,101,E,Y,N,,,,1,140,7730,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13341,101,E,Y,N,,,,1,430,7730,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13344,101,E,Y,N,,,,1,460,7730,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13347,101,E,Y,N,,,,1,510,7730,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13350,101,E,Y,N,,,,1,540,7730,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13354,101,E,Y,N,,,,1,120,7740,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13357,101,E,Y,N,,,,1,410,7740,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13360,101,E,Y,N,,,,1,440,7740,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13363,101,E,Y,N,,,,1,470,7740,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13366,101,E,Y,N,,,,1,520,7740,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13308,101,E,Y,N,,,,1,460,7695,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13311,101,E,Y,N,,,,1,510,7695,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13314,101,E,Y,N,,,,1,540,7695,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13318,101,E,Y,N,,,,1,120,7710,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13321,101,E,Y,N,,,,1,410,7710,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13324,101,E,Y,N,,,,1,440,7710,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13327,101,E,Y,N,,,,1,470,7710,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13330,101,E,Y,N,,,,1,520,7710,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13333,101,E,Y,N,,,,1,550,7710,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13336,101,E,Y,N,,,,1,120,7730,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13279,101,E,Y,N,,,,1,550,7670,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13283,101,E,Y,N,,,,1,130,7680,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13286,101,E,Y,N,,,,1,420,7680,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13289,101,E,Y,N,,,,1,450,7680,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13292,101,E,Y,N,,,,1,480,7680,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13295,101,E,Y,N,,,,1,530,7680,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13298,101,E,Y,N,,,,1,560,7680,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13299,101,E,Y,N,,,,1,110,7695,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13302,101,E,Y,N,,,,1,140,7695,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13305,101,E,Y,N,,,,1,430,7695,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13249,101,E,Y,N,,,,1,410,7660,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13252,101,E,Y,N,,,,1,440,7660,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13255,101,E,Y,N,,,,1,470,7660,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13257,101,E,Y,N,,,,1,510,7660,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13260,101,E,Y,N,,,,1,540,7660,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13264,101,E,Y,N,,,,1,120,7670,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13267,101,E,Y,N,,,,1,410,7670,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13247,101,E,Y,N,,,,1,130,7660,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13270,101,E,Y,N,,,,1,440,7670,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13273,101,E,Y,N,,,,1,470,7670,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13276,101,E,Y,N,,,,1,520,7670,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13217,101,E,Y,N,,,,1,450,7640,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13218,101,E,Y,N,,,,1,460,7640,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13219,101,E,Y,N,,,,1,470,7640,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13220,101,E,Y,N,,,,1,480,7640,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13221,101,E,Y,N,,,,1,510,7640,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13222,101,E,Y,N,,,,1,520,7640,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13223,101,E,Y,N,,,,1,530,7640,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13224,101,E,Y,N,,,,1,540,7640,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13225,101,E,Y,N,,,,1,550,7640,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13228,101,E,Y,N,,,,1,120,7650,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13231,101,E,Y,N,,,,1,410,7650,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13234,101,E,Y,N,,,,1,440,7650,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13237,101,E,Y,N,,,,1,470,7650,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13240,101,E,Y,N,,,,1,520,7650,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13243,101,E,Y,N,,,,1,550,7650,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13246,101,E,Y,N,,,,1,120,7660,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13188,101,E,Y,N,,,,1,540,7530,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13190,101,E,Y,N,,,,1,560,7530,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13191,101,E,Y,N,,,,1,110,7620,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13194,101,E,Y,N,,,,1,140,7620,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13197,101,E,Y,N,,,,1,430,7620,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13200,101,E,Y,N,,,,1,460,7620,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13203,101,E,Y,N,,,,1,510,7620,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13206,101,E,Y,N,,,,1,540,7620,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13210,101,E,Y,N,,,,1,120,7640,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13212,101,E,Y,N,,,,1,140,7640,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13215,101,E,Y,N,,,,1,430,7640,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13158,101,E,Y,N,,,,1,140,7510,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13161,101,E,Y,N,,,,1,430,7510,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13164,101,E,Y,N,,,,1,460,7510,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13167,101,E,Y,N,,,,1,510,7510,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13170,101,E,Y,N,,,,1,540,7510,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13175,101,E,Y,N,,,,1,130,7530,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13178,101,E,Y,N,,,,1,420,7530,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13181,101,E,Y,N,,,,1,450,7530,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13184,101,E,Y,N,,,,1,480,7530,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13129,101,E,Y,N,,,,1,470,7440,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13132,101,E,Y,N,,,,1,520,7440,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13135,101,E,Y,N,,,,1,550,7440,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13138,101,E,Y,N,,,,1,120,7450,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13141,101,E,Y,N,,,,1,410,7450,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13144,101,E,Y,N,,,,1,440,7450,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13147,101,E,Y,N,,,,1,470,7450,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13150,101,E,Y,N,,,,1,520,7450,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13153,101,E,Y,N,,,,1,550,7450,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13155,101,E,Y,N,,,,1,110,7510,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13097,101,E,Y,N,,,,1,530,7410,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13098,101,E,Y,N,,,,1,540,7410,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13099,101,E,Y,N,,,,1,550,7410,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13100,101,E,Y,N,,,,1,560,7410,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13101,101,E,Y,N,,,,1,110,7420,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13102,101,E,Y,N,,,,1,120,7420,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13103,101,E,Y,N,,,,1,130,7420,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13106,101,E,Y,N,,,,1,420,7420,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13109,101,E,Y,N,,,,1,450,7420,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13112,101,E,Y,N,,,,1,480,7420,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13115,101,E,Y,N,,,,1,530,7420,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13118,101,E,Y,N,,,,1,560,7420,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13119,101,E,Y,N,,,,1,110,7440,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13122,101,E,Y,N,,,,1,140,7440,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13125,101,E,Y,N,,,,1,430,7440,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13067,101,E,Y,N,,,,1,130,7230,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13068,101,E,Y,N,,,,1,140,7230,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13071,101,E,Y,N,,,,1,430,7230,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13074,101,E,Y,N,,,,1,460,7230,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13077,101,E,Y,N,,,,1,510,7230,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13080,101,E,Y,N,,,,1,540,7230,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13084,101,E,Y,N,,,,1,120,7410,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13087,101,E,Y,N,,,,1,410,7410,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13090,101,E,Y,N,,,,1,440,7410,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13093,101,E,Y,N,,,,1,470,7410,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13096,101,E,Y,N,,,,1,520,7410,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13037,101,E,Y,N,,,,1,450,7210,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13040,101,E,Y,N,,,,1,480,7210,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13043,101,E,Y,N,,,,1,530,7210,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13046,101,E,Y,N,,,,1,560,7210,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13047,101,E,Y,N,,,,1,110,7220,0,0,,,,,,,,,,,,,,,,,,N,
